Profundidade [m]	Produtividade Primária [gC/m²/yr]
1680.8	157.0817593
1681	157.0787625
1681.2	157.075766
1681.4	157.0727696
1681.6	157.0697735
1681.8	157.0667776
1682	157.0637818
1682.2	157.0607863
1682.4	157.057791
1682.6	157.054796
1682.8	157.0518011
1683	157.0488064
1683.2	157.045812
1683.4	157.0428178
1683.6	157.0398237
1683.8	157.0368299
1684	157.0338363
1684.2	157.0308429
1684.4	157.0278498
1684.6	157.0248568
1684.8	157.021864
1685	157.0188715
1685.2	157.0158792
1685.4	157.0128871
1685.6	157.0098952
1685.8	157.0069035
1686	157.003912
1686.2	157.0009207
1686.4	156.9979296
1686.6	156.9949388
1686.8	156.9919481
1687	156.9889577
1687.2	156.9859675
1687.4	156.9829775
1687.6	156.9799877
1687.8	156.9769981
1688	156.9740088
1688.2	156.9710196
1688.4	156.9680306
1688.6	156.9650419
1688.8	156.9620534
1689	156.9590651
1689.2	156.956077
1689.4	156.9530891
1689.6	156.9501014
1689.8	156.9471139
1690	156.9441267
1690.2	156.9411396
1690.4	156.9381528
1690.6	156.9351661
1690.8	156.9321797
1691	156.9291935
1691.2	156.9262075
1691.4	156.9232217
1691.6	156.9202362
1691.8	156.9172508
1692	156.9142656
1692.2	156.9112807
1692.4	156.908296
1692.6	156.9053115
1692.8	156.9023271
1693	156.899343
1693.2	156.8963592
1693.4	156.8933755
1693.6	156.890392
1693.8	156.8874088
1694	156.8844257
1694.2	156.8814429
1694.4	156.8784602
1694.6	156.8754778
1694.8	156.8724956
1695	156.8695136
1695.2	156.8665318
1695.4	156.8635503
1695.6	156.8605689
1695.8	156.8575877
1696	156.8546068
1696.2	156.8516261
1696.4	156.8486455
1696.6	156.8456652
1696.8	156.8426851
1697	156.8397052
1697.2	156.8367255
1697.4	156.8337461
1697.6	156.8307668
1697.8	156.8277877
1698	156.8248089
1698.2	156.8218303
1698.4	156.8188518
1698.6	156.8158736
1698.8	156.8128956
1699	156.8099178
1699.2	156.8069402
1699.4	156.8039629
1699.6	156.8009857
1699.8	156.7980087
1700	156.795032
1700.2	156.7920554
1700.4	156.7890791
1700.6	156.786103
1700.8	156.7831271
1701	156.7801514
1701.2	156.7771759
1701.4	156.7742006
1701.6	156.7712256
1701.8	156.7682507
1702	156.765276
1702.2	156.7623016
1702.4	156.7593274
1702.6	156.7563533
1702.8	156.7533795
1703	156.7504059
1703.2	156.7474325
1703.4	156.7444593
1703.6	156.7414864
1703.8	156.7385136
1704	156.735541
1704.2	156.7325687
1704.4	156.7295965
1704.6	156.7266246
1704.8	156.7236529
1705	156.7206814
1705.2	156.7177101
1705.4	156.714739
1705.6	156.7117681
1705.8	156.7087974
1706	156.7058269
1706.2	156.7028567
1706.4	156.6998866
1706.6	156.6969168
1706.8	156.6943404
1707	156.6918953
1707.2	156.6894504
1707.4	156.6870056
1707.6	156.6845609
1707.8	156.6821164
1708	156.679672
1708.2	156.6772278
1708.4	156.6747837
1708.6	156.6723398
1708.8	156.6698959
1709	156.6674523
1709.2	156.6650088
1709.4	156.6625654
1709.6	156.6601221
1709.8	156.657679
1710	156.655236
1710.2	156.6527932
1710.4	156.6503505
1710.6	156.647908
