Profundidade [m]	Fração de Areia [%]
1880.6	100.0
1880.8	99.41107424316084
1881.0	98.87143442304578
1881.2	99.31078547991194
1881.4	98.87932536990003
1881.6	98.63382934367881
1881.8	98.81995700177272
1882.0	97.5739450924855
1882.2	97.64030090824859
1882.4	97.73257812259057
1882.6	98.60177293006225
1882.8	99.48097859410724
1883.0	99.51200959841876
1883.2	99.0734289940543
1883.4	99.1600152805947
1883.6	99.76907199293194
1883.8	99.77077340711955
1884.0	98.90972930554318
1884.2	97.85692321560722
1884.4	97.94321133189608
1884.6	98.52899437317902
1884.8	99.15620297434597
1885.0	99.2673280476708
1885.2	98.71747652044358
1885.4	98.65937284903528
1885.6	98.95107948324352
1885.8	98.9590563530535
1886.0	99.19100124161523
1886.2	98.73438113906921
1886.4	98.16997431682007
1886.6	98.38490104534006
1886.8	98.20378699147663
1887.0	98.63712545665715
1887.2	98.52925464755438
1887.4	97.98132413968318
1887.6	97.34412027467566
1887.8	97.27368726070755
1888.0	97.65162657758529
1888.2	98.19467899187381
1888.4	98.55259473731007
1888.6	98.15112959426384
1888.8	97.85684700583927
1889.0	97.19649121441887
1889.2	97.35059935968486
1889.4	97.33472882443682
1889.6	97.12847220330919
1889.8	97.1385172007302
1890.0	97.27368726070833
1890.2	97.65266293744452
1890.4	98.175813556372
1890.6	98.2357915107704
1890.8	97.42885330398833
1891.0	97.65500420299566
1891.2	97.53122762506412
1891.4	98.27402746757876
1891.6	98.9860791863897
1891.8	98.57160861534102
1892.0	97.88415488194308
1892.2	97.09792500373236
1892.4	96.86493546330169
1892.6	97.3219561800454
1892.8	97.7906948668203
1893.0	97.58764419563961
1893.2	97.12444541077323
1893.4	96.86753882750503
1893.6	97.51202428904678
1893.8	98.27470306414752
1894.0	97.97373611845079
1894.2	98.08174524738476
1894.4	98.06370995786376
1894.6	98.06855077299043
1894.8	97.89587725912973
1895.0	97.21372437136762
1895.2	96.8032947315739
1895.4	96.78146647989446
1895.6	96.41027353296904
1895.8	97.78886144062481
1896.0	98.48515805135602
1896.2	98.61248737629631
1896.4	98.24883079830279
1896.6	97.91440226035668
1896.8	97.85741857398288
1897.0	97.57833260459937
1897.2	97.56770903874278
1897.4	98.43001975432671
1897.6	99.23085834553024
1897.8	99.45468372400833
1898.0	98.41785107919922
1898.2	97.82325638127021
1898.4	97.37591970258634
1898.6	97.48856166462599
1898.8	96.73055033437775
1899.0	97.33267160900776
1899.2	97.16613277196679
1899.4	98.07010116716424
1899.6	98.05614448536154
1899.8	98.59917709090772
1900.0	98.01821026737386
1900.2	97.90843148020123
1900.4	97.03947913743797
1900.6	97.31939320251638
1900.8	97.65354573249758
1901.0	97.7945904993473
1901.2	97.77212588615559
1901.4	98.22383650230175
1901.6	98.34154184388042
1901.8	98.69150814486413
1902.0	98.47741044350211
1902.2	97.87737801391322
1902.4	97.34450828500141
1902.6	96.2135671814203
1902.8	95.63295083854733
1903.0	95.35750831313553
1903.2	95.72758751290846
1903.4	96.70767686975731
1903.6	97.22537626930769
1903.8	97.34365465533322
1904.0	97.42599034906813
1904.2	97.56408995904701
1904.4	97.85997143555964
1904.6	98.11117377730032
1904.8	98.57361320083105
1905.0	98.54207933764579
1905.2	98.09856000023713
1905.4	97.63181327864028
1905.6	96.96417311426146
1905.8	97.4069095561714
1906.0	96.15275007029695
1906.2	95.87982684283962
1906.4	95.18741392311267
1906.6	95.5297421119791
1906.8	95.01979882973401
1907.0	95.36807527177716
1907.2	95.20770021203032
1907.4	95.97781651468048
1907.6	95.93297044404552
1907.8	96.13428314139394
1908.0	96.39777395660047
1908.2	96.85349370702872
1908.4	97.94940252579605
1908.6	97.85200726012512
1908.8	96.84299494058511
1909.0	95.50017362047765
1909.2	95.15218422031234
1909.4	94.7811172413571
1909.6	95.6497496327383
1909.8	95.50450547665638
1910.0	95.95399891791472
1910.2	96.38727350469406
1910.4	95.37768606077715
1910.6	95.95692630728152
1910.8	95.898895783565
1911.0	97.43295379375571
1911.2	97.2858592849256
1911.4	96.36020393270046
1911.6	95.63656601315482
1911.8	95.51246628124049
1912.0	96.02924981170823
1912.2	96.66819151935263
1912.4	97.48925655965989
1912.6	98.11215544588532
1912.8	98.32161608044022
1913.0	96.85515106453562
1913.2	96.03581990910526
1913.4	95.53814981129759
1913.6	95.3066131403402
1913.8	95.64868200808621
1914.0	95.5320091158029
1914.2	95.81944568521263
1914.4	96.13933538318948
1914.6	95.90480150207983
1914.8	94.90271797898035
1915.0	94.52850394003607
1915.2	93.81829222486299
1915.4	93.38688266304341
1915.6	93.52621061496338
1915.8	93.82632874550511
1916.0	94.69021920519434
1916.2	94.63079332480295
1916.4	95.26740085528435
1916.6	95.81736287859854
1916.8	96.34033745004704
1917.0	95.92983731310416
1917.2	96.01302131017586
1917.4	95.54144633257873
1917.6	96.4736927972981
1917.8	97.33763972644053
1918.0	97.34524549025086
1918.2	97.35839559965555
1918.4	96.79064263956705
1918.6	97.02437854090292
1918.8	96.56671793809063
1919.0	95.88915905900289
1919.2	95.14776212232421
1919.4	94.37726751245332
1919.6	95.54255883022886
1919.8	96.23343648859893
1920.0	96.9087280498305
1920.2	96.35554952696008
1920.4	96.10953527153751
1920.6	96.56317145278263
1920.8	96.25812399461357
1921.0	96.59276570323571
1921.2	95.89865138455359
1921.4	95.94741127199875
1921.6	94.71944757465695
1921.8	94.31037953733231
1922.0	94.728325086707
1922.2	96.43269564394798
1922.4	97.37650107102553
1922.6	97.99801048343895
1922.8	98.29211267339335
1923.0	98.28626068210912
1923.2	98.18722474127814
