Profundidade [m]	Produtividade Primária [gC/m²/yr]
2119.89	116.46707902563065
2120.09	116.46633404399705
2120.29	116.46558908003878
2120.49	116.46484413375511
2120.69	116.46409920514533
2120.89	116.46335429420868
2121.09	116.46260940094446
2121.29	116.46186452535194
2121.49	116.4611196674304
2121.69	116.4603748271791
2121.89	116.45963000945288
2122.09	116.45888523904453
2122.29	116.45814045179867
2122.49	116.45739568222018
2122.69	116.45665093030829
2122.89	116.4559061960623
2123.09	116.45516147948149
2123.29	116.45441678056513
2123.49	116.45367209931248
2123.69	116.45292743572283
2123.89	116.45218278979543
2124.09	116.4514381615296
2124.29	116.45069355092458
2124.49	116.44994895797966
2124.69	116.4492043826941
2124.89	116.44845985687537
2125.09	116.4477153244444
2125.29	116.4469708021317
2125.49	116.44622629747545
2125.69	116.44548181047494
2125.89	116.44473734112947
2126.09	116.44399288943829
2126.29	116.44324845540069
2126.49	116.44250403901594
2126.69	116.44175964028331
2126.89	116.44101525920209
2127.09	116.44027089577155
2127.29	116.43952654999094
2127.49	116.43878222185958
2127.69	116.43803791850021
2127.89	116.43729365787478
2128.09	116.43654938268581
2128.29	116.4358051251432
2128.49	116.43506088524617
2128.69	116.43431666299405
2128.89	116.43357245838607
2129.09	116.43282827142154
2129.29	116.43208410209972
2129.49	116.43133995041988
2129.69	116.43059581638133
2129.89	116.4298516999833
2130.09	116.42910760122511
2130.29	116.42836352010599
2130.49	116.42761945662525
2130.69	116.42687544483893
2130.89	116.42613142189514
2131.09	116.42538741132424
2131.29	116.42464341838883
2131.49	116.42389944308816
2131.69	116.42315548542153
2131.89	116.42241154538821
2132.09	116.42166762298747
2132.29	116.42092371821859
2132.49	116.42017983108084
2132.69	116.41943596157351
2132.89	116.41869210969588
2133.09	116.41794827544722
2133.29	116.4172044588268
2133.49	116.41646066922219
2133.69	116.4157169177739
2133.89	116.41497315403296
2134.09	116.41422940791736
2134.29	116.4134856794264
2134.49	116.41274196855935
2134.69	116.41199827531548
2134.89	116.41125459969409
2135.09	116.41051094169441
2135.29	116.40976730131578
2135.49	116.40902367855745
2135.69	116.40828007341867
2135.89	116.40753648589875
2136.09	116.40679291599696
2136.29	116.40604936371257
2136.49	116.40530586534713
2136.69	116.40456235128528
2136.89	116.40381885184784
2137.09	116.40307537002495
2137.29	116.40233190581584
2137.49	116.40158845921981
2137.69	116.40084503023611
2137.89	116.40010161886407
