Profundidade [m]	Paleobatimetria [m]
2119.89	1903.6357260370116
2120.09	1903.6687159893627
2120.29	1903.7017059417135
2120.49	1903.7346958940645
2120.69	1903.7676858464154
2120.89	1903.8006757987662
2121.09	1903.8336657511172
2121.29	1903.866655703468
2121.49	1903.8996456558189
2121.69	1903.93263560817
2121.89	1903.9656253454534
2122.09	1903.9986137694536
2122.29	1904.0316037218045
2122.49	1904.0645936741553
2122.69	1904.0975836265063
2122.89	1904.1305735788571
2123.09	1904.1635635312082
2123.29	1904.196553483559
2123.49	1904.2295434359098
2123.69	1904.2625333882609
2123.89	1904.2955233406117
2124.09	1904.3285132929627
2124.29	1904.3615032453135
2124.49	1904.3944931976644
2124.69	1904.4274831500152
2124.89	1904.460471692989
2125.09	1904.4934613112991
2125.29	1904.52645126365
2125.49	1904.559441216001
2125.69	1904.5924311683518
2125.89	1904.6254211207026
2126.09	1904.6584110730537
2126.29	1904.6914010254045
2126.49	1904.7243909777553
2126.69	1904.7573809301064
2126.89	1904.7903708824572
2127.09	1904.823360834808
2127.29	1904.856350787159
2127.49	1904.8893407395099
2127.69	1904.9223303761237
2127.89	1904.9553189007938
2128.09	1904.9883088531446
2128.29	1905.0212988054955
2128.49	1905.0542887578463
2128.69	1905.0872787101973
2128.89	1905.1202686625481
2129.09	1905.153258614899
2129.29	1905.18624856725
2129.49	1905.2192385196008
2129.69	1905.2522284719519
2129.89	1905.2852184243027
2130.09	1905.3182083766535
2130.29	1905.3511983290045
2130.49	1905.3841882813554
2130.69	1905.4171767236592
2130.89	1905.4501664426393
2131.09	1905.4831563949901
2131.29	1905.516146347341
2131.49	1905.5491362996918
2131.69	1905.5821262520428
2131.89	1905.6151162043936
2132.09	1905.6481061567447
2132.29	1905.6810961090953
2132.49	1905.7140860614463
2132.69	1905.7470760137971
2132.89	1905.7800659661482
2133.09	1905.813055918499
2133.29	1905.84604587085
2133.49	1905.879035406794
2133.69	1905.9120240321338
2133.89	1905.9450139844846
2134.09	1905.9780039368356
2134.29	1906.0109938891865
2134.49	1906.0439838415375
2134.69	1906.076973793888
2134.89	1906.1099637462391
2135.09	1906.1429536985902
2135.29	1906.175943650941
2135.49	1906.2089336032918
2135.69	1906.2419235556426
2135.89	1906.2749135079935
2136.09	1906.3079034603445
2136.29	1906.3408934126956
2136.49	1906.3738817543294
2136.69	1906.4068715739793
2136.89	1906.43986152633
2137.09	1906.472851478681
2137.29	1906.505841431032
2137.49	1906.538831383383
2137.69	1906.5718213357338
2137.89	1906.6048112880846
2138.09	1906.6378012404355
2138.29	1906.6707911927863
2138.49	1906.7037811451373
2138.69	1906.7367710974884
2138.89	1906.769761049839
2139.09	1906.80275100219
2139.29	1906.8357404374642
2139.49	1906.8687291634737
2139.69	1906.9017191158248
2139.89	1906.9347090681756
2140.09	1906.9676990205267
2140.29	1907.0006889728775
2140.49	1907.0336789252283
2140.69	1907.066668877579
2140.89	1907.0996588299301
2141.09	1907.1326487822812
2141.29	1907.1656387346318
2141.49	1907.1986286869828
2141.69	1907.2316186393336
2141.89	1907.2646085916847
2142.09	1907.2975985440355
2142.29	1907.3305867849997
2142.49	1907.3635767053192
2142.69	1907.3965666576703
2142.89	1907.429556610021
2143.09	1907.4625465623722
2143.29	1907.495536514723
2143.49	1907.5285264670738
2143.69	1907.5615164194246
2143.89	1907.5945063717757
2144.09	1907.6274963241265
2144.29	1907.6604862764773
2144.49	1907.6934762288283
2144.69	1907.7264661811791
2144.89	1907.7594561335302
2145.09	1907.7924454681345
2145.29	1907.825434294814
2145.49	1907.8584242471647
2145.69	1907.8914141995158
2145.89	1907.9244041518666
2146.09	1907.9573941042174
2146.29	1907.9903840565685
2146.49	1908.0233740089193
2146.69	1908.05636396127
2146.89	1908.0893539136212
2147.09	1908.122343865972
2147.29	1908.155333818323
2147.49	1908.1883237706738
2147.69	1908.2213137230247
2147.89	1908.2543036753755
2148.09	1908.2872918843086
2148.29	1908.3202818366594
2148.49	1908.3532717890103
2148.69	1908.3862617413613
2148.89	1908.4192516937119
2149.09	1908.452241646063
2149.29	1908.485231598414
2149.49	1908.5182215507648
2149.69	1908.5512115031156
2149.89	1908.5842014554667
2150.09	1908.6171914078172
2150.29	1908.6501813601683
2150.49	1908.6831713125193
2150.69	1908.7161612648702
2150.89	1908.7491504988047
2151.09	1908.7821394261541
2151.29	1908.8151293785047
2151.49	1908.8481193308558
2151.69	1908.8811092832068
2151.89	1908.9140992355576
2152.09	1908.9470891879084
2152.29	1908.9800791402592
2152.49	1909.01306909261
