Profundidade [m]	Densidade Aparente Seca [g/cm3]
2119.89	
2120.09	
2120.29	
2120.49	
2120.69	
2120.89	
2121.09	
2121.29	
2121.49	
2121.69	
2121.89	
2122.09	
2122.29	
2122.49	
2122.69	
2122.89	
2123.09	
2123.29	
2123.49	
2123.69	
2123.89	
2124.09	
2124.29	
2124.49	
2124.69	
2124.89	
2125.09	
2125.29	
2125.49	
2125.69	
2125.89	
2126.09	
2126.29	
2126.49	
2126.69	
2126.89	
2127.09	
2127.29	
2127.49	
2127.69	
2127.89	
2128.09	
2128.29	
2128.49	
2128.69	
2128.89	
2129.09	
2129.29	
2129.49	
2129.69	
2129.89	
2130.09	
2130.29	
2130.49	
2130.69	
2130.89	
2131.09	
2131.29	
2131.49	
2131.69	
2131.89	
2132.09	
2132.29	
2132.49	
2132.69	
2132.89	
2133.09	
2133.29	
2133.49	
2133.69	
2133.89	
2134.09	
2134.29	
2134.49	
2134.69	
2134.89	
2135.09	
2135.29	
2135.49	
2135.69	
2135.89	
2136.09	
2136.29	
2136.49	
2136.69	
2136.89	
2137.09	
2137.29	
2137.49	
2137.69	
2137.89	
2138.09	
2138.29	
2138.49	
2138.69	
2138.89	
2139.09	
2139.29	
2139.49	
2139.69	
2139.89	
2140.09	
2140.29	
2140.49	
2140.69	
2140.89	
2141.09	
2141.29	
2141.49	
2141.69	
2141.89	
2142.09	
2142.29	
2142.49	
2142.69	
2142.89	
2143.09	
2143.29	
2143.49	
2143.69	
2143.89	
2144.09	
2144.29	
2144.49	
2144.69	
2144.89	
2145.09	
2145.29	
2145.49	
2145.69	
2145.89	
2146.09	
2146.29	
2146.49	
2146.69	
2146.89	
2147.09	
2147.29	
2147.49	
2147.69	
2147.89	
2148.09	
2148.29	
2148.49	
2148.69	
2148.89	
2149.09	
2149.29	
2149.49	
2149.69	
2149.89	
2150.09	
2150.29	
2150.49	
2150.69	
2150.89	
2151.09	
2151.29	
2151.49	
2151.69	
2151.89	
2152.09	
2152.29	
2152.49	
2152.69	
2152.89	
2153.09	
2153.29	
2153.49	
2153.69	
2153.89	
2154.09	
2154.29	
2154.49	
2154.69	
2154.89	
2155.09	
2155.29	
2155.49	
2155.69	
2155.89	
2156.09	
2156.29	
2156.49	
2156.69	
2156.89	
2157.09	
2157.29	
2157.49	
2157.69	
2157.89	
2158.09	
2158.29	
2158.49	
2158.69	
2158.89	
2159.09	
2159.29	
2159.49	
2159.69	
2159.89	
2160.09	
2160.29	
2160.49	
2160.69	
2160.89	
2161.09	
2161.29	
2161.49	
2161.69	
2161.89	
2162.09	
2162.29	
2162.49	
2162.69	
2162.89	
2163.09	
2163.29	
2163.49	
2163.69	
2163.89	
2164.09	
2164.29	
2164.49	
2164.69	
2164.89	
2165.09	
2165.29	
2165.49	
2165.69	
2165.89	
2166.09	
2166.29	
2166.49	
2166.69	
2166.89	
2167.09	
2167.29	
2167.49	
2167.69	
2167.89	
2168.09	
2168.29	
2168.49	
2168.69	
2168.89	
2169.09	
2169.29	
2169.49	
2169.69	
2169.89	
2170.09	
2170.29	
2170.49	
2170.69	
2170.89	
2171.09	
2171.29	
2171.49	
2171.69	
2171.89	
2172.09	
2172.29	
2172.49	
2172.69	
2172.89	
2173.09	
2173.29	
2173.49	
2173.69	
2173.89	
2174.09	
2174.29	
2174.49	
2174.69	
2174.89	
2175.09	
2175.29	
2175.49	
2175.69	
2175.89	
2176.09	
2176.29	
2176.49	
2176.69	
2176.89	
2177.09	
2177.29	
2177.49	
2177.69	
2177.89	
2178.09	
2178.29	
2178.49	
2178.69	
2178.89	
2179.09	
2179.29	
2179.49	
2179.69	
2179.89	
2180.09	
2180.29	
2180.49	
2180.69	
2180.89	
2181.09	
2181.29	
2181.49	
2181.69	
2181.89	
2182.09	
2182.29	
2182.49	
2182.69	
2182.89	
2183.09	
2183.29	
2183.49	
2183.69	
2183.89	
2184.09	
2184.29	
2184.49	
2184.69	
2184.89	
2185.09	
2185.29	
2185.49	
2185.69	
2185.89	
2186.09	
2186.29	
2186.49	
2186.69	
2186.89	
2187.09	
2187.29	
2187.49	
2187.69	
2187.89	
2188.09	
2188.29	
2188.49	
2188.69	
2188.89	
2189.09	
2189.29	
2189.49	
2189.69	
2189.89	
2190.09	
2190.29	
2190.49	
2190.69	
2190.89	
2191.09	
2191.29	
2191.49	
2191.69	
2191.89	
2192.09	
2192.29	
2192.49	
2192.69	
2192.89	
2193.09	
2193.29	
2193.49	
2193.69	
2193.89	
2194.09	
2194.29	
2194.49	
2194.69	
2194.89	
2195.09	
2195.29	
2195.49	
2195.69	
2195.89	
2196.09	
2196.29	
2196.49	
2196.69	
2196.89	
2197.09	
2197.29	
2197.49	
2197.69	
2197.89	
2198.09	
2198.29	
2198.49	
2198.69	
2198.89	
2199.09	
2199.29	
2199.49	
2199.69	
2199.89	
2200.09	
2200.29	
2200.49	
2200.69	
2200.89	
2201.09	
2201.29	
2201.49	
2201.69	
2201.89	
2202.09	
2202.29	
2202.49	
2202.69	
2202.89	
2203.09	
2203.29	
2203.49	
2203.69	
2203.89	
2204.09	
2204.29	
2204.49	
2204.69	
2204.89	
2205.09	
2205.29	
2205.49	
2205.69	
2205.89	
2206.09	
2206.29	
2206.49	
2206.69	
2206.89	
2207.09	
2207.29	
2207.49	
2207.69	
2207.89	
2208.09	
2208.29	
2208.49	
2208.69	
2208.89	
2209.09	
2209.29	
2209.49	
2209.69	
2209.89	
2210.09	
2210.29	
2210.49	
2210.69	
2210.89	
2211.09	
2211.29	
2211.49	
2211.69	
2211.89	
2212.09	
2212.29	
2212.49	
2212.69	
2212.89	
2213.09	
2213.29	
2213.49	
2213.69	
2213.89	
2214.09	
2214.29	
2214.49	
2214.69	
2214.89	
2215.09	
2215.29	
2215.49	
2215.69	
2215.89	
2216.09	
2216.29	
2216.49	
2216.69	
2216.89	
2217.09	
2217.29	
2217.49	
2217.69	
2217.89	
2218.09	
2218.29	
2218.49	
2218.69	
2218.89	
2219.09	
2219.29	
2219.49	
2219.69	
2219.89	
2220.09	
2220.29	
2220.49	
2220.69	
2220.89	
2221.09	
2221.29	
2221.49	
2221.69	
2221.89	
2222.09	
2222.29	
2222.49	
2222.69	
2222.89	
2223.09	
2223.29	
2223.49	
2223.69	
2223.89	
2224.09	
2224.29	
2224.49	
2224.69	
2224.89	
2225.09	
2225.29	
2225.49	
2225.69	
2225.89	
2226.09	
2226.29	
2226.49	
2226.69	
2226.89	
2227.09	
2227.29	
2227.49	
2227.69	
2227.89	
2228.09	
2228.29	
2228.49	
2228.69	
2228.89	
2229.09	
2229.29	
2229.49	
2229.69	
2229.89	
2230.09	
2230.29	
2230.49	
2230.69	
2230.89	
2231.09	
2231.29	
2231.49	
2231.69	
2231.89	
2232.09	
2232.29	
2232.49	
2232.69	
2232.89	
2233.09	
2233.29	
2233.49	
2233.69	
2233.89	
2234.09	
2234.29	
2234.49	
2234.69	
2234.89	
2235.09	
2235.29	
2235.49	
2235.69	
2235.89	
2236.09	
2236.29	
2236.49	
2236.69	
2236.89	
2237.09	
2237.29	
2237.49	
2237.69	
2237.89	
2238.09	
2238.29	
2238.49	
2238.69	
2238.89	
2239.09	
2239.29	
2239.49	
2239.69	
2239.89	
2240.09	
2240.29	
2240.49	
2240.69	
2240.89	
2241.09	
2241.29	
2241.49	
2241.69	
2241.89	
2242.09	
2242.29	
2242.49	
2242.69	
2242.89	
2243.09	
2243.29	
2243.49	
2243.69	
2243.89	
2244.09	
2244.29	
2244.49	
2244.69	
2244.89	
2245.09	
2245.29	
2245.49	
2245.69	
2245.89	
2246.09	
2246.29	
2246.49	
2246.69	
2246.89	
2247.09	
2247.29	
2247.49	
2247.69	
2247.89	
2248.09	
2248.29	
2248.49	
2248.69	
2248.89	
2249.09	
2249.29	
2249.49	
2249.69	
2249.89	
2250.09	
2250.29	
2250.49	
2250.69	
2250.89	
2251.09	
2251.29	
2251.49	
2251.69	
2251.89	
2252.09	
2252.29	
2252.49	
2252.69	
2252.89	
2253.09	
2253.29	
2253.49	
2253.69	
2253.89	
2254.09	
2254.29	
2254.49	
2254.69	
2254.89	
2255.09	
2255.29	
2255.49	
2255.69	
2255.89	
2256.09	
2256.29	
2256.49	
2256.69	
2256.89	
2257.09	
2257.29	
2257.49	
2257.69	
2257.89	
2258.09	
2258.29	
2258.49	
2258.69	
2258.89	
2259.09	
2259.29	
2259.49	
2259.69	
2259.89	
2260.09	
2260.29	
2260.49	
2260.69	
2260.89	
2261.09	
2261.29	
2261.49	
2261.69	
2261.89	
2262.09	
2262.29	
2262.49	
2262.69	
2262.89	
2263.09	
2263.29	
2263.49	
2263.69	
2263.89	
2264.09	
2264.29	
2264.49	
2264.69	
2264.89	
2265.09	
2265.29	
2265.49	
2265.69	
2265.89	
2266.09	
2266.29	
2266.49	
2266.69	
2266.89	
2267.09	
2267.29	
2267.49	
2267.69	
2267.89	
2268.09	
2268.29	
2268.49	
2268.69	
2268.89	
2269.09	
2269.29	
2269.49	
2269.69	
2269.89	
2270.09	
2270.29	
2270.49	
2270.69	
2270.89	
2271.09	
2271.29	
2271.49	
2271.69	
2271.89	
2272.09	
2272.29	
2272.49	
2272.69	
2272.89	
2273.09	
2273.29	
2273.49	
2273.69	
2273.89	
2274.09	
2274.29	
2274.49	
2274.69	
2274.89	
2275.09	
2275.29	
2275.49	
2275.69	
2275.89	
2276.09	
2276.29	
2276.49	
2276.69	
2276.89	
2277.09	
2277.29	
2277.49	
2277.69	
2277.89	
2278.09	
2278.29	
2278.49	
2278.69	
2278.89	
2279.09	
2279.29	
2279.49	
2279.69	
2279.89	
2280.09	
2280.29	
2280.49	
2280.69	
2280.89	
2281.09	
2281.29	
2281.49	
2281.69	
2281.89	
2282.09	
2282.29	
2282.49	
2282.69	
2282.89	
2283.09	
2283.29	
2283.49	
2283.69	
2283.89	
2284.09	
2284.29	
2284.49	
2284.69	
2284.89	
2285.09	
2285.29	
2285.49	
2285.69	
2285.89	
2286.09	
2286.29	
2286.49	
2286.69	
2286.89	
2287.09	
2287.29	
2287.49	
2287.69	
2287.89	
2288.09	
2288.29	
2288.49	
2288.69	
2288.89	
2289.09	
2289.29	
2289.49	
2289.69	
2289.89	
2290.09	
2290.29	
2290.49	
2290.69	
2290.89	
2291.09	
2291.29	
2291.49	
2291.69	
2291.89	
2292.09	
2292.29	
2292.49	
2292.69	
2292.89	
2293.09	
2293.29	
2293.49	
2293.69	
2293.89	
2294.09	
2294.29	
2294.49	
2294.69	
2294.89	
2295.09	
2295.29	
2295.49	
2295.69	
2295.89	
2296.09	
2296.29	
2296.49	
2296.69	
2296.89	
2297.09	
2297.29	
2297.49	
2297.69	
2297.89	
2298.09	
2298.29	
2298.49	
2298.69	
2298.89	
2299.09	
2299.29	
2299.49	
2299.69	
2299.89	
2300.09	
2300.29	
2300.49	
2300.69	
2300.89	
2301.09	
2301.29	
2301.49	
2301.69	
2301.89	
2302.09	
2302.29	
2302.49	
2302.69	
2302.89	
2303.09	
2303.29	
2303.49	
2303.69	
2303.89	
2304.09	
2304.29	
2304.49	
2304.69	
2304.89	
2305.09	
2305.29	
2305.49	
2305.69	
2305.89	
2306.09	
2306.29	
2306.49	
2306.69	
2306.89	
2307.09	
2307.29	
2307.49	
2307.69	
2307.89	
2308.09	
2308.29	
2308.49	
2308.69	
2308.89	
2309.09	
2309.29	
2309.49	
2309.69	
2309.89	
2310.09	
2310.29	
2310.49	
2310.69	
2310.89	
2311.09	
2311.29	
2311.49	
2311.69	
2311.89	
2312.09	
2312.29	
2312.49	
2312.69	
2312.89	
2313.09	
2313.29	
2313.49	
2313.69	
2313.89	
2314.09	
2314.29	
2314.49	
2314.69	
2314.89	
2315.09	
2315.29	
2315.49	
2315.69	
2315.89	
2316.09	
2316.29	
2316.49	
2316.69	
2316.89	
2317.09	
2317.29	
2317.49	
2317.69	
2317.89	
2318.09	
2318.29	
2318.49	
2318.69	
2318.89	
2319.09	
2319.29	
2319.49	
2319.69	
2319.89	
2320.09	
2320.29	
2320.49	
2320.69	
2320.89	
2321.09	
2321.29	
2321.49	
2321.69	
2321.89	
2322.09	
2322.29	
2322.49	
2322.69	
2322.89	
2323.09	
2323.29	
2323.49	
2323.69	
2323.89	
2324.09	
2324.29	
2324.49	
2324.69	
2324.89	
2325.09	
2325.29	
2325.49	
2325.69	
2325.89	
2326.09	
2326.29	
2326.49	
2326.69	
2326.89	
2327.09	
2327.29	
2327.49	
2327.69	
2327.89	
2328.09	
2328.29	
2328.49	
2328.69	
2328.89	
2329.09	
2329.29	
2329.49	
2329.69	
2329.89	
2330.09	
2330.29	
2330.49	
2330.69	
2330.89	
2331.09	
2331.29	
2331.49	
2331.69	
2331.89	
2332.09	
2332.29	
2332.49	
2332.69	
2332.89	
2333.09	
2333.29	
2333.49	
2333.69	
2333.89	
2334.09	
2334.29	
2334.49	
2334.69	
2334.89	
2335.09	
2335.29	
2335.49	
2335.69	
2335.89	
2336.09	
2336.29	
2336.49	
2336.69	
2336.89	
2337.09	
2337.29	
2337.49	
2337.69	
2337.89	
2338.09	
2338.29	
2338.49	
2338.69	
2338.89	
2339.09	
2339.29	
2339.49	
2339.69	
2339.89	
2340.09	
2340.29	
2340.49	
2340.69	
2340.89	
2341.09	
2341.29	
2341.49	
2341.69	
2341.89	
2342.09	
2342.29	
2342.49	
2342.69	
2342.89	
2343.09	
2343.29	
2343.49	
2343.69	
2343.89	
2344.09	
2344.29	
2344.49	
2344.69	
2344.89	
2345.09	
2345.29	
2345.49	
2345.69	
2345.89	
2346.09	
2346.29	
2346.49	
2346.69	
