Profundidade [m]	Idade [Ma]
2119.89	55.681706
2120.09	55.683599
2120.29	55.685491
2120.49	55.687383
2120.69	55.689276
2120.89	55.691168
2121.09	55.69306
2121.29	55.694952
2121.49	55.696845
2121.69	55.698737
2121.89	55.700629
2122.09	55.702521
2122.29	55.704413
2122.49	55.706306
2122.69	55.708198
2122.89	55.71009
2123.09	55.711983
2123.29	55.713875
2123.49	55.715767
2123.69	55.717659
2123.89	55.719552
2124.09	55.721444
2124.29	55.723336
2124.49	55.725228
2124.69	55.727121
2124.89	55.729013
2125.09	55.730905
2125.29	55.732797
2125.49	55.73469
2125.69	55.736582
2125.89	55.738474
2126.09	55.740366
2126.29	55.742259
2126.49	55.744151
2126.69	55.746043
2126.89	55.747935
2127.09	55.749828
2127.29	55.75172
2127.49	55.753612
2127.69	55.755504
2127.89	55.757396
2128.09	55.759289
2128.29	55.761181
2128.49	55.763073
2128.69	55.764966
2128.89	55.766858
2129.09	55.76875
2129.29	55.770642
2129.49	55.772535
2129.69	55.774427
2129.89	55.776319
2130.09	55.778211
2130.29	55.780104
2130.49	55.781996
2130.69	55.783888
2130.89	55.78578
2131.09	55.787673
2131.29	55.789565
2131.49	55.791457
2131.69	55.793349
2131.89	55.795242
2132.09	55.797134
2132.29	55.799026
2132.49	55.800918
2132.69	55.802811
2132.89	55.804703
2133.09	55.806595
2133.29	55.808487
2133.49	55.81038
2133.69	55.812272
2133.89	55.814164
2134.09	55.816056
2134.29	55.817949
2134.49	55.819841
2134.69	55.821733
2134.89	55.823625
2135.09	55.825518
2135.29	55.82741
2135.49	55.829302
2135.69	55.831194
2135.89	55.833087
2136.09	55.834979
2136.29	55.836871
2136.49	55.838763
2136.69	55.840656
2136.89	55.842548
2137.09	55.84444
2137.29	55.846332
2137.49	55.848225
2137.69	55.850117
2137.89	55.852009
2138.09	55.853901
2138.29	55.855794
2138.49	55.857686
2138.69	55.859578
2138.89	55.86147
2139.09	55.863363
2139.29	55.865255
2139.49	55.867147
2139.69	55.869039
2139.89	55.870932
2140.09	55.872824
2140.29	55.874716
2140.49	55.876608
2140.69	55.878501
2140.89	55.880393
2141.09	55.882285
2141.29	55.884177
2141.49	55.88607
2141.69	55.887962
2141.89	55.889854
2142.09	55.891746
2142.29	55.893639
2142.49	55.895531
2142.69	55.897423
2142.89	55.899315
2143.09	55.901208
2143.29	55.9031
2143.49	55.904992
2143.69	55.906884
2143.89	55.908777
2144.09	55.910669
2144.29	55.912561
2144.49	55.914453
2144.69	55.916346
2144.89	55.918238
2145.09	55.92013
2145.29	55.922022
2145.49	55.923915
2145.69	55.925807
2145.89	55.927699
2146.09	55.929591
2146.29	55.931484
2146.49	55.933376
2146.69	55.935268
2146.89	55.93716
2147.09	55.939053
2147.29	55.940945
2147.49	55.942837
2147.69	55.944729
2147.89	55.946622
2148.09	55.948514
2148.29	55.950406
2148.49	55.952298
2148.69	55.954191
2148.89	55.956083
2149.09	55.957975
2149.29	55.959867
2149.49	55.96176
2149.69	55.963652
2149.89	55.965544
2150.09	55.967436
2150.29	55.969329
2150.49	55.971221
2150.69	55.973113
2150.89	55.975005
2151.09	55.976898
2151.29	55.97879
2151.49	55.980682
2151.69	55.982574
2151.89	55.984467
2152.09	55.986359
2152.29	55.988251
2152.49	55.990143
2152.69	55.992036
2152.89	55.993928
2153.09	55.99582
2153.29	55.997712
2153.49	55.999605
2153.69	56.001497
2153.89	56.003389
2154.09	56.005281
2154.29	56.007174
2154.49	56.009066
2154.69	56.010958
2154.89	56.01285
2155.09	56.014743
2155.29	56.016635
2155.49	56.018527
2155.69	56.020419
2155.89	56.022312
2156.09	56.024204
2156.29	56.026096
2156.49	56.027988
2156.69	56.029881
2156.89	56.031773
2157.09	56.033665
2157.29	56.035557
2157.49	56.03745
2157.69	56.039342
2157.89	56.041234
2158.09	56.043126
2158.29	56.045019
2158.49	56.046911
2158.69	56.048803
2158.89	56.050695
2159.09	56.052588
2159.29	56.05448
2159.49	56.056372
2159.69	56.058264
2159.89	56.060157
2160.09	56.062049
2160.29	56.063941
2160.49	56.065833
2160.69	56.067726
2160.89	56.069618
2161.09	56.07151
2161.29	56.073402
2161.49	56.075295
2161.69	56.077187
2161.89	56.079079
2162.09	56.080971
2162.29	56.082864
2162.49	56.084756
2162.69	56.086648
2162.89	56.08854
2163.09	56.090433
2163.29	56.092325
2163.49	56.094217
2163.69	56.096109
2163.89	56.098002
2164.09	56.099894
2164.29	56.101786
2164.49	56.103678
2164.69	56.105571
2164.89	56.107463
2165.09	56.109355
2165.29	56.111247
2165.49	56.11314
2165.69	56.115032
2165.89	56.116924
2166.09	56.118816
2166.29	56.120709
2166.49	56.122601
2166.69	56.124493
2166.89	56.126385
2167.09	56.128278
2167.29	56.13017
2167.49	56.132062
2167.69	56.133954
2167.89	56.135847
2168.09	56.137739
2168.29	56.139631
2168.49	56.141523
2168.69	56.143416
2168.89	56.145308
2169.09	56.1472
2169.29	56.149092
2169.49	56.150985
2169.69	56.152877
2169.89	56.154769
2170.09	56.156661
2170.29	56.158554
2170.49	56.160446
2170.69	56.162338
2170.89	56.16423
2171.09	56.166123
2171.29	56.168015
2171.49	56.169907
2171.69	56.171799
2171.89	56.173692
2172.09	56.175584
2172.29	56.177476
2172.49	56.179368
2172.69	56.181261
2172.89	56.183153
2173.09	56.185045
2173.29	56.186937
2173.49	56.18883
2173.69	56.190722
2173.89	56.192614
2174.09	56.194506
2174.29	56.196399
2174.49	56.198291
2174.69	56.200183
2174.89	56.202075
2175.09	56.203968
2175.29	56.20586
2175.49	56.207752
2175.69	56.209644
2175.89	56.211537
2176.09	56.213429
2176.29	56.215321
2176.49	56.217213
2176.69	56.219106
2176.89	56.220998
2177.09	56.22289
2177.29	56.224782
2177.49	56.226675
2177.69	56.228567
2177.89	56.230459
2178.09	56.232351
2178.29	56.234244
2178.49	56.236136
2178.69	56.238028
2178.89	56.23992
2179.09	56.241813
2179.29	56.243705
2179.49	56.245597
2179.69	56.247489
2179.89	56.249382
2180.09	56.251274
2180.29	56.253166
2180.49	56.255058
2180.69	56.256951
2180.89	56.258843
2181.09	56.260735
2181.29	56.262627
2181.49	56.26452
2181.69	56.266412
2181.89	56.268304
2182.09	56.270196
2182.29	56.272089
2182.49	56.273981
2182.69	56.275873
2182.89	56.277765
2183.09	56.279658
2183.29	56.28155
2183.49	56.283442
2183.69	56.285334
2183.89	56.287227
2184.09	56.289119
2184.29	56.291011
2184.49	56.292903
2184.69	56.294796
2184.89	56.296688
2185.09	56.29858
2185.29	56.300472
2185.49	56.302365
2185.69	56.304257
2185.89	56.306149
2186.09	56.308041
2186.29	56.309934
2186.49	56.311826
2186.69	56.313718
2186.89	56.31561
2187.09	56.317503
2187.29	56.319395
2187.49	56.321287
2187.69	56.323179
2187.89	56.325072
2188.09	56.326964
2188.29	56.328856
2188.49	56.330748
2188.69	56.332641
2188.89	56.334533
2189.09	56.336425
2189.29	56.338317
2189.49	56.34021
2189.69	56.342102
2189.89	56.343994
2190.09	56.345886
2190.29	56.347779
2190.49	56.349671
2190.69	56.351563
2190.89	56.353455
2191.09	56.355348
2191.29	56.35724
2191.49	56.359132
2191.69	56.361024
2191.89	56.362917
2192.09	56.364809
2192.29	56.366701
2192.49	56.368593
2192.69	56.370486
2192.89	56.372378
2193.09	56.37427
2193.29	56.376162
2193.49	56.378055
2193.69	56.379947
2193.89	56.381839
2194.09	56.383731
2194.29	56.385624
2194.49	56.387516
2194.69	56.389408
2194.89	56.3913
2195.09	56.393193
2195.29	56.395085
2195.49	56.396977
2195.69	56.398869
2195.89	56.400762
2196.09	56.402654
2196.29	56.404546
2196.49	56.406438
2196.69	56.408331
2196.89	56.410223
2197.09	56.412115
2197.29	56.414007
2197.49	56.4159
2197.69	56.417792
2197.89	56.419684
2198.09	56.421576
2198.29	56.423469
2198.49	56.425361
2198.69	56.427253
2198.89	56.429145
2199.09	56.431038
2199.29	56.43293
2199.49	56.434822
2199.69	56.436714
2199.89	56.438607
2200.09	56.440499
2200.29	56.442391
2200.49	56.444283
2200.69	56.446176
2200.89	56.448068
2201.09	56.44996
2201.29	56.451852
2201.49	56.453745
2201.69	56.455637
2201.89	56.457529
2202.09	56.459421
2202.29	56.461314
2202.49	56.463206
2202.69	56.465098
2202.89	56.46699
2203.09	56.468883
2203.29	56.470775
2203.49	56.472667
2203.69	56.474559
2203.89	56.476452
2204.09	56.478344
2204.29	56.480236
2204.49	56.482128
2204.69	56.484021
2204.89	56.485913
2205.09	56.487805
2205.29	56.489697
2205.49	56.49159
2205.69	56.493482
2205.89	56.495374
2206.09	56.497266
2206.29	56.499159
2206.49	56.501051
2206.69	56.502943
2206.89	56.504835
2207.09	56.506728
