Profundidade [m]	Idade [Ma]
2424.99	48.564186
2425.19	48.566353
2425.39	48.569031
2425.59	48.571708
2425.79	48.574386
2425.99	48.577064
2426.19	48.579741
2426.39	48.582419
2426.59	48.585096
2426.79	48.587774
2426.99	48.590451
2427.19	48.593129
2427.39	48.595806
2427.59	48.598484
2427.79	48.601162
2427.99	48.603839
2428.19	48.606517
2428.39	48.609194
2428.59	48.611872
2428.79	48.614549
2428.99	48.617227
2429.19	48.619905
2429.39	48.622582
2429.59	48.62526
2429.79	48.627937
2429.99	48.630615
2430.19	48.633292
2430.39	48.63597
2430.59	48.638647
2430.79	48.641325
2430.99	48.644003
2431.19	48.64668
2431.39	48.649358
2431.59	48.652035
2431.79	48.654713
2431.99	48.65739
2432.19	48.660068
2432.39	48.662746
2432.59	48.665423
2432.79	48.668101
2432.99	48.670778
2433.19	48.673456
2433.39	48.676133
2433.59	48.678811
2433.79	48.681488
2433.99	48.684166
2434.19	48.686844
2434.39	48.689521
2434.59	48.692199
2434.79	48.694876
2434.99	48.697554
2435.19	48.700231
2435.39	48.702909
2435.59	48.705587
2435.79	48.708264
2435.99	48.710942
2436.19	48.713619
2436.39	48.716297
2436.59	48.718974
2436.79	48.721652
2436.99	48.724329
2437.19	48.727007
2437.39	48.729685
2437.59	48.732362
2437.79	48.73504
2437.99	48.737717
2438.19	48.740395
2438.39	48.743072
2438.59	48.74575
2438.79	48.748427
2438.99	48.751105
2439.19	48.753783
2439.39	48.75646
2439.59	48.759138
2439.79	48.761815
2439.99	48.764493
2440.19	48.76717
2440.39	48.769848
2440.59	48.772526
2440.79	48.775203
2440.99	48.777881
2441.19	48.780558
2441.39	48.783236
2441.59	48.785913
2441.79	48.788591
2441.99	48.791268
2442.19	48.793946
2442.39	48.796624
2442.59	48.799301
2442.79	48.801979
2442.99	48.804656
2443.19	48.807334
2443.39	48.810011
2443.59	48.812689
2443.79	48.815367
2443.99	48.818044
2444.19	48.820722
2444.39	48.823399
2444.59	48.826077
2444.79	48.828754
2444.99	48.831432
2445.19	48.834109
2445.39	48.836787
