Profundidade [m]	Paleobatimetria [m]
2424.99	991.3803186
2425.19	991.389321
2425.39	991.4004418
2425.59	991.4115626
2425.79	991.4226835
2425.99	991.4338043
2426.19	991.4449251
2426.39	991.456046
2426.59	991.4671668
2426.79	991.4782877
2426.99	991.4894085
2427.19	991.5005293
2427.39	991.5116502
2427.59	991.522771
2427.79	991.5338919
2427.99	991.5450127
2428.19	991.5561335
2428.39	991.5672544
2428.59	991.5783752
2428.79	991.589496
2428.99	991.6006169
2429.19	991.6117377
2429.39	991.6228586
2429.59	991.6339794
2429.79	991.6451002
2429.99	991.6562211
2430.19	991.6673419
2430.39	991.6784627
2430.59	991.6895836
2430.79	991.7007044
2430.99	991.7118253
2431.19	991.7229461
2431.39	991.7340669
2431.59	991.7451878
2431.79	991.7563086
2431.99	991.7674295
2432.19	991.7785503
2432.39	991.7896711
2432.59	991.800792
2432.79	991.8119128
2432.99	991.8230336
2433.19	991.8341545
2433.39	991.8452753
2433.59	991.8563962
2433.79	991.867517
2433.99	991.8786378
2434.19	991.8897587
2434.39	991.9008795
2434.59	991.9120003
2434.79	991.9231212
2434.99	991.934242
2435.19	991.9453629
2435.39	991.9564837
2435.59	991.9676045
2435.79	991.9787254
2435.99	991.9898462
2436.19	992.0009671
2436.39	992.0120879
2436.59	992.0232087
2436.79	992.0343296
2436.99	992.0454504
2437.19	992.0565712
2437.39	992.0676921
2437.59	992.0788129
2437.79	992.0899338
2437.99	992.1010546
2438.19	992.1121754
2438.39	992.1232963
2438.59	992.1344171
2438.79	992.1455379
2438.99	992.1566588
2439.19	992.1677796
2439.39	992.1789005
2439.59	992.1900213
2439.79	992.2011421
2439.99	992.212263
2440.19	992.2233838
2440.39	992.2345047
2440.59	992.2456255
2440.79	992.2567463
2440.99	992.2678672
2441.19	992.278988
2441.39	992.2901088
2441.59	992.3012297
2441.79	992.3123505
2441.99	992.3234714
2442.19	992.3345922
2442.39	992.345713
2442.59	992.3568339
2442.79	992.3679547
2442.99	992.3790755
2443.19	992.3901964
2443.39	992.4013172
2443.59	992.4124381
2443.79	992.4235589
2443.99	992.4346797
2444.19	992.4458006
2444.39	992.4569214
2444.59	992.4680423
2444.79	992.4791631
2444.99	992.4902839
2445.19	992.5014048
2445.39	992.5125256
2445.59	992.5236464
2445.79	992.5347673
2445.99	992.5458881
2446.19	992.557009
2446.39	992.5681298
2446.59	992.5792506
2446.79	992.5903715
2446.99	992.6014923
2447.19	992.6126132
2447.39	992.623734
2447.59	992.6348548
2447.79	992.6459757
2447.99	992.6570965
2448.19	992.6682173
2448.39	992.6793382
2448.59	992.690459
2448.79	992.7015799
2448.99	992.7127007
2449.19	992.7238215
2449.39	992.7349424
2449.59	992.7460632
2449.79	992.757184
2449.99	992.7683049
2450.19	992.7794257
2450.39	992.7905466
2450.59	992.8016674
2450.79	992.8127882
2450.99	992.8239091
2451.19	992.8350299
2451.39	992.8461508
2451.59	992.8572716
2451.79	992.8683924
2451.99	992.8795133
2452.19	992.8906341
2452.39	992.9017549
2452.59	992.9128758
2452.79	992.9239966
2452.99	992.9351175
2453.19	992.9462383
2453.39	992.9573591
2453.59	992.96848
2453.79	992.9796008
2453.99	992.9907216
2454.19	993.0018425
2454.39	993.0129633
2454.59	993.0240842
2454.79	993.035205
2454.99	993.0463258
2455.19	993.0574467
2455.39	993.0685675
2455.59	993.0796884
2455.79	993.0908092
2455.99	993.10193
2456.19	993.1130509
2456.39	993.1241717
2456.59	993.1352925
2456.79	993.1464134
2456.99	993.1575342
2457.19	993.1686551
2457.39	993.1797759
2457.59	993.1908967
2457.79	993.2020176
2457.99	993.2131384
2458.19	993.2242592
2458.39	993.2353801
2458.59	993.2465009
2458.79	993.2576218
2458.99	993.2687426
2459.19	993.2798634
2459.39	993.2909843
2459.59	993.3021051
2459.79	993.313226
2459.99	993.3243468
2460.19	993.3354676
2460.39	993.3465885
2460.59	993.3577093
2460.79	993.3688301
2460.99	993.379951
2461.19	993.3910718
2461.39	993.4021927
2461.59	993.4133135
2461.79	993.4244343
2461.99	993.4355552
2462.19	993.446676
2462.39	993.4577968
2462.59	993.4689177
2462.79	993.4800385
2462.99	993.4911594
2463.19	993.5022802
2463.39	993.513401
2463.59	993.5245219
2463.79	993.5356427
2463.99	993.5467636
2464.19	993.5578844
2464.39	993.5690052
2464.59	993.5801261
2464.79	993.5912469
2464.99	993.6023677
2465.19	993.6134886
2465.39	993.6246094
2465.59	993.6357303
2465.79	993.6468511
2465.99	993.6579719
2466.19	993.6690928
2466.39	993.6802136
2466.59	993.6913345
2466.79	993.7024553
2466.99	993.7135761
2467.19	993.724697
2467.39	993.7358178
2467.59	993.7469386
2467.79	993.7580595
2467.99	993.7691803
2468.19	993.7803012
2468.39	993.791422
2468.59	993.8025428
2468.79	993.8136637
2468.99	993.8247845
2469.19	993.8359053
2469.39	993.8470262
2469.59	993.858147
2469.79	993.8692679
2469.99	993.8803887
2470.19	993.8915095
2470.39	993.9026304
2470.59	993.9137512
2470.79	993.9248721
2470.99	993.9359929
2471.19	993.9471137
2471.39	993.9582346
2471.59	993.9693554
2471.79	993.9804762
2471.99	993.9915971
2472.19	994.0027179
2472.39	994.0138388
2472.59	994.0249596
2472.79	994.0360804
2472.99	994.0472013
2473.19	994.0583221
2473.39	994.0694429
2473.59	994.0805638
2473.79	994.0916846
2473.99	994.1028055
2474.19	994.1139263
2474.39	994.1250471
2474.59	994.136168
2474.79	994.1472888
2474.99	994.1584097
2475.19	994.1695305
2475.39	994.1806513
2475.59	994.1917722
2475.79	994.202893
2475.99	994.2140138
2476.19	994.2251347
2476.39	994.2362555
2476.59	994.2473764
2476.79	994.2584972
2476.99	994.269618
2477.19	994.2807389
2477.39	994.2918597
2477.59	994.3029067
2477.79	994.3133564
2477.99	994.323806
2478.19	994.3342556
2478.39	994.3447053
2478.59	994.3551549
2478.79	994.3656046
2478.99	994.3760542
2479.19	994.3865038
2479.39	994.3969535
2479.59	994.4074031
2479.79	994.4178528
2479.99	994.4283024
2480.19	994.438752
2480.39	994.4492017
2480.59	994.4596513
2480.79	994.4701009
2480.99	994.4805506
2481.19	994.4910002
2481.39	994.5014499
2481.59	994.5118995
2481.79	994.5223491
2481.99	994.5327988
2482.19	994.5432484
2482.39	994.5536981
2482.59	994.5641477
2482.79	994.5745973
2482.99	994.585047
2483.19	994.5954966
2483.39	994.6059463
2483.59	994.6163959
2483.79	994.6268455
2483.99	994.6372952
2484.19	994.6477448
2484.39	994.6581945
2484.59	994.6686441
2484.79	994.6790937
2484.99	994.6895434
2485.19	994.699993
2485.39	994.7104427
2485.59	994.7208923
2485.79	994.7313419
2485.99	994.7417916
2486.19	994.7522412
2486.39	994.7626909
2486.59	994.7731405
2486.79	994.7835901
