Profundidade [m]	Produtividade Primária [gC/m²/yr]
1542	168.3896622
1542.2	168.3584848
1542.4	168.3273287
1542.6	168.296194
1542.8	168.2650807
1543	168.2339887
1543.2	168.202918
1543.4	168.1718686
1543.6	168.1408404
1543.8	168.1098334
1544	168.0788477
1544.2	168.0478831
1544.4	168.0169397
1544.6	167.9860174
1544.8	167.9551161
1545	167.924236
1545.2	167.8933769
1545.4	167.8625389
1545.6	167.8317218
1545.8	167.8009257
1546	167.7701506
1546.2	167.7393964
1546.4	167.708663
1546.6	167.6779506
1546.8	167.647259
1547	167.6165883
1547.2	167.5859383
1547.4	167.5553091
1547.6	167.5247007
1547.8	167.494113
1548	167.4635461
1548.2	167.4329998
1548.4	167.4024741
1548.6	167.3719691
1548.8	167.3414847
1549	167.3110209
1549.2	167.2805776
1549.4	167.2501549
1549.6	167.2197527
1549.8	167.189371
1550	167.1590097
1550.2	167.1286689
1550.4	167.0983485
1550.6	167.0680485
1550.8	167.0377688
1551	167.0075096
1551.2	166.9772706
1551.4	166.9470519
1551.6	166.9168535
1551.8	166.8866754
1552	166.8565175
1552.2	166.8263798
1552.4	166.7962623
1552.6	166.7661649
1552.8	166.7360877
1553	166.7060305
1553.2	166.6759935
1553.4	166.6459765
1553.6	166.6159796
1553.8	166.5860027
1554	166.5560458
1554.2	166.5261088
1554.4	166.4961919
1554.6	166.4662948
1554.8	166.4364176
1555	166.4065604
1555.2	166.3767229
1555.4	166.3469054
1555.6	166.3171076
1555.8	166.2873296
1556	166.2575714
1556.2	166.2278329
1556.4	166.1981141
1556.6	166.1684151
1556.8	166.1387357
1557	166.109076
1557.2	166.0794359
1557.4	166.0498154
1557.6	166.0202145
1557.8	165.9906332
1558	165.9610714
1558.2	165.9315291
1558.4	165.9020063
1558.6	165.872503
1558.8	165.8430191
1559	165.8135547
1559.2	165.7841097
1559.4	165.7546841
1559.6	165.7252778
1559.8	165.6958909
1560	165.6665233
1560.2	165.637175
1560.4	165.6078459
1560.6	165.5785362
1560.8	165.5492456
1561	165.5199743
1561.2	165.4907221
1561.4	165.4614891
1561.6	165.4322753
1561.8	165.4030806
1562	165.373905
1562.2	165.3447484
1562.4	165.315611
1562.6	165.2864925
1562.8	165.2573931
1563	165.2283127
1563.2	165.1992512
1563.4	165.1702087
1563.6	165.1411851
1563.8	165.1121805
1564	165.0831947
1564.2	165.0542278
1564.4	165.0252797
1564.6	164.9963505
1564.8	164.96744
1565	164.9385484
1565.2	164.9096754
1565.4	164.8808213
1565.6	164.8519858
1565.8	164.8231691
1566	164.794371
1566.2	164.7655916
1566.4	164.7368308
1566.6	164.7080886
1566.8	164.6793651
1567	164.65066
1567.2	164.6219736
1567.4	164.5933056
1567.6	164.5646562
1567.8	164.5360253
1568	164.5074128
1568.2	164.4788188
1568.4	164.4502432
1568.6	164.421686
1568.8	164.3931472
1569	164.3646268
1569.2	164.3361247
1569.4	164.307641
1569.6	164.2791755
1569.8	164.2507283
1570	164.2222994
1570.2	164.1938887
1570.4	164.1654963
