Profundidade [m]	Produtividade Primária [gC/m²/yr]
2430.4	124.38734449589982
2430.6	124.38454135647125
2430.8	124.37276601973267
2431.0	124.36099481685527
2431.2	124.34922749477131
2431.4	124.33746455217461
2431.6	124.32570573591379
2431.8	124.31395099684212
2432.0	124.30220022217974
2432.2	124.29045376999838
2432.4	124.27871143414941
2432.6	124.2669731032384
2432.8	124.25523885161374
2433.0	124.2435088498854
2433.2	124.23178295452053
2433.4	124.22006099205107
2433.6	124.2083432234299
2433.8	124.19662963232992
2434.0	124.18492013765866
2434.2	124.17321450404826
2434.4	124.16151317853415
2434.6	124.14981595837482
2434.8	124.13812282474359
2435.0	124.12643352627475
2435.2	124.1147485583795
2435.4	124.10306766960935
2435.6	124.09139085750083
2435.8	124.07971801195337
2436.0	124.06804920496332
2436.2	124.05638460816677
2436.4	124.04472407819907
2436.6	124.03306744323052
2436.8	124.02141496082517
2437.0	124.00976661672175
2437.2	123.99812232964815
2437.4	123.98648186621735
2437.6	123.97484566904429
2437.8	123.96321353848799
2438.0	123.95158545519607
2438.2	123.93996116922051
2438.4	123.92834117323719
2438.6	123.91672521721603
2438.8	123.905113269524
2439.0	123.8935051681749
2439.2	123.8819013175552
2439.4	123.87030149719058
2439.6	123.85870561393116
2439.8	123.84711369071739
2440.0	123.83552594668235
2440.2	123.82394222322837
2440.4	123.81236251794215
2440.6	123.80078659939711
2440.8	123.78921490583278
2441.0	123.77764724067575
2441.2	123.76608358405366
2441.4	123.7545236874224
2441.6	123.74296804074832
2441.8	123.73141639540617
2442.0	123.71986872060275
2442.2	123.70832485333142
2442.4	123.69678519769658
2442.6	123.68524953381818
2442.8	123.67371776972516
2443.0	123.66218992631693
2443.2	123.6506662234681
2443.4	123.63914650283277
2443.6	123.6276306114312
2443.8	123.61611875356046
2444.0	123.6046109653744
2444.2	123.59310714989138
2444.4	123.58160709329123
2444.6	123.57011118276263
2444.8	123.55861927124563
2445.0	123.54713132295335
2445.2	123.53564730792336
2445.4	123.52416706214103
2445.6	123.51269098942808
2445.8	123.50121887049379
2446.0	123.48975061453359
2446.2	123.47828624042772
2446.4	123.46682596878223
2446.6	123.45536964150126
2446.8	123.44391710710565
2447.0	123.4324685668672
2447.2	123.42102405868027
2447.4	123.40958348547558
2447.6	123.39814663526614
2447.8	123.38671389121399
2448.0	123.37528510900393
2448.2	123.36386025242547
2448.4	123.35243907595824
2448.6	123.34102206373049
2448.8	123.32960897014215
2449.0	123.31819978138904
2449.2	123.30679428672443
2449.4	123.29539293518474
2449.6	123.28399549298906
2449.8	123.27260188586489
2450.0	123.2612120848346
2450.2	123.24982635684815
2450.4	123.23844452894163
2450.6	123.22706659880386
2450.8	123.21569235626242
2451.0	123.20432218049339
2451.2	123.19295592989741
2451.4	123.18159356784507
2451.6	123.17023485017695
2451.8	123.1588802583922
2452.0	123.14752954825258
2452.2	123.13618270668198
2452.4	123.12483952220069
2452.6	123.113500443313
2452.8	123.1021652368995
2453.0	123.09083382974475
2453.2	123.0795061911475
2453.4	123.06818258851905
2453.6	123.05686284922469
2453.8	123.04554684007368
2454.0	123.03423471065013
2454.2	123.02292654776616
2454.4	123.01162223910676
2454.6	123.00032159166943
2454.8	122.98902493483226
2455.0	122.97773217530036
2455.2	122.96644326091403
2455.4	122.95515817931712
2455.6	122.94387671830653
2455.8	122.93259932585616
2456.0	122.92132576950273
2456.2	122.91005597707674
2456.4	122.89878991617206
2456.6	122.88752785465405
2456.8	122.87626962021453
2457.0	122.86501508103335
2457.2	122.85376438401269
2457.4	122.84251761739854
2457.6	122.83127466887473
2457.8	122.82003534713208
2458.0	122.80879997789462
2458.2	122.79756847027623
2458.4	122.78634077178995
2458.6	122.77511664120827
2458.8	122.76389655436438
2459.0	122.75268026995349
2459.2	122.74146778574627
2459.4	122.73025886084642
2459.6	122.71905397044695
2459.8	122.70785287357437
2460.0	122.69665556800682
2460.2	122.68546192328047
2460.4	122.6742720836434
2460.6	122.66308613875881
2460.8	122.65190397631022
2461.0	122.64072540666476
2461.2	122.62955075192899
2461.4	122.61837992360029
2461.6	122.60721286886799
2461.8	122.59604934782453
2462.0	122.58488983375123
2462.2	122.57373408666393
2462.4	122.56258210436279
2462.6	122.55143364726842
2462.8	122.5402891880276
2463.0	122.52914848698452
2463.2	122.518011489041
2463.4	122.5068781136616
2463.6	122.49574867414367
2463.8	122.48462298406427
2464.0	122.47350092935369
2464.2	122.46238260673952
2464.4	122.45126815195113
2464.6	122.44015743787106
2464.8	122.42905046232137
2465.0	122.41794698670198
2465.2	122.40684748176564
2465.4	122.39575170883637
2465.6	122.38465966574337
2465.8	122.37357111421149
2466.0	122.36248652436504
2466.2	122.35140565785312
2466.4	122.34032846050967
2466.6	122.32925485039102
2466.8	122.31818514098717
2467.0	122.30711914627393
2467.2	122.29605675342876
2467.4	122.28499805682233
2467.6	122.27394319332805
2467.8	122.26289203590902
2468.0	122.25184441324342
2468.2	122.2408005955436
2468.4	122.22976054353983
2468.6	122.21872418902427
2468.8	122.2076913023326
2469.0	122.19666232904791
2469.2	122.18563705422883
2469.4	122.1746154683393
2469.6	122.16359751813538
2469.8	122.15258312028098
2470.0	122.14157258845377
2470.2	122.1305657370255
2470.4	122.11956245440798
2470.6	122.10856283263932
2470.8	122.09756700972355
2471.0	122.08657485870413
2471.2	122.07558620980444
2471.4	122.06460132996855
2471.6	122.05362018199563
2471.8	122.04264269744442
2472.0	122.03166864850505
2472.2	122.02069847656104
2472.4	122.00973196967394
2472.6	121.99876911776164
2472.8	121.98780968535968
2473.0	121.97685413715439
2473.2	121.96590223760694
2473.4	121.95495394912645
2473.6	121.94400914303203
2473.8	121.93306817692932
2474.0	121.92213085108598
2474.2	121.9111970699144
2474.4	121.90026687906108
2474.6	121.88934046150794
2474.8	121.87841767584315
2475.0	121.86749851997808
2475.2	121.85658276793934
2475.4	121.84567085695183
2475.6	121.83476257804952
2475.8	121.8238579206101
2476.0	121.81295665043481
2476.2	121.80205922976006
2476.4	121.79116542431336
2476.6	121.78027519732801
2476.8	121.7693884189954
2477.0	121.7585054468674
2477.2	121.74762608167812
2477.4	121.73675022897034
2477.6	121.72587793234102
2477.8	121.71500937564271
2478.0	121.70414441762074
2478.2	121.69328290628016
2478.4	121.68242505816458
2478.6	121.6715708838867
2478.8	121.66072030004975
2479.0	121.64987309727321
2479.2	121.63902966458969
2479.4	121.6281898398304
2479.6	121.61735359730342
2479.8	121.60652090105741
2480.0	121.59569162016885
2480.2	121.58486611213334
2480.4	121.57404417814803
2480.6	121.56322572487458
2480.8	121.5524107938817
2481.0	121.54159956988148
2481.2	121.53079191177605
2481.4	121.51998766899125
2481.6	121.50918705513301
2481.8	121.49839008258577
2482.0	121.48759666780424
2482.2	121.47680660312938
2482.4	121.46602027375121
2482.6	121.45523752018012
2482.8	121.44445831627202
2483.0	121.43368243055592
2483.2	121.42291031998622
2483.4	121.41214175301967
2483.6	121.4013767089889
2483.8	121.3906150126833
2484.0	121.37985706450806
2484.2	121.36910265187907
2484.4	121.35835177278621
2484.6	121.34760427806232
2484.8	121.33686037840484
2485.0	121.32612008795078
2485.2	121.31538332300848
2485.4	121.3046498776237
2485.6	121.2939201331811
2485.8	121.28319393284316
2486.0	121.2724712500184
2486.2	121.26175185446463
2486.4	121.25103620075605
2486.6	121.24032405857874
2486.8	121.22961540798745
2487.0	121.21891007290883
2487.2	121.2082084534619
2487.4	121.19751033759276
2487.6	121.18681564860455
2487.8	121.1761243810028
2488.0	121.16543676404194
2488.2	121.15475264273108
2488.4	121.14407188377002
2488.6	121.13339465179719
2488.8	121.1227210056491
2489.0	121.11205084724867
2489.2	121.10138417462422
2489.4	121.09072075875093
2489.6	121.0800610518441
2489.8	121.0694048248079
2490.0	121.05875205841161
2490.2	121.04810257572932
2490.4	121.03745677659361
2490.6	121.02681444947687
2490.8	121.01617551869148
2491.0	121.00553997700271
2491.2	120.99490805426889
2491.4	120.98427959572744
2491.6	120.97365446938122
2491.8	120.96303283724444
2492.0	120.9524147596438
2492.2	120.94180013843405
2492.4	120.93118878545502
2492.6	120.92058103152928
2492.8	120.90997676789326
2493.0	120.89937595287161
2493.2	120.88877835887062
2493.4	120.87818443533196
2493.6	120.86759395459164
2493.8	120.85700691471402
2494.0	120.84642324101098
2494.2	120.83584292452524
2494.4	120.82526619571101
2494.6	120.81469290003255
2494.8	120.80412290678309
2495.0	120.7935563753784
2495.2	120.78299336761944
2495.4	120.77243378529411
2495.6	120.76187744182207
2495.8	120.7513246645556
2496.0	120.74077534707968
2496.2	120.73022944735965
2496.4	120.71968673899497
2496.6	120.70914766911417
2496.8	120.69861201124704
2497.0	120.68807976171666
2497.2	120.67755069971673
2497.4	120.66702526650309
2497.6	120.65650323766812
2497.8	120.645984553696
2498.0	120.63546916161141
2498.2	120.62495733456129
2498.4	120.61444890427914
2498.6	120.6039437555545
2498.8	120.59344200280934
2499.0	120.58294375151607
2499.2	120.57244888940426
2499.4	120.56195741458102
2499.6	120.55146910182816
2499.8	120.54098439598158
2500.0	120.53050307175396
2500.2	120.5200251260873
2500.4	120.5095503375709
2500.6	120.49907914695702
2500.8	120.48861133042365
2501.0	120.47814682936057
2501.2	120.46768558932474
2501.4	120.45722788382531
2501.6	120.44677354489178
2501.8	120.43632245850479
2502.0	120.42587473675918
2502.2	120.41543048635133
2502.4	120.40498959501853
2502.6	120.3945518934748
2502.8	120.38411765992464
2503.0	120.37368683468044
2503.2	120.36325936104413
2503.4	120.35283501518771
2503.6	120.34241423925079
2503.8	120.33199680933686
2504.0	120.32158272358731
2504.2	120.31117192428852
2504.4	120.30076435554497
2504.6	120.2903602912222
2504.8	120.27995956364374
2505.0	120.26956205996973
2505.2	120.25916788999085
2505.4	120.2487771616139
2505.6	120.23838976258453
2505.8	120.228005525078
2506.0	120.21762472414659
2506.2	120.20724730216352
2506.4	120.19687320215466
2506.6	120.18650220145108
2506.8	120.1761347399436
2507.0	120.16577059489552
2507.2	120.15540976447147
2507.4	120.14505202629066
2507.6	120.13469781968483
2507.8	120.12434692220553
2508.0	120.11399929096325
2508.2	120.10365482704444
2508.4	120.09331384604322
2508.6	120.08297616685874
2508.8	120.07264178766715
2509.0	120.06231054209104
2509.2	120.05198270206046
2509.4	120.04165821198879
2509.6	120.03133701462883
2509.8	120.02101888903702
2510.0	120.01070427114519
2510.2	120.00039294109584
2510.4	119.99008489649981
2510.6	119.9797799161226
2510.8	119.96947843707161
2511.0	119.9591802380452
2511.2	119.94888527696102
2511.4	119.93859345369609
2511.6	119.92830508397815
2511.8	119.91801998706613
2512.0	119.90773806634448
2512.2	119.89745938559125
2512.4	119.88718409636564
2512.6	119.87691207274997
2512.8	119.8666431637339
2513.0	119.85637759658012
2513.2	119.8461153590963
2513.4	119.83585638004884
