Profundidade [m]	Produtividade Primária [gC/m²/yr]
2425	170.4355869
2425.2	170.4355869
2425.4	170.4355869
2425.6	170.4355869
2425.8	170.4355869
2426	170.4355869
2426.2	170.4355869
2426.4	170.4355869
2426.6	170.4355869
2426.8	170.4355869
2427	170.4355869
2427.2	170.4355869
2427.4	170.4355869
2427.6	170.4355869
2427.8	170.4355869
2428	170.4355869
2428.2	170.4355869
2428.4	170.4355869
2428.6	170.4355869
2428.8	170.4355869
2429	170.4355869
2429.2	170.4355869
2429.4	170.4355869
2429.6	170.4355869
2429.8	170.4355869
2430	170.4355869
2430.2	170.4355869
2430.4	170.4355869
2430.6	170.4355869
2430.8	170.4355869
2431	170.4355869
2431.2	170.4355869
2431.4	170.4355869
2431.6	170.4355869
2431.8	170.4355869
2432	170.4355869
2432.2	170.4355869
2432.4	170.4355869
2432.6	170.4355869
2432.8	170.4355869
2433	170.4355869
2433.2	170.4355869
2433.4	170.4355869
2433.6	170.4355869
2433.8	170.4355869
2434	170.4355869
2434.2	170.4355869
2434.4	170.4355869
2434.6	170.4355869
2434.8	170.4355869
2435	170.4355869
2435.2	170.4355869
2435.4	170.4355869
2435.6	170.4355869
2435.8	170.4355869
2436	170.4355869
2436.2	170.4355869
2436.4	170.4355869
2436.6	170.4355869
2436.8	170.4355869
2437	170.4355869
2437.2	170.4355869
2437.4	170.4355869
2437.6	170.4355869
2437.8	170.4355869
2438	170.4355869
2438.2	170.4355869
2438.4	170.4355869
2438.6	170.4355869
2438.8	170.4355869
2439	170.4355869
2439.2	170.4355869
2439.4	170.4355869
2439.6	170.4355869
2439.8	170.4355869
2440	170.4355869
2440.2	170.4355869
2440.4	170.4355869
2440.6	170.4355869
2440.8	170.4355869
2441	170.4355869
2441.2	170.4355869
2441.4	170.4355869
2441.6	170.4355869
2441.8	170.4355869
2442	170.4355869
2442.2	170.4355869
2442.4	170.4355869
2442.6	170.4355869
2442.8	170.4355869
2443	170.4355869
2443.2	170.4355869
2443.4	170.4355869
2443.6	170.4355869
2443.8	170.4355869
2444	170.4355869
2444.2	170.4355869
2444.4	170.4355869
2444.6	170.4355869
2444.8	170.4355869
2445	170.4355869
2445.2	170.4355869
2445.4	170.4355869
2445.6	170.4355869
2445.8	170.4355869
2446	170.4355869
2446.2	170.4355869
2446.4	170.4355869
2446.6	170.4355869
2446.8	170.4355869
2447	170.4355869
2447.2	170.4355869
2447.4	170.4355869
2447.6	170.4355869
2447.8	170.4355869
2448	170.4355869
2448.2	170.4355869
2448.4	170.4355869
2448.6	170.4355869
2448.8	170.4355869
2449	170.4355869
2449.2	170.4355869
2449.4	170.4355869
2449.6	170.4355869
2449.8	170.4355869
2450	170.4355869
2450.2	170.4355869
2450.4	170.4355869
2450.6	170.4355869
2450.8	170.4355869
2451	170.4355869
2451.2	170.4355869
2451.4	170.4355869
