 Profundidade [m]  Densidade Aparente Seca  Produtividade Primária  Taxa de Sedimentação  Paleobatimetria  Fração de Areia      Idades  Fluxo de Carbono [gC/m²/yr]  Eficiência de Soterramento [v/v]  COₘₐ [%]   rCO [%]   qCO [%]  COₜₑ [%]   COT [%]
           2430.4                 2.303266              124.387344              6.020741      1592.840148        98.958790   58.012176                     0.471615                          0.096853  0.032928  0.005206  0.062473  0.067679  0.100607
           2430.9                 2.303266              124.366880              6.020741      1593.550350        98.733012   58.020336                     0.471236                          0.096853  0.032902  0.006335  0.076019  0.082354  0.115256
           2431.4                 2.303266              124.337465              6.020741      1594.571938        99.116960   58.032076                     0.470691                          0.096853  0.032864  0.004415  0.052982  0.057398  0.090261
           2431.9                 2.303266              124.308076              6.020741      1595.593523        99.146935   58.043815                     0.470148                          0.096853  0.032826  0.004265  0.051184  0.055449  0.088275
           2432.4                 2.303266              124.278711              6.020741      1596.615106        99.966265   58.055553                     0.469605                          0.096853  0.032788  0.000169  0.002024  0.002193  0.034980
           2432.9                 2.303266              124.249374              6.020741      1597.636694        99.512891   58.067292                     0.469063                          0.096853  0.032750  0.002436  0.029227  0.031662  0.064412
           2433.4                 2.303266              124.220061              6.020741      1598.658280        99.519691   58.079031                     0.468522                          0.096853  0.032712  0.002402  0.028819  0.031220  0.063932
           2433.9                 2.303266              124.190775              6.020741      1599.679862        98.841628   58.090770                     0.467983                          0.096853  0.032674  0.005792  0.069502  0.075294  0.107969
           2434.4                 2.303266              124.161513              6.020741      1600.701451        98.937724   58.102509                     0.467444                          0.096853  0.032637  0.005311  0.063737  0.069048  0.101685
           2434.9                 2.303266              124.132278              6.020741      1601.723035        99.495130   58.114248                     0.466906                          0.096853  0.032599  0.002524  0.030292  0.032817  0.065416
           2435.4                 2.303266              124.103068              6.020741      1602.744618        98.217563   58.125987                     0.466369                          0.096853  0.032562  0.008912  0.106946  0.115858  0.148420
           2435.9                 2.303266              124.073884              6.020741      1603.766204        99.535440   58.137726                     0.465833                          0.096853  0.032524  0.002323  0.027874  0.030196  0.062721
           2436.4                 2.303266              124.044724              6.020741      1604.787786        98.263793   58.149465                     0.465298                          0.096853  0.032487  0.008681  0.104172  0.112853  0.145341
           2436.9                 2.303266              124.015591              6.020741      1605.809375        98.250508   58.161203                     0.464764                          0.096853  0.032450  0.008747  0.104970  0.113717  0.146167
           2437.4                 2.303266              123.986482              6.020741      1606.830962        98.409129   58.172943                     0.464231                          0.096853  0.032413  0.007954  0.095452  0.103407  0.135819
           2437.9                 2.303266              123.957399              6.020741      1607.852543        98.729335   58.184681                     0.463699                          0.096853  0.032375  0.006353  0.076240  0.082593  0.114969
           2438.4                 2.303266              123.928341              6.020741      1608.874131        98.319019   58.196420                     0.463168                          0.096853  0.032338  0.008405  0.100859  0.109264  0.141602
           2438.9                 2.303266              123.899309              6.020741      1609.895715        98.436653   58.208159                     0.462637                          0.096853  0.032301  0.007817  0.093801  0.101618  0.133919
           2439.4                 2.303266              123.870301              6.020741      1610.917299        98.566261   58.219898                     0.462108                          0.096853  0.032264  0.007169  0.086024  0.093193  0.125457
           2439.9                 2.303266              123.841320              6.020741      1611.938887        99.327421   58.231637                     0.461580                          0.096853  0.032228  0.003363  0.040355  0.043718  0.075945
           2440.4                 2.303266              123.812363              6.020741      1612.960467        97.374101   58.243376                     0.461052                          0.096853  0.032191  0.013129  0.157554  0.170683  0.202874
           2440.9                 2.303266              123.783431              6.020741      1613.982055        97.668475   58.255115                     0.460526                          0.096853  0.032154  0.011658  0.139892  0.151549  0.183703
           2441.4                 2.303266              123.754524              6.020741      1615.003643        98.278015   58.266854                     0.460000                          0.096853  0.032117  0.008610  0.103319  0.111929  0.144046
           2441.9                 2.303266              123.725643              6.020741      1616.025223        98.531283   58.278593                     0.459476                          0.096853  0.032081  0.007344  0.088123  0.095467  0.127547
           2442.4                 2.303266              123.696785              6.020741      1617.046811        97.552758   58.290332                     0.458952                          0.096853  0.032044  0.012236  0.146834  0.159071  0.191115
           2442.9                 2.303266              123.667954              6.020741      1618.068397        98.269441   58.302070                     0.458429                          0.096853  0.032008  0.008653  0.103834  0.112486  0.144494
           2443.4                 2.303266              123.639147              6.020741      1619.089979        98.348751   58.313809                     0.457907                          0.096853  0.031971  0.008256  0.099075  0.107331  0.139302
           2443.9                 2.303266              123.610365              6.020741      1620.111567        97.686812   58.325548                     0.457387                          0.096853  0.031935  0.011566  0.138791  0.150357  0.182292
           2444.4                 2.303266              123.581607              6.020741      1621.133154        98.158448   58.337287                     0.456867                          0.096853  0.031899  0.009208  0.110493  0.119701  0.151599
