Depth(m) Code COT DT GR NPHI RHOB
2373.1999 57 0.5012961827097154 194.4369 47.3111 50.8148 1.5667
2373.3999 57 0.8354655978963965 175.9843 51.3709 56.4082 1.3884
2373.5999 57 1.2641240244590457 174.0812 56.0381 60.6697 1.2469
2373.7999 57 1.5874832336532245 172.8624 57.9881 59.6106 1.2073
2373.9999 57 1.4658079468005754 170.3265 58.3717 58.7481 1.2026
2374.1999 57 1.2232534377073443 169.7752 57.7803 63.6163 1.2024
2374.3999 57 1.0477526012857925 175.1578 56.5656 60.1167 1.1968
2374.5999 57 0.991123479730882 174.8157 58.036 51.5459 1.1917
2374.7999 57 0.9031780131511873 179.325 56.9492 57.7787 1.1942
2374.9999 57 0.8703407439802568 180.7671 56.2459 66.6093 1.2062
2375.1999 57 0.9413075132437756 182.0569 57.7163 57.7403 1.2258
2375.3999 57 1.044928521059014 205.4483 56.8613 59.054 1.2429
2375.5999 57 1.0137365113246144 197.7496 55.9902 68.9364 1.2643
2375.7999 57 0.8971353375352751 176.7994 55.159 64.6592 1.2802
2375.9999 57 0.7973297770132541 155.5152 54.3998 63.0726 1.2681
2376.1999 57 0.7467248339313166 138.2437 54.8553 70.0916 1.3103
2376.3999 57 0.7682105457946109 136.9139 55.2229 62.6577 1.2901
2376.5999 57 0.7973294530535687 131.6613 56.6455 62.4711 1.3348
2376.7999 57 0.9257457285502108 148.7265 58.6913 62.7885 1.4303
2376.9999 57 1.0152045171612303 142.5732 61.6163 56.273 1.4539
2377.1999 57 0.9885470902694236 132.8939 61.7922 55.4643 1.4379
2377.3999 57 0.989969254867485 147.7489 60.8172 57.2313 1.4192
2377.5999 57 0.9482215058015164 152.3353 60.3696 53.0521 1.3389
2377.7999 57 0.9883582486664279 129.4048 63.6462 54.3279 1.3349
2377.9999 57 0.9777564996221455 142.5551 62.8151 58.2436 1.3459
2378.1999 57 1.073411118196742 153.592 62.7512 50.2244 1.2724
2378.3999 57 1.017759159989563 150.0221 60.1779 49.162 1.3109
2378.5999 57 1.0584259420867432 157.6562 59.2828 50.6899 1.3635
2378.7999 57 1.0222005348654424 146.5462 58.6914 47.7378 1.4673
2378.9999 57 0.8189993026922522 123.6359 55.6546 45.1752 1.5397
2379.1999 57 0.8165321279716194 126.2612 53.1132 45.1798 1.5209
2379.3999 57 0.9068699398249446 132.8358 53.4807 48.7615 1.4331
2379.5999 57 0.8311336965012719 129.5189 53.9922 51.3998 1.3421
2379.7999 57 0.8224307541324294 139.4502 55.3348 53.3622 1.2861
2379.9999 57 0.757753695832283 147.6532 54.1201 65.4354 1.2401
2380.1999 57 0.6854009164258184 147.0576 52.4418 72.9281 1.223
2380.3999 57 0.6456137376104945 139.7234 52.4258 63.2878 1.2336
2380.5999 57 0.7292848655004605 138.9797 55.0471 57.7859 1.2342
2380.7999 57 0.7442462104519605 138.0625 54.9672 52.1931 1.2643
2380.9999 57 0.7900353861085466 140.2939 54.7275 51.8481 1.3409
2381.1999 57 0.8562509502684985 145.0623 54.1201 54.2895 1.4512
2381.3999 57 0.9171390107663846 135.6451 53.8963 50.2188 1.566
2381.5999 57 1.105239362764063 129.1594 56.5176 48.2313 1.6361
2381.7999 57 1.1136904053748307 132.0674 58.7553 45.9355 1.6287
2381.9999 57 0.94959557994393 140.8673 56.6135 51.239 1.5765
2382.1999 57 0.8512014442216826 144.0984 55.4947 55.1725 1.5369
2382.3999 57 0.6937530215470036 140.9328 53.0332 49.0091 1.4601
2382.5999 57 0.6083645040322749 142.2298 51.4189 49.5446 1.4169
2382.7999 57 0.6405810793128492 146.4748 52.0262 55.044 1.3861
2382.9999 57 0.6005421845743021 135.1077 51.6267 51.6361 1.3704
2383.1999 57 0.6617614857156298 135.3908 51.7226 46.7489 1.5139
2383.3999 57 0.7841880669453898 141.964 52.9053 44.6913 1.6814
2383.5999 57 0.7765113732513353 136.3639 52.6816 43.3691 1.9355
2383.7999 57 0.8200387100018325 132.8032 55.8463 42.5984 2.1077
2383.9999 57 0.8779661342033638 138.1688 57.8762 43.6128 2.0554
2384.1999 57 0.8205181974582936 139.8281 56.3258 43.5219 2.0535
2384.3999 57 0.7039696060992106 139.1235 52.7136 43.423 2.0721
2384.5999 57 0.5273184458519886 139.8233 47.1513 39.7662 2.1182
2384.7999 57 0.4430998337786032 129.9248 45.6808 36.5663 2.141
2384.9999 57 0.4662113067767526 126.3094 46.8795 36.7152 2.1147
2385.1999 58 0.6372512189969558 130.2549 51.6106 42.2579 2.0826
2385.3999 58 0.775056049465924 141.5611 54.3598 40.8602 2.0848
2385.5999 58 0.8451386777199252 146.2358 55.4307 38.2737 2.1281
2385.7999 58 0.7862819571527264 137.1499 54.3758 38.9327 2.1753
2385.9999 58 0.8078838862496528 136.7672 55.0791 37.5908 2.1814
2386.1999 58 0.8780872714023066 135.997 57.7323 37.6302 2.1438
2386.3999 58 1.0368131677143122 143.7955 62.1117 41.4668 2.0799
2386.5999 58 1.150545157100168 148.6686 65.1487 38.5998 2.0582
2386.7999 58 1.087537213770124 141.564 63.95 39.8167 2.0477
2386.9999 58 1.0123300868373466 140.8923 61.6324 42.3203 2.0615
2387.1999 58 0.93212066602201 144.8422 58.5795 42.8375 2.06
2387.3999 58 0.8188624687591624 144.1094 55.1111 42.6512 2.0766
2387.5999 58 0.7375460430401544 145.9422 52.346 42.1012 2.1187
2387.7999 58 0.6851736713666512 141.8482 51.1152 40.9705 2.1656
2387.9999 58 0.6835879933495782 130.0874 52.3299 41.36 2.1318
2388.1999 58 0.6703801523858798 132.5705 51.6587 43.4318 2.0938
2388.3999 58 0.6413599096315469 143.075 49.405 39.1762 2.0973
2388.5999 58 0.6352238107927787 136.9325 49.7406 37.7672 2.1076
2388.7999 58 0.5333717589541399 127.4111 47.6468 39.8754 2.1373
2388.9999 58 0.5621089959150444 136.9876 47.423 41.2055 2.1304
2389.1999 58 0.5250963760260766 139.1093 46.0005 37.8149 2.1154
2389.3999 58 0.5892688130193762 136.6125 48.366 40.9284 2.0848
2389.5999 58 0.675052213530818 139.3968 50.7635 42.6766 2.087
2389.7999 58 0.665749647354019 132.6655 51.291 40.0287 2.1099
2389.9999 58 0.6300029114353253 128.7392 50.6837 42.2149 2.123
2390.1999 58 0.6440442979781892 135.2453 50.332 40.2481 2.1288
2390.3999 58 0.6484611257683833 134.7688 50.5398 41.9517 2.1039
2390.5999 58 0.6700317002984996 137.422 50.9713 41.0463 2.0988
2390.7999 58 0.6464228466193547 142.0641 49.6607 38.386 2.121
2390.9999 58 0.6360082956120453 140.378 49.373 42.1908 2.1545
2391.1999 58 0.6241973768221067 133.5562 49.7086 42.2706 2.1554
2391.3999 58 0.6624782354845843 133.111 51.0033 40.4226 2.1197
2391.5999 58 0.696857220233293 137.825 51.6267 40.7201 2.0843
2391.7999 58 0.7365357066276035 141.1032 52.6336 39.7469 2.0548
2391.9999 58 0.6881412053732513 143.3516 50.9714 42.3759 2.0504
2392.1999 58 0.5564681873675149 143.2218 46.8956 47.1356 2.0673
2392.3999 58 0.49721540475430126 142.3469 45.0894 45.5197 2.0899
2392.5999 58 0.5280795747697993 140.8515 46.1123 41.4922 2.0791
2392.7999 58 0.5648329400383951 135.425 47.8226 40.3273 2.0842
2392.9999 58 0.6093397393079881 135.0827 49.1652 40.5773 2.1047
2393.1999 58 0.5340280173609091 130.0953 47.2632 40.0715 2.1299
2393.3999 58 0.5666016160181567 129.7094 48.2062 39.4331 2.1598
2393.5999 58 0.5831127334665268 132.1093 48.366 39.4792 2.1528
2393.7999 58 0.6811218526301269 129.2735 51.8663 40.8852 2.1052
2393.9999 58 0.7798898350864634 132.2704 54.7754 43.3193 2.0713
2394.1999 58 0.8561541363193543 136.0516 56.9012 47.6659 2.0535
2394.3999 58 0.9111565899182852 138.0063 58.5155 42.3921 2.0558
2394.5999 58 0.8926367431780455 137.8 58.068 41.8834 2.056
2394.7999 58 0.848396779458939 140.7142 56.4697 43.7917 2.0637
2394.9999 58 0.8504129654118668 146.336 55.9262 43.8717 2.0847
