Depth(m) Code COT DT GR NPHI RHOB
2533.0 58 1.3305111599576003 106.5527 58.6827 58.6827 2.3573
2533.2 58 1.3130745978156502 109.3768 60.87 60.87 2.3153
2533.4 58 1.4975233568260529 112.5697 66.8101 66.8101 2.291
2533.6 58 1.7662754190536212 118.0351 73.8784 73.8784 2.2655
2533.8 58 2.005646294267724 125.0482 80.0991 80.0991 2.2451
2534.0 58 2.1348285469626656 128.9269 84.6523 84.6523 2.2089
2534.2 58 2.2991623731747795 147.1073 83.6336 83.6336 2.1185
2534.4 58 2.397595286506147 176.0323 74.8417 74.8417 1.9848
2534.6 58 1.9411790074919852 156.9713 63.8587 63.8587 1.9696
2534.8 58 1.3437163613884073 115.7715 56.9559 56.9559 2.1665
2535.0 58 1.1958660824320302 107.3775 54.729 54.729 2.3371
2535.2 58 1.173070740800354 108.738 54.7576 54.7576 2.3295
2535.4 58 1.137003041160802 110.5941 54.224 54.224 2.2658
2535.6 58 1.1599775458082846 110.8166 56.0129 56.0129 2.1623
2535.8 58 1.1749193657083183 109.402 57.7438 57.7438 2.1067
2536.0 58 1.1189599580625706 107.4712 56.4688 56.4688 2.2083
2536.2 58 1.02890528523458 106.0699 53.8933 53.8933 2.2967
2536.4 58 0.9761881641621771 105.8305 52.7705 52.7705 2.3208
2536.6 58 0.9985330900380434 106.8713 54.6387 54.6387 2.3501
2536.8 58 1.0378848435005654 109.3498 56.8108 56.8108 2.3532
2537.0 58 1.0468295796883162 111.9301 57.7737 57.7737 2.3466
2537.2 58 0.9929931583216542 112.6979 56.5287 56.5287 2.3321
2537.4 58 0.8714796496398367 111.4355 52.4042 52.4042 2.3072
2537.6 58 0.847109216095311 109.794 51.855 51.855 2.3109
2537.8 58 0.8591361825575036 108.205 53.0579 53.0579 2.3442
2538.0 58 0.7740206060392991 106.7165 50.4991 50.4991 2.3411
2538.2 58 0.7391817303464365 105.2318 49.534 49.534 2.295
2538.4 58 0.7909081919242974 103.9429 51.0186 51.0186 2.3056
2538.6 58 0.8524030662802787 102.973 53.1464 53.1464 2.3594
2538.8 58 0.9041357349308117 102.1553 55.3038 55.3038 2.3702
2539.0 58 0.9202816122387629 101.296 56.4368 56.4368 2.36
2539.2 58 0.9404298369900301 100.3748 57.3996 57.3996 2.3776
2539.4 58 0.9742339019496273 99.7997 58.7204 58.7204 2.4067
2539.6 58 0.9556161471024255 99.8674 58.3066 58.3066 2.4079
2539.8 58 0.9115144314388678 100.7164 56.3375 56.3375 2.3799
2540.0 58 0.8821835685062445 101.8969 55.0537 55.0537 2.3651
2540.2 58 0.8557998706865628 102.8769 53.4389 53.4389 2.3782
2540.4 58 0.8323321455337622 103.4712 52.0547 52.0547 2.376
2540.6 58 0.855848992639925 103.7477 52.9588 52.9588 2.3471
2540.8 58 0.920379045550571 103.7463 54.9863 54.9863 2.3507
2541.0 58 0.8758230045454543 103.5323 52.7326 52.7326 2.3911
2541.2 58 0.7542014176732847 103.3206 47.981 47.981 2.4036
2541.4 58 0.6677282934204873 103.338 44.8978 44.8978 2.3879
2541.6 58 0.7005429638524647 103.8299 45.7322 45.7322 2.3953
2541.8 58 0.7946161337063304 104.591 49.037 49.037 2.419
2542.0 58 0.9018184623974634 106.393 52.6252 52.6252 2.4218
2542.2 58 1.017126997799347 108.8336 56.4655 56.4655 2.4049
2542.4 58 1.0329496101636932 111.0637 56.2105 56.2105 2.3924
