Depth(m) COT
5193.957108444605 0.6+/-1.5
5194.0587468179565 0.5+/-1.5
5194.950625963324 0.5+/-1.5
5195.053076502252 0.4+/-1.5
5195.94414590834 0.5+/-1.5
5196.047403769232 0.5+/-1.5
5196.937668261725 0.5+/-1.5
5197.041728636759 0.5+/-1.5
5197.931193005709 0.5+/-1.5
5198.036051122483 0.5+/-1.5
5198.924720122735 0.6+/-1.5
5199.030371243888 0.5+/-1.5
5199.918249595406 0.4+/-1.5
5200.024689018272 0.4+/-1.5
5200.911781406509 0.5+/-1.5
5201.019004462768 0.4+/-1.5
5201.905315539016 0.3+/-1.5
5202.013317594308 0.4+/-1.5
5202.8988519760605 0.4+/-1.5
5203.007628429682 0.3+/-1.5
5203.892390700953 0.4+/-1.5
5204.001936985481 0.4+/-1.5
5204.885931697177 0.4+/-1.5
5204.996243278153 0.4+/-1.5
5205.87947494837 0.4+/-1.5
5205.9905473239605 0.4+/-1.5
5206.8730204383655 0.4+/-1.5
5206.984849139017 0.3+/-1.5
5207.866568151112 0.2+/-1.5
5207.979148739262 0.3+/-1.5
5208.860118070762 0.3+/-1.5
5208.9734461404705 0.4+/-1.5
5209.853670181613 0.4+/-1.5
5209.967741358278 0.3+/-1.5
5210.847224468122 0.3+/-1.5
5210.962034408139 0.3+/-1.5
5211.84078091489 0.4+/-1.5
5211.956325305376 0.4+/-1.5
5212.834339506686 0.3+/-1.5
5212.950614065144 0.4+/-1.5
5213.827900228426 0.4+/-1.5
5213.944900702458 0.3+/-1.5
5214.821463065172 0.3+/-1.5
5214.939185232179 0.3+/-1.5
5215.815028002146 0.3+/-1.5
5215.933467669005 0.3+/-1.5
5216.8085950247 0.3+/-1.5
5216.9277480275205 0.4+/-1.5
5217.802164118339 0.4+/-1.5
5217.922026322145 0.4+/-1.5
5218.7957352687135 0.4+/-1.5
5218.916302567158 0.3+/-1.5
5219.789308461614 0.2+/-1.5
5219.910576776699 0.2+/-1.5
5220.782883682961 0.4+/-1.5
5220.904848964772 0.4+/-1.5
5221.7764609188325 0.4+/-1.5
5221.899119145241 0.4+/-1.5
5222.770040155423 0.4+/-1.5
5222.89338733184 0.4+/-1.5
5223.763621379064 0.4+/-1.5
5223.887653538166 0.4+/-1.5
5224.757204576242 0.4+/-1.5
5224.881917777675 0.3+/-1.5
5225.750789733537 0.4+/-1.5
5225.876180063709 0.4+/-1.5
5226.7443768377025 0.3+/-1.5
5226.870440409467 0.4+/-1.5
5227.737965875584 0.4+/-1.5
5227.86469882803 0.4+/-1.5
5228.731556834169 0.4+/-1.5
5228.8589553323445 0.3+/-1.5
5229.725149700575 0.4+/-1.5
5229.853209935235 0.3+/-1.5
5230.718744462042 0.4+/-1.5
5230.847462649414 0.4+/-1.5
5231.71234110591 0.4+/-1.5
5231.841713487458 0.4+/-1.5
5232.7059396196755 0.4+/-1.5
5232.835962461819 0.4+/-1.5
5233.699539990931 0.5+/-1.5
5233.830209584845 0.3+/-1.5
5234.6931422073985 0.3+/-1.5
5234.824454868756 0.3+/-1.5
5235.686746256904 0.2+/-1.5
5235.818698325666 0.2+/-1.5
5236.680352127413 0.2+/-1.5
5236.812939967562 0.3+/-1.5
5237.673959806977 0.3+/-1.5
5237.807179806324 0.3+/-1.5
5238.667569283769 0.3+/-1.5
5238.801417853725 0.3+/-1.5
5239.661180546093 0.2+/-1.5
5239.7956541214135 0.1+/-1.5
5240.65479358234 0.2+/-1.5
5240.789888620936 0.3+/-1.5
5241.648408381019 0.3+/-1.5
5241.784121363727 0.3+/-1.5
5242.642024930753 0.3+/-1.5
5242.778352361122 0.3+/-1.5
5243.635643220263 0.3+/-1.5
5243.772581624337 0.3+/-1.5
5244.629263238367 0.3+/-1.5
5244.766809164503 0.3+/-1.5
5245.622884974007 0.3+/-1.5
5245.761034992621 0.3+/-1.5
5246.616508416231 0.3+/-1.5
5246.755259119612 0.3+/-1.5
5247.610133554155 0.3+/-1.5
5247.749481556287 0.4+/-1.5
5248.603760377034 0.3+/-1.5
5248.74370231335 0.3+/-1.5
5249.597388874205 0.2+/-1.5
5249.737921401417 0.3+/-1.5
5250.591019035104 0.3+/-1.5
5250.732138831002 0.4+/-1.5
5251.584650849262 0.3+/-1.5
5251.726354612512 0.4+/-1.5
5252.578284306326 0.3+/-1.5
5252.72056875628 0.3+/-1.5
5253.571919396011 0.3+/-1.5
5253.714781272523 0.3+/-1.5
5254.56555610814 0.3+/-1.5
5254.708992171374 0.3+/-1.5
5255.559194432627 0.3+/-1.5
5255.703201462873 0.3+/-1.5
5256.552834359487 0.3+/-1.5
5256.697409156965 0.3+/-1.5
5257.546475878811 0.3+/-1.5
5257.691615263501 0.3+/-1.5
5258.540118980796 0.3+/-1.5
5258.685819792256 0.3+/-1.5
5259.533763655713 0.3+/-1.5
5259.680022752906 0.3+/-1.5
5260.527409893942 0.3+/-1.5
5260.674224155025 0.3+/-1.5
5261.521057685923 0.3+/-1.5
5261.668424008132 0.3+/-1.5
5262.514707022199 0.2+/-1.5
5262.66262232164 0.3+/-1.5
5263.508357893403 0.4+/-1.5
5263.656819104873 0.3+/-1.5
5264.5020102902545 0.3+/-1.5
5264.651014367088 0.3+/-1.5
5265.495664203529 0.3+/-1.5
5265.64520811744 0.2+/-1.5
5266.489319624115 0.3+/-1.5
5266.639400365007 0.3+/-1.5
5267.482976542969 0.3+/-1.5
5267.633591118792 0.3+/-1.5
5268.47663495114 0.3+/-1.5
5268.627780387715 0.3+/-1.5
5269.470294839739 0.3+/-1.5
5269.621968180621 0.2+/-1.5
5270.46395619997 0.2+/-1.5
5270.616154506262 0.2+/-1.5
5271.457619023124 0.2+/-1.5
5271.610339373316 0.3+/-1.5
5272.4512833005365 0.2+/-1.5
5272.604522790397 0.2+/-1.5
5273.444949023658 0.2+/-1.5
5273.5987047660265 0.2+/-1.5
5274.438616183992 0.3+/-1.5
5274.592885308662 0.2+/-1.5
5275.4322847731255 0.2+/-1.5
5275.587064426672 0.2+/-1.5
5276.425954782724 0.2+/-1.5
5276.581242128366 0.2+/-1.5
5277.41962620451 0.2+/-1.5
5277.575418421973 0.2+/-1.5
5278.413299030301 0.2+/-1.5
5278.569593315652 0.2+/-1.5
5279.406973251967 0.2+/-1.5
5279.563766817481 0.2+/-1.5
5280.400648861464 0.2+/-1.5
5280.557938935484 0.3+/-1.5
5281.394325850816 0.2+/-1.5
5281.552109677593 0.2+/-1.5
5282.388004212101 0.2+/-1.5
5282.54627905169 0.2+/-1.5
5283.381683937495 0.2+/-1.5
5283.54044706558 0.1+/-1.5
5284.375365019224 0.1+/-1.5
5284.534613726993 0.1+/-1.5
5285.369047449583 0.1+/-1.5
5285.528779043606 0.1+/-1.5
5286.362731220932 0.2+/-1.5
5286.5229430230165 0.2+/-1.5
5287.356416325701 0.2+/-1.5
5287.517105672765 0.2+/-1.5
5288.350102756399 0.2+/-1.5
5288.511267000318 0.3+/-1.5
5289.343790505579 0.2+/-1.5
5289.505427013081 0.3+/-1.5
5290.337479565871 0.2+/-1.5
5290.499585718393 0.2+/-1.5
5291.331169929962 0.3+/-1.5
5291.493743123538 0.3+/-1.5
5292.3248615906095 0.2+/-1.5
5292.487899235728 0.2+/-1.5
5293.318554540625 0.2+/-1.5
5293.482054062114 0.3+/-1.5
5294.312248772889 0.3+/-1.5
5294.476207609795 0.3+/-1.5
5295.305944280347 0.2+/-1.5
5295.47035988579 0.2+/-1.5
5296.299641055989 0.2+/-1.5
5296.464510897075 0.2+/-1.5
5297.293339092883 0.2+/-1.5
5297.458660650548 0.2+/-1.5
5298.287038384143 0.2+/-1.5
5298.4528091530765 0.2+/-1.5
5299.280738922958 0.2+/-1.5
5299.446956411445 0.2+/-1.5
5300.2744407025575 0.2+/-1.5
5300.441102432384 0.2+/-1.5
5301.268143716244 0.2+/-1.5
5301.435247222574 0.2+/-1.5
5302.26184795736 0.2+/-1.5
5302.429390788629 0.2+/-1.5
5303.255553419319 0.3+/-1.5
5303.42353313711 0.2+/-1.5
5304.249260095597 0.2+/-1.5
5304.417674274532 0.2+/-1.5
5305.242967979704 0.2+/-1.5
5305.411814207337 0.2+/-1.5
5306.236677065209 0.2+/-1.5
5306.4059529419255 0.2+/-1.5
5307.230387345764 0.2+/-1.5
5307.400090484647 0.2+/-1.5
5308.224098815037 0.2+/-1.5
5308.394226841776 0.2+/-1.5
5309.217811466777 0.2+/-1.5
5309.388362019556 0.2+/-1.5
5310.21152529476 0.2+/-1.5
5310.382496024171 0.2+/-1.5
5311.205240292849 0.3+/-1.5
5311.376628861741 0.3+/-1.5
5312.198956454925 0.3+/-1.5
5312.370760538358 0.3+/-1.5
5313.192673774939 0.3+/-1.5
5313.364891060043 0.2+/-1.5
5314.186392246897 0.2+/-1.5
5314.359020432775 0.2+/-1.5
5315.180111864837 0.2+/-1.5
5315.353148662469 0.2+/-1.5
5316.173832622857 0.2+/-1.5
5316.347275755011 0.2+/-1.5
5317.167554515117 0.1+/-1.5
5317.341401716234 0.1+/-1.5
5318.161277535805 0.1+/-1.5
5318.335526551907 0.1+/-1.5
5319.155001679171 0.2+/-1.5
5319.32965026776 0.2+/-1.5
5320.148726939504 0.2+/-1.5
5320.323772869484 0.2+/-1.5
5321.14245331115 0.2+/-1.5
5321.3178943627045 0.3+/-1.5
5322.1361807885005 0.1+/-1.5
5322.312014753009 0.2+/-1.5
5323.129909365984 0.3+/-1.5
5323.306134045941 0.3+/-1.5
5324.123639038084 0.3+/-1.5
5324.300252247003 0.2+/-1.5
5325.117369799331 0.3+/-1.5
5325.29436936163 0.2+/-1.5
5326.1111016443065 0.2+/-1.5
5326.288485395235 0.2+/-1.5
5327.104834567611 0.2+/-1.5
5327.282600353177 0.2+/-1.5
5328.098568563924 0.2+/-1.5
5328.276714240761 0.2+/-1.5
5329.092303627951 0.2+/-1.5
5329.27082706327 0.3+/-1.5
5330.086039754442 0.3+/-1.5
5330.264938825925 0.2+/-1.5
5331.079776938185 0.3+/-1.5
5331.259049533901 0.2+/-1.5
5332.073515174027 0.1+/-1.5
5332.253159192351 0.2+/-1.5
5333.067254456842 0.2+/-1.5
5333.247267806365 0.3+/-1.5
5334.060994781559 0.3+/-1.5
5334.2413753810015 0.3+/-1.5
5335.054736143142 0.3+/-1.5
5335.235481921282 0.3+/-1.5
5336.0484785366 0.4+/-1.5
5336.229587432157 0.3+/-1.5
5337.042221956977 0.3+/-1.5
5337.223691918583 0.3+/-1.5
5338.035966399364 0.3+/-1.5
5338.217795385439 0.3+/-1.5
5339.029711858884 0.3+/-1.5
5339.211897837576 0.3+/-1.5
5340.02345833072 0.3+/-1.5
5340.205999279802 0.3+/-1.5
5341.017205810061 0.3+/-1.5
5341.200099716895 0.2+/-1.5
5342.010954292179 0.2+/-1.5
5342.194199153587 0.2+/-1.5
5343.004703772342 0.2+/-1.5
5343.188297594565 0.3+/-1.5
5343.998454245882 0.3+/-1.5
5344.182395044493 0.3+/-1.5
5344.992205708169 0.2+/-1.5
5345.17649150798 0.3+/-1.5
5345.985958154596 0.3+/-1.5
5346.170586989604 0.3+/-1.5
5346.979711580615 0.2+/-1.5
5347.164681493915 0.3+/-1.5
5347.973465981694 0.3+/-1.5
5348.158775025401 0.3+/-1.5
5348.967221353345 0.2+/-1.5
5349.152867588545 0.3+/-1.5
5349.960977691126 0.3+/-1.5
5350.146959187778 0.2+/-1.5
5350.954734990623 0.3+/-1.5
5351.14104982748 0.3+/-1.5
5351.948493247449 0.1+/-1.5
5352.135139512022 0.1+/-1.5
5352.942252457286 0.1+/-1.5
5353.129228245717 0.2+/-1.5
5353.9360126158135 0.3+/-1.5
5354.123316032867 0.3+/-1.5
5354.929773718765 0.3+/-1.5
5355.117402877712 0.2+/-1.5
5355.923535761895 0.2+/-1.5
5356.111488784476 0.1+/-1.5
5356.917298741018 0.2+/-1.5
5357.105573757347 0.2+/-1.5
5357.91106265196 0.2+/-1.5
5358.099657800462 0.2+/-1.5
5358.9048274905845 0.1+/-1.5
5359.093740917939 0.2+/-1.5
5359.898593252805 0.3+/-1.5
5360.087823113876 0.2+/-1.5
5360.892359934544 0.2+/-1.5
5361.081904392308 0.2+/-1.5
5361.8861275317695 0.2+/-1.5
5362.075984757248 0.2+/-1.5
5362.879896040487 0.2+/-1.5
5363.070064212696 0.2+/-1.5
5363.87366545673 0.1+/-1.5
5364.064142762579 0.1+/-1.5
5364.867435776557 0.1+/-1.5
5365.058220410843 0.1+/-1.5
5365.861206996072 0.2+/-1.5
5366.052297161354 0.2+/-1.5
5366.854979111401 0.3+/-1.5
5367.046373017973 0.4+/-1.5
5367.8487521187035 0.4+/-1.5
5368.04044798453 0.4+/-1.5
5368.842526014172 0.4+/-1.5
5369.034522064809 0.4+/-1.5
5369.836300794031 0.3+/-1.5
5370.028595262577 0.3+/-1.5
5370.830076454529 0.3+/-1.5
5371.022667581568 0.2+/-1.5
5371.823852991957 0.2+/-1.5
5372.016739025482 0.2+/-1.5
5372.817630402622 0.2+/-1.5
5373.010809597986 0.2+/-1.5
5373.811408682866 0.2+/-1.5
5374.004879302729 0.2+/-1.5
5374.805187829069 0.2+/-1.5
5374.998948143308 0.4+/-1.5
5375.798967837636 0.3+/-1.5
5375.993016123319 0.2+/-1.5
5376.792748704989 0.2+/-1.5
5376.987083246315 0.2+/-1.5
5377.786530427595 0.2+/-1.5
5377.981149515815 0.2+/-1.5
5378.780313001947 0.2+/-1.5
5378.975214935311 0.2+/-1.5
5379.774096424557 0.2+/-1.5
5379.96927950828 0.2+/-1.5
5380.767880691978 0.3+/-1.5
5380.96334323816 0.3+/-1.5
5381.761665800783 0.3+/-1.5
5381.957406128357 0.4+/-1.5
5382.75545174757 0.4+/-1.5
5382.951468182253 0.4+/-1.5
5383.749238528976 0.4+/-1.5
5383.945529403212 0.4+/-1.5
5384.743026141659 0.4+/-1.5
5384.939589794554 0.5+/-1.5
5385.736814582295 0.5+/-1.5
5385.933649359583 0.5+/-1.5
5386.730603847606 0.5+/-1.5
5386.927708101579 0.4+/-1.5
5387.724393934327 0.4+/-1.5
5387.921766023788 0.4+/-1.5
5388.718184839216 0.4+/-1.5
5388.915823129424 0.4+/-1.5
5389.711976559083 0.5+/-1.5
5389.909879421688 0.4+/-1.5
5390.7057690907195 0.4+/-1.5
5390.903934903753 0.4+/-1.5
5391.699562430997 0.4+/-1.5
5391.897989578755 0.4+/-1.5
5392.693356576771 0.5+/-1.5
5392.8920434498195 0.4+/-1.5
5393.687151524938 0.4+/-1.5
5393.886096520027 0.4+/-1.5
5394.680947272413 0.4+/-1.5
5394.880148792453 0.4+/-1.5
5395.674743816147 0.4+/-1.5
5395.874200270139 0.4+/-1.5
5396.668541153116 0.4+/-1.5
5396.8682509561 0.3+/-1.5
5397.662339280315 0.3+/-1.5
5397.862300853333 0.3+/-1.5
5398.656138194745 0.4+/-1.5
5398.8563499648 0.4+/-1.5
5399.649937893474 0.5+/-1.5
5399.850398293441 0.5+/-1.5
5400.643738373559 0.4+/-1.5
5400.844445842183 0.4+/-1.5
5401.637539632097 0.4+/-1.5
5401.83849261392 0.4+/-1.5
5402.631341666195 0.4+/-1.5
5402.832538611524 0.4+/-1.5
5403.625144473015 0.4+/-1.5
5403.82658383784 0.4+/-1.5
5404.61894804969 0.4+/-1.5
5404.820628295693 0.4+/-1.5
5405.612752393433 0.4+/-1.5
5405.814671987885 0.3+/-1.5
5406.606557501442 0.2+/-1.5
5406.808714917198 0.3+/-1.5
5407.60036337096 0.4+/-1.5
5407.802757086379 0.4+/-1.5
5408.594169999225 0.4+/-1.5
5408.796798498164 0.3+/-1.5
5409.587977383534 0.3+/-1.5
5409.790839155266 0.3+/-1.5
5410.581785521177 0.3+/-1.5
5410.784879060371 0.3+/-1.5
5411.575594409486 0.3+/-1.5
5411.778918216142 0.2+/-1.5
5412.569404045807 0.3+/-1.5
5412.772956625231 0.3+/-1.5
5413.563214427495 0.4+/-1.5
5413.766994290245 0.3+/-1.5
5414.557025551948 0.3+/-1.5
5414.761031213793 0.4+/-1.5
5415.550837416584 0.5+/-1.5
5415.7550673984515 0.4+/-1.5
5416.544650018827 0.4+/-1.5
5416.749102846776 0.3+/-1.5
5417.538463356135 0.4+/-1.5
5417.7431375613 0.4+/-1.5
5418.532277425979 0.3+/-1.5
5418.73717154454 0.2+/-1.5
5419.526092225863 0.2+/-1.5
5419.731204798986 0.3+/-1.5
5420.519907753298 0.2+/-1.5
5420.725237327111 0.2+/-1.5
5421.513724005827 0.2+/-1.5
5421.7192691313685 0.1+/-1.5
5422.507540981008 0.1+/-1.5
5422.713300214182 0.1+/-1.5
5423.501358676425 0.1+/-1.5
5423.707330577976 0.1+/-1.5
5424.4951770896605 0.1+/-1.5
5424.701360225125 0.1+/-1.5
5425.488996218354 0.1+/-1.5
5425.695389158008 0.1+/-1.5
5426.482816060138 0.1+/-1.5
5426.689417378971 0.1+/-1.5
5427.47663661268 0.1+/-1.5
5427.683444890347 0.1+/-1.5
5428.470457873652 0.1+/-1.5
5428.677471694439 0.1+/-1.5
5429.464279840748 0.1+/-1.5
5429.671497793546 0.1+/-1.5
5430.4581025116995 0.1+/-1.5
5430.6655231899285 0.1+/-1.5
5431.451925884244 0.1+/-1.5
5431.659547885849 0.1+/-1.5
5432.445749956134 0.1+/-1.5
5432.653571883536 0.1+/-1.5
5433.439574725147 0.2+/-1.5
5433.647595185206 0.2+/-1.5
5434.433400189083 0.2+/-1.5
5434.641617793037 0.2+/-1.5
5435.427226345755 0.1+/-1.5
5435.63563970923 0.2+/-1.5
5436.421053193001 0.2+/-1.5
5436.629660935924 0.2+/-1.5
5437.414880728666 0.1+/-1.5
5437.623681475258 0.1+/-1.5
5438.408708950628 0.1+/-1.5
5438.617701329359 0.1+/-1.5
5439.402537856771 0.2+/-1.5
5439.611720500326 0.4+/-1.5
5440.396367445011 0.5+/-1.5
5440.605738990239 0.2+/-1.5
5441.390197713266 0.3+/-1.5
5441.599756801159 0.4+/-1.5
5442.384028659478 0.2+/-1.5
5442.59377393514 0.4+/-1.5
5443.377860281625 0.4+/-1.5
5443.587790394211 0.3+/-1.5
5444.371692577666 0.3+/-1.5
5444.581806180381 0.5+/-1.5
5445.365525545617 0.3+/-1.5
5445.5758212956425 0.3+/-1.5
5446.3593591834815 0.6+/-1.5
5446.569835741977 0.4+/-1.5
5447.3531934892935 0.3+/-1.5
5447.563849521328 0.5+/-1.5
5448.347028461109 0.3+/-1.5
5448.557862635655 0.3+/-1.5
5449.340864096993 0.3+/-1.5
5449.551875086872 0.3+/-1.5
5450.334700395028 0.5+/-1.5
5450.545886876893 0.5+/-1.5
5451.328537353318 0.4+/-1.5
5451.539898007599 0.4+/-1.5
5452.322374969982 0.5+/-1.5
5452.533908480864 0.5+/-1.5
5453.31621324315 0.4+/-1.5
5453.5279182985505 0.1+/-1.5
5454.310052170985 0.4+/-1.5
5454.5219274624915 0.3+/-1.5
5455.303891751643 0.2+/-1.5
5455.515935974509 0.4+/-1.5
5456.297731983318 0.2+/-1.5
5456.50994383642 0.4+/-1.5
5457.29157286421 0.3+/-1.5
5457.503951049994 0.5+/-1.5
5458.285414392544 0.5+/-1.5
5458.497957617033 0.5+/-1.5
5459.279256566547 0.3+/-1.5
5459.491963539259 0.2+/-1.5
5460.273099384467 0.6+/-1.5
5460.485968818446 0.6+/-1.5
5461.266942844576 0.2+/-1.5
5461.479973456307 0.5+/-1.5
5462.260786945158 0.3+/-1.5
5462.47397745454 0.3+/-1.5
5463.254631684509 0.6+/-1.5
5463.467980814851 0.2+/-1.5
5464.248477060949 0.4+/-1.5
5464.461983538909 0.5+/-1.5
5465.2423230728 0.3+/-1.5
5465.4559856283895 0.6+/-1.5
5466.236169718409 0.5+/-1.5
5466.449987084928 0.2+/-1.5
5467.230016996143 0.3+/-1.5
5467.4439879101565 0.6+/-1.5
5468.223864904382 0.5+/-1.5
5468.437988105696 0.2+/-1.5
5469.217713441504 0.3+/-1.5
5469.431987673137 0.6+/-1.5
5470.211562605937 0.3+/-1.5
5470.425986614066 0.1+/-1.5
5471.2054123960825 0.5+/-1.5
5471.419984930062 0.3+/-1.5
5472.199262810392 0.1+/-1.5
5472.413982622666 0.6+/-1.5
5473.193113847308 0.4+/-1.5
5473.407979693429 0.2+/-1.5
5474.1869655053115 0.5+/-1.5
5474.4019761438785 0.5+/-1.5
5475.180817782875 0.1+/-1.5
5475.395971975506 0.4+/-1.5
5476.174670678501 0.3+/-1.5
5476.389967189824 0.2+/-1.5
5477.168524190697 0.3+/-1.5
5477.383961788309 0.0+/-1.5
5478.162378317993 0.4+/-1.5
5478.377955772425 0.2+/-1.5
5479.156233058934 0.3+/-1.5
5479.371949143621 0.3+/-1.5
5480.15008841207 0.1+/-1.5
5480.365941903341 0.5+/-1.5
5481.1439443759755 0.3+/-1.5
5481.359934053001 0.3+/-1.5
5482.137800949234 0.2+/-1.5
5482.353925594011 0.2+/-1.5
5483.131658130437 0.3+/-1.5
5483.3479165277695 0.3+/-1.5
5484.125515918202 0.4+/-1.5
5484.341906855645 0.1+/-1.5
5485.1193743111635 0.4+/-1.5
5485.335896579015 0.2+/-1.5
5486.113233307952 0.3+/-1.5
5486.329885699237 0.7+/-1.5
5487.10709290723 0.7+/-1.5
5487.323874217629 0.2+/-1.5
5488.100953107664 0.2+/-1.5
5488.31786213553 0.4+/-1.5
5489.0948139079355 0.2+/-1.5
5489.311849454246 0.3+/-1.5
5490.088675306734 0.1+/-1.5
5490.305836175078 0.2+/-1.5
5491.0825373027865 0.1+/-1.5
5491.2998222993 0.3+/-1.5
5492.076399894802 0.2+/-1.5
5492.293807828187 0.3+/-1.5
5493.0702630815285 0.4+/-1.5
5493.287792762996 0.1+/-1.5
5494.06412686171 0.1+/-1.5
5494.281777104965 0.2+/-1.5
5495.057991234106 0.8+/-1.5
5495.275760855331 0.4+/-1.5
5496.051856197513 0.1+/-1.5
5496.269744015299 0.1+/-1.5
5497.045721750696 0.5+/-1.5
5497.26372658608 0.8+/-1.5
5498.039587892478 0.5+/-1.5
5498.25770856886 0.1+/-1.5
5499.033454621677 0.2+/-1.5
5499.2516899648135 0.2+/-1.5
5500.027321937108 0.5+/-1.5
5500.245670775111 0.3+/-1.5
5501.021189837627 0.1+/-1.5
5501.23965100089 0.2+/-1.5
5502.015058322095 0.1+/-1.5
5502.233630643295 0.2+/-1.5
5503.008927389365 0.2+/-1.5
5503.227609703457 0.4+/-1.5
5504.002797038328 0.4+/-1.5
5504.221588182475 0.3+/-1.5
5504.996667267883 0.1+/-1.5
5505.215566081452 0.1+/-1.5
5505.990538076931 0.3+/-1.5
5506.209543401474 0.4+/-1.5
5506.9844094644 0.1+/-1.5
5507.2035201436165 0.1+/-1.5
5507.9782814292175 0.2+/-1.5
5508.197496308932 0.5+/-1.5
5508.97215397033 0.6+/-1.5
5509.191471898479 0.2+/-1.5
5509.966027086696 0.1+/-1.5
5510.185446913281 0.4+/-1.5
5510.959900777295 0.4+/-1.5
5511.179421354375 0.1+/-1.5
5511.953775041096 0.2+/-1.5
5512.173395222758 0.1+/-1.5
5512.947649877104 0.2+/-1.5
5513.167368519435 0.4+/-1.5
5513.9415252843255 0.2+/-1.5
5514.161341245393 0.1+/-1.5
5514.935401261785 0.2+/-1.5
5515.155313401599 0.5+/-1.5
5515.929277808502 0.2+/-1.5
5516.14928498902 0.1+/-1.5
5516.923154923539 0.1+/-1.5
5517.1432560086005 0.2+/-1.5
5517.917032605937 0.3+/-1.5
5518.137226461279 0.1+/-1.5
5518.9109108547755 0.1+/-1.5
5519.13119634798 0.1+/-1.5
5519.9047896691345 0.1+/-1.5
5520.125165669622 0.2+/-1.5
5520.898669048102 0.1+/-1.5
5521.119134427098 0.1+/-1.5
5521.892548990793 0.1+/-1.5
5522.113102621295 0.1+/-1.5
5522.8864294963205 0.1+/-1.5
5523.107070253097 0.1+/-1.5
5523.880310563798 0.1+/-1.5
5524.101037323365 0.1+/-1.5
5524.874192192393 0.1+/-1.5
5525.095003832959 0.2+/-1.5
5525.868074381239 0.2+/-1.5
5526.088969782709 0.1+/-1.5
5526.861957129514 0.1+/-1.5
5527.082935173454 0.1+/-1.5
5527.855840436385 0.1+/-1.5
5528.076900006005 0.1+/-1.5
5528.849724301035 0.1+/-1.5
5529.070864281169 0.1+/-1.5
5529.843608722683 0.1+/-1.5
5530.064827999744 0.1+/-1.5
5530.837493700525 0.1+/-1.5
5531.05879116252 0.1+/-1.5
5531.831379233781 0.1+/-1.5
5532.052753770247 0.1+/-1.5
5532.825265321694 0.2+/-1.5
5533.046715823705 0.2+/-1.5
5533.819151963505 0.1+/-1.5
5534.0406773236355 0.1+/-1.5
5534.813039158478 0.2+/-1.5
5535.034638270779 0.4+/-1.5
5535.806926905878 0.3+/-1.5
5536.028598665858 0.2+/-1.5
5536.800815204979 0.3+/-1.5
5537.022558509587 0.2+/-1.5
5537.794704055073 0.2+/-1.5
5538.016517802662 0.2+/-1.5
5538.788593455469 0.3+/-1.5
5539.01047654579 0.3+/-1.5
5539.782483405485 0.2+/-1.5
5540.004434739638 0.1+/-1.5
5540.776373904433 0.1+/-1.5
5540.998392384886 0.1+/-1.5
5541.7702649516605 0.1+/-1.5
5541.99234948218 0.1+/-1.5
5542.764156546509 0.1+/-1.5
5542.986306032171 0.1+/-1.5
5543.758048688342 0.1+/-1.5
5543.980262035507 0.1+/-1.5
5544.751941376521 0.1+/-1.5
5544.974217492805 0.2+/-1.5
5545.745834610429 0.1+/-1.5
5545.968172404668 0.1+/-1.5
5546.739728389475 0.1+/-1.5
5546.962126771707 0.1+/-1.5
5547.733622713034 0.2+/-1.5
5547.956080594518 0.2+/-1.5
5548.727517580534 0.2+/-1.5
5548.950033873677 0.2+/-1.5
5549.721412991406 0.1+/-1.5
5549.943986609748 0.1+/-1.5
5550.715308945079 0.2+/-1.5
5550.9379388033 0.2+/-1.5
5551.709205441002 0.1+/-1.5
5551.931890454876 0.1+/-1.5
5552.70310247863 0.1+/-1.5
5552.925841565001 0.2+/-1.5
5553.697000057428 0.2+/-1.5
5553.919792134231 0.2+/-1.5
5554.6908981768875 0.1+/-1.5
5554.913742163056 0.1+/-1.5
5555.684796836486 0.1+/-1.5
5555.907691651984 0.1+/-1.5
5556.678696035729 0.1+/-1.5
5556.901640601514 0.2+/-1.5
5557.672595774133 0.2+/-1.5
5557.895589012132 0.2+/-1.5
5558.666496051218 0.1+/-1.5
5558.889536884302 0.1+/-1.5
5559.6603968665095 0.1+/-1.5
5559.883484218484 0.1+/-1.5
5560.6542982195615 0.2+/-1.5
5560.87743101514 0.2+/-1.5
5561.648200109923 0.1+/-1.5
5561.8713772747005 0.3+/-1.5
5562.642102537163 0.3+/-1.5
5562.8653229976 0.1+/-1.5
5563.636005500856 0.1+/-1.5
5563.859268184252 0.2+/-1.5
5564.629909000582 0.2+/-1.5
5564.853212835071 0.2+/-1.5
5565.623813035946 0.4+/-1.5
5565.847156950448 0.4+/-1.5
5566.617717606559 0.2+/-1.5
5566.84110053078 0.1+/-1.5
5567.611622712031 0.2+/-1.5
5567.835043576436 0.2+/-1.5
5568.605528351987 0.1+/-1.5
5568.828986087779 0.2+/-1.5
5569.599434526079 0.2+/-1.5
5569.822928065172 0.2+/-1.5
5570.593341233948 0.2+/-1.5
5570.8168695089535 0.1+/-1.5
5571.587248475257 0.1+/-1.5
5571.810810419467 0.1+/-1.5
5572.581156249671 0.2+/-1.5
5572.804750797033 0.5+/-1.5
5573.575064556885 0.3+/-1.5
5573.798690641953 0.2+/-1.5
5574.568973396581 0.2+/-1.5
5574.792629954549 0.1+/-1.5
5575.562882768453 0.3+/-1.5
5575.786568735103 0.4+/-1.5
5576.556792672229 0.4+/-1.5
5576.7805069839005 0.3+/-1.5
5577.550703107621 0.3+/-1.5
