Depth(m) COT
5961.3858640001245 0.0+/-1.5
5962.2428431986855 0.0+/-1.5
5962.37948305645 0.0+/-1.5
5963.237073427534 0.0+/-1.5
5963.373100376446 0.0+/-1.5
5964.231305398343 0.0+/-1.5
5964.366715948843 0.0+/-1.5
5965.22553912241 0.0+/-1.5
5965.360329762285 0.0+/-1.5
5966.219774611163 0.0+/-1.5
5966.353941805285 0.0+/-1.5
5967.214011876132 0.0+/-1.5
5967.347552066265 0.0+/-1.5
5968.208250928955 0.0+/-1.5
5968.341160533524 0.1+/-1.5
5969.202491781396 0.1+/-1.5
5969.3347671952615 0.1+/-1.5
5970.196734445297 0.1+/-1.5
5970.328372039555 0.1+/-1.5
5971.190978932653 0.0+/-1.5
5971.321975054356 0.0+/-1.5
5972.18522525555 0.0+/-1.5
5972.3155762275355 0.1+/-1.5
5973.179473426199 0.0+/-1.5
5973.309175546811 0.0+/-1.5
5974.173723456925 0.1+/-1.5
5974.302772999801 0.1+/-1.5
5975.167975360176 0.0+/-1.5
5975.296368573995 0.0+/-1.5
5976.162229148513 0.0+/-1.5
5976.289962256781 0.0+/-1.5
5977.156484834637 0.1+/-1.5
5977.283554035392 0.0+/-1.5
5978.150742431351 0.0+/-1.5
5978.27714389695 0.0+/-1.5
5979.145001951589 0.1+/-1.5
5979.270731828473 0.1+/-1.5
5980.13926340842 0.1+/-1.5
5980.264317816823 0.2+/-1.5
5981.133526815036 0.2+/-1.5
5981.257901848739 0.2+/-1.5
5982.127792184756 0.3+/-1.5
5982.2514839108535 0.3+/-1.5
5983.122059531029 0.3+/-1.5
5983.245063989626 0.3+/-1.5
5984.116328867436 0.3+/-1.5
5984.238642071427 0.3+/-1.5
5985.110600207707 0.3+/-1.5
5985.232218142457 0.3+/-1.5
5986.104873565684 0.3+/-1.5
5986.225792188799 0.2+/-1.5
5987.099148955364 0.2+/-1.5
5987.219364196392 0.3+/-1.5
5988.093426390874 0.2+/-1.5
5988.212934151038 0.2+/-1.5
5989.087705886495 0.2+/-1.5
5989.206502038393 0.2+/-1.5
5990.081987456619 0.2+/-1.5
5990.200067843975 0.3+/-1.5
5991.076271115817 0.3+/-1.5
5991.193631553156 0.3+/-1.5
5992.070556878793 0.3+/-1.5
5992.1871931511505 0.2+/-1.5
5993.064844760392 0.2+/-1.5
5993.180752623039 0.3+/-1.5
5994.059134775616 0.2+/-1.5
5994.174309953747 0.1+/-1.5
5995.053426939612 0.2+/-1.5
5995.167865128041 0.2+/-1.5
5996.047721267698 0.2+/-1.5
5996.161418130553 0.2+/-1.5
5997.042017775317 0.2+/-1.5
5997.15496894573 0.2+/-1.5
5998.036316478087 0.2+/-1.5
5998.148517557884 0.2+/-1.5
5999.030617391794 0.2+/-1.5
5999.142063951159 0.2+/-1.5
6000.024920532373 0.2+/-1.5
6000.135608109543 0.2+/-1.5
6001.019225915908 0.3+/-1.5
6001.12915001685 0.2+/-1.5
6002.013533558679 0.2+/-1.5
6002.122689656723 0.2+/-1.5
6003.007843477109 0.2+/-1.5
6003.116227012661 0.2+/-1.5
6004.002155687808 0.2+/-1.5
6004.109762067979 0.2+/-1.5
6004.996470207528 0.2+/-1.5
6005.103294805811 0.2+/-1.5
6005.990787053234 0.1+/-1.5
6006.096825209119 0.2+/-1.5
6006.985106242029 0.2+/-1.5
6007.090353260717 0.2+/-1.5
6007.979427791224 0.2+/-1.5
6008.083878943194 0.2+/-1.5
6008.973751718296 0.2+/-1.5
6009.077402238995 0.2+/-1.5
6009.968078040899 0.3+/-1.5
6010.070923130362 0.2+/-1.5
6010.9624067768755 0.2+/-1.5
6011.064441599353 0.3+/-1.5
6011.956737944271 0.2+/-1.5
6012.057957627849 0.3+/-1.5
6012.951071561304 0.3+/-1.5
6013.051471197524 0.3+/-1.5
6013.9454076463735 0.2+/-1.5
6014.044982289878 0.3+/-1.5
6014.939746218107 0.2+/-1.5
6015.038490886195 0.2+/-1.5
6015.934087295298 0.3+/-1.5
6016.031996967569 0.3+/-1.5
6016.928430896957 0.2+/-1.5
6017.0255005149 0.2+/-1.5
6017.922777042291 0.2+/-1.5
6018.019001508883 0.2+/-1.5
6018.917125750712 0.2+/-1.5
6019.012499929985 0.2+/-1.5
6019.911477041842 0.2+/-1.5
6020.005995758503 0.2+/-1.5
6020.905830935495 0.2+/-1.5
6020.999488974487 0.2+/-1.5
6021.90018745173 0.2+/-1.5
6021.992979557794 0.2+/-1.5
6022.894546610804 0.3+/-1.5
6022.986467488056 0.3+/-1.5
6023.888908433191 0.3+/-1.5
6023.979952744684 0.2+/-1.5
6024.883272939587 0.3+/-1.5
6024.973435306864 0.2+/-1.5
6025.877640150923 0.3+/-1.5
6025.966915153556 0.3+/-1.5
6026.8720100883465 0.2+/-1.5
6026.960392263504 0.3+/-1.5
6027.866382773229 0.3+/-1.5
6027.953866615207 0.3+/-1.5
6028.8607582272025 0.3+/-1.5
6028.947338186934 0.3+/-1.5
6029.855136472108 0.3+/-1.5
6029.9408069567025 0.4+/-1.5
6030.849517530041 0.3+/-1.5
6030.934272902317 0.3+/-1.5
6031.843901423334 0.3+/-1.5
6031.927736001301 0.3+/-1.5
6032.838288174571 0.3+/-1.5
6032.921196230952 0.3+/-1.5
6033.832677806594 0.2+/-1.5
6033.914653568323 0.2+/-1.5
6034.8270703424705 0.2+/-1.5
6034.908107990189 0.2+/-1.5
6035.821465805557 0.2+/-1.5
6035.901559473076 0.2+/-1.5
6036.815864219455 0.2+/-1.5
6036.895007993257 0.3+/-1.5
6037.810265608027 0.3+/-1.5
6037.888453526735 0.3+/-1.5
6038.804669995411 0.3+/-1.5
6038.881896049226 0.3+/-1.5
6039.799077406008 0.3+/-1.5
6039.875335536197 0.3+/-1.5
6040.793487864505 0.4+/-1.5
6040.8687719628215 0.4+/-1.5
6041.787901395863 0.3+/-1.5
6041.8622053040035 0.4+/-1.5
6042.782318025319 0.3+/-1.5
6042.855635534357 0.3+/-1.5
6043.776737778412 0.3+/-1.5
6043.849062628203 0.4+/-1.5
6044.771160680952 0.3+/-1.5
6044.842486559572 0.2+/-1.5
6045.765586759068 0.2+/-1.5
6045.835907302201 0.1+/-1.5
6046.760016039164 0.3+/-1.5
6046.829324829518 0.5+/-1.5
6047.7544485479675 0.5+/-1.5
6047.822739114666 0.4+/-1.5
6048.748884312504 0.4+/-1.5
6048.81615013045 0.5+/-1.5
6049.743323360103 0.4+/-1.5
6049.809557849373 0.4+/-1.5
6050.737765718438 0.4+/-1.5
6050.802962243623 0.4+/-1.5
6051.732211415475 0.4+/-1.5
6051.796363285061 0.4+/-1.5
6052.726660479516 0.4+/-1.5
6052.789760945212 0.4+/-1.5
6053.7211129391935 0.4+/-1.5
6053.783155195284 0.4+/-1.5
6054.715568823485 0.4+/-1.5
6054.776546006141 0.4+/-1.5
6055.710028161689 0.4+/-1.5
6055.769933348298 0.4+/-1.5
6056.704490983461 0.4+/-1.5
6056.763317191917 0.4+/-1.5
6057.698957318812 0.4+/-1.5
6057.756697506833 0.4+/-1.5
6058.693427198097 0.4+/-1.5
6058.750074262501 0.4+/-1.5
6059.687900652044 0.4+/-1.5
6059.743447428009 0.4+/-1.5
6060.682377711727 0.4+/-1.5
6060.7368169720985 0.4+/-1.5
6061.676858408603 0.4+/-1.5
6061.730182863117 0.4+/-1.5
6062.671342774521 0.4+/-1.5
6062.723545069046 0.4+/-1.5
6063.66583084169 0.4+/-1.5
6063.716903557463 0.4+/-1.5
6064.660322642711 0.4+/-1.5
6064.710258295579 0.4+/-1.5
6065.654818210589 0.4+/-1.5
6065.703609250193 0.4+/-1.5
6066.649317578715 0.4+/-1.5
6066.6969563877 0.4+/-1.5
6067.643820780901 0.4+/-1.5
6067.690299674088 0.4+/-1.5
6068.638327851367 0.4+/-1.5
6068.683639074949 0.4+/-1.5
6069.632838824743 0.4+/-1.5
6069.676974555411 0.4+/-1.5
6070.627353736087 0.4+/-1.5
6070.670306080219 0.4+/-1.5
6071.621872620885 0.4+/-1.5
6071.663633613653 0.4+/-1.5
6072.616395515073 0.4+/-1.5
6072.656957119573 0.4+/-1.5
6073.610922455037 0.5+/-1.5
6073.650276561372 0.4+/-1.5
6074.605453477576 0.4+/-1.5
6074.643591901999 0.4+/-1.5
6075.5999886199825 0.4+/-1.5
6075.6369031039385 0.4+/-1.5
6076.594527920017 0.4+/-1.5
6076.630210129216 0.4+/-1.5
6077.589071415887 0.3+/-1.5
6077.623512939358 0.4+/-1.5
6078.583619146287 0.4+/-1.5
6078.616811495437 0.3+/-1.5
6079.5781711504205 0.3+/-1.5
6079.610105758008 0.4+/-1.5
6080.572727467966 0.4+/-1.5
6080.603395687136 0.4+/-1.5
6081.5672881391065 0.4+/-1.5
6081.596681242387 0.5+/-1.5
6082.561853204532 0.4+/-1.5
6082.589962382799 0.4+/-1.5
6083.556422705475 0.4+/-1.5
6083.583239066903 0.4+/-1.5
6084.5509966836635 0.4+/-1.5
6084.576511252685 0.4+/-1.5
6085.545575181386 0.4+/-1.5
6085.569778897587 0.4+/-1.5
6086.540158241454 0.4+/-1.5
6086.563041958522 0.4+/-1.5
6087.534745907256 0.4+/-1.5
6087.556300391834 0.5+/-1.5
6088.529338222728 0.5+/-1.5
6088.549554153293 0.4+/-1.5
6089.523935232363 0.4+/-1.5
6089.542803198108 0.4+/-1.5
6090.518536981269 0.4+/-1.5
6090.536047480901 0.4+/-1.5
6091.513143515107 0.4+/-1.5
6091.529286955688 0.3+/-1.5
6092.507754880166 0.3+/-1.5
6092.522521575896 0.3+/-1.5
6093.502371123325 0.3+/-1.5
6093.515751294324 0.3+/-1.5
6094.496992292091 0.3+/-1.5
6094.508976063157 0.3+/-1.5
6095.491618434599 0.3+/-1.5
6095.502195833941 0.4+/-1.5
6096.486249599619 0.4+/-1.5
6096.49541055759 0.4+/-1.5
6097.480885836582 0.3+/-1.5
6097.488620184337 0.4+/-1.5
6098.475527195562 0.4+/-1.5
6098.481824663768 0.4+/-1.5
6099.470173727318 0.4+/-1.5
6099.475023944791 0.4+/-1.5
6100.464825483294 0.4+/-1.5
6100.468217975614 0.4+/-1.5
6101.4594825156255 0.4+/-1.5
6101.461406703752 0.4+/-1.5
6102.4541448771515 0.4+/-1.5
6102.454590076013 0.4+/-1.5
6103.448812621424 0.4+/-1.5
6103.4477680384625 0.4+/-1.5
6104.443485802738 0.3+/-1.5
6104.440940536455 0.4+/-1.5
6105.438164476122 0.5+/-1.5
6105.4341075145785 0.4+/-1.5
6106.4328486973745 0.4+/-1.5
6106.4272689166455 0.4+/-1.5
6107.427538523038 0.4+/-1.5
6107.420424685737 0.4+/-1.5
6108.422234010471 0.4+/-1.5
6108.413574764099 0.4+/-1.5
6109.416935217783 0.4+/-1.5
6109.406719093197 0.5+/-1.5
6110.411642203928 0.4+/-1.5
6110.399857613688 0.4+/-1.5
6111.406355028675 0.4+/-1.5
6111.392990265378 0.4+/-1.5
6112.401073752632 0.4+/-1.5
6112.386116987246 0.4+/-1.5
6113.395798437242 0.4+/-1.5
6113.379237717401 0.4+/-1.5
6114.390529144841 0.4+/-1.5
6114.372352393077 0.4+/-1.5
6115.385265938632 0.4+/-1.5
6115.365460950631 0.4+/-1.5
6116.380008882711 0.3+/-1.5
6116.358563325497 0.3+/-1.5
6117.3747580421 0.3+/-1.5
6117.3516594521925 0.3+/-1.5
6118.369513482757 0.3+/-1.5
6118.3447492642945 0.4+/-1.5
6119.364275271565 0.4+/-1.5
6119.3378326944385 0.4+/-1.5
6120.35904347639 0.4+/-1.5
6120.330909674269 0.4+/-1.5
6121.3538181660715 0.4+/-1.5
6121.323980134449 0.3+/-1.5
6122.348599410448 0.3+/-1.5
6122.317044004636 0.4+/-1.5
6123.343387280372 0.3+/-1.5
6123.31010121345 0.3+/-1.5
6124.338181847752 0.3+/-1.5
6124.3031516884785 0.3+/-1.5
6125.332983185514 0.3+/-1.5
6125.296195356235 0.3+/-1.5
6126.327791367698 0.3+/-1.5
6126.2892321421605 0.3+/-1.5
6127.322606469423 0.3+/-1.5
6127.282261970581 0.3+/-1.5
6128.317428566894 0.3+/-1.5
6128.2752847647025 0.3+/-1.5
6129.312257737498 0.3+/-1.5
6129.268300446571 0.4+/-1.5
6130.307094059745 0.3+/-1.5
6130.261308937111 0.3+/-1.5
6131.301937613336 0.3+/-1.5
6131.2543101559995 0.4+/-1.5
6132.296788479172 0.3+/-1.5
6132.247304021743 0.3+/-1.5
6133.2916467393625 0.3+/-1.5
6133.2402904516075 0.3+/-1.5
6134.286512477282 0.4+/-1.5
6134.233269361576 0.4+/-1.5
6135.281385777564 0.3+/-1.5
6135.226240666397 0.2+/-1.5
6136.276266726129 0.2+/-1.5
6136.219204279473 0.3+/-1.5
6137.271155410219 0.2+/-1.5
6137.212160112891 0.3+/-1.5
6138.266051918435 0.3+/-1.5
6138.205108077386 0.3+/-1.5
6139.260956340721 0.3+/-1.5
6139.198048082309 0.3+/-1.5
6140.255868768437 0.3+/-1.5
6140.190980035595 0.3+/-1.5
6141.2507892943495 0.3+/-1.5
6141.183903843749 0.3+/-1.5
6142.245718012698 0.3+/-1.5
6142.176819411815 0.3+/-1.5
6143.24065501917 0.3+/-1.5
6143.169726643328 0.4+/-1.5
6144.2356004109815 0.3+/-1.5
6144.162625440331 0.3+/-1.5
6145.23055428688 0.3+/-1.5
6145.155515703276 0.3+/-1.5
6146.2255167471985 0.3+/-1.5
6146.148397331061 0.3+/-1.5
6147.220487893826 0.3+/-1.5
6147.1412702209545 0.4+/-1.5
6148.215467830327 0.5+/-1.5
6148.134134268584 0.4+/-1.5
6149.210456661912 0.3+/-1.5
6149.1269893678955 0.3+/-1.5
6150.205454495476 0.3+/-1.5
6150.119835411121 0.3+/-1.5
6151.200461439666 0.3+/-1.5
6151.112672288739 0.3+/-1.5
6152.195477604899 0.3+/-1.5
6152.105499889449 0.4+/-1.5
6153.19050310336 0.4+/-1.5
6153.098318100129 0.4+/-1.5
6154.185538049112 0.4+/-1.5
6154.091126805798 0.4+/-1.5
6155.180582558083 0.4+/-1.5
6155.083925889567 0.4+/-1.5
6156.175636748096 0.4+/-1.5
6156.07671523264 0.3+/-1.5
6157.170700738969 0.4+/-1.5
6157.069494714217 0.3+/-1.5
6158.165774652472 0.3+/-1.5
6158.0622642115 0.4+/-1.5
6159.160858612457 0.5+/-1.5
6159.055023599606 0.3+/-1.5
6160.155952744818 0.3+/-1.5
6160.047772751583 0.4+/-1.5
6161.151057177606 0.4+/-1.5
6161.04051153832 0.4+/-1.5
6162.146172041022 0.3+/-1.5
6162.033239828496 0.3+/-1.5
6163.141297467471 0.3+/-1.5
6163.025957488572 0.4+/-1.5
6164.13643359165 0.4+/-1.5
6164.018664382707 0.4+/-1.5
6165.13158055056 0.4+/-1.5
6165.011360372753 0.4+/-1.5
6166.126738483546 0.3+/-1.5
6166.004045318132 0.4+/-1.5
6167.121907532374 0.3+/-1.5
6166.996719075867 0.4+/-1.5
6168.117087841288 0.4+/-1.5
6167.989381500462 0.4+/-1.5
6169.112279557019 0.3+/-1.5
6168.982032443894 0.3+/-1.5
6170.107482828898 0.4+/-1.5
6169.974671755537 0.3+/-1.5
6171.102697808884 0.3+/-1.5
6170.967299282093 0.4+/-1.5
6172.097924651614 0.4+/-1.5
6171.959914867562 0.4+/-1.5
6173.093163514472 0.4+/-1.5
6172.952518353166 0.4+/-1.5
6174.088414557651 0.4+/-1.5
6173.945109577271 0.4+/-1.5
6175.083677944218 0.4+/-1.5
6174.937688375358 0.3+/-1.5
6176.07895384018 0.4+/-1.5
6175.930254579928 0.4+/-1.5
6177.074242414545 0.4+/-1.5
6176.922808020449 0.4+/-1.5
6178.069543839377 0.4+/-1.5
6177.915348523287 0.4+/-1.5
6179.064858289903 0.4+/-1.5
6178.907875911624 0.4+/-1.5
6180.060185944532 0.4+/-1.5
6179.900390005412 0.3+/-1.5
6181.055526985003 0.3+/-1.5
6180.892890621262 0.3+/-1.5
6182.050881596369 0.4+/-1.5
6181.885377572378 0.4+/-1.5
6183.046249967164 0.3+/-1.5
6182.877850668506 0.4+/-1.5
6184.041632289397 0.4+/-1.5
6183.870309715813 0.4+/-1.5
6185.03702875873 0.4+/-1.5
6184.8627545168465 0.3+/-1.5
6186.032439574472 0.3+/-1.5
6185.855184870388 0.3+/-1.5
6187.027864939733 0.3+/-1.5
6186.847600571422 0.3+/-1.5
6188.023305061468 0.3+/-1.5
6187.840001411015 0.3+/-1.5
6189.018760150598 0.3+/-1.5
6188.832387176247 0.3+/-1.5
6190.014230422096 0.3+/-1.5
6189.824757650076 0.3+/-1.5
6191.009716095082 0.4+/-1.5
6190.817112611272 0.3+/-1.5
6192.005217392917 0.3+/-1.5
6191.809451834308 0.3+/-1.5
6193.000734543336 0.3+/-1.5
6192.801775089231 0.3+/-1.5
6193.996267778503 0.3+/-1.5
6193.794082141601 0.2+/-1.5
6194.991817335184 0.3+/-1.5
6194.786372752348 0.3+/-1.5
6195.987383454806 0.2+/-1.5
6195.778646677641 0.2+/-1.5
6196.9829663835935 0.2+/-1.5
6196.7709036688175 0.2+/-1.5
6197.978566372692 0.2+/-1.5
6197.763143472221 0.2+/-1.5
6198.9741836783 0.2+/-1.5
6198.755365829094 0.2+/-1.5
6199.969818561764 0.2+/-1.5
6199.747570475459 0.2+/-1.5
6200.965471289745 0.3+/-1.5
6200.739757141956 0.3+/-1.5
6201.961142134321 0.3+/-1.5
6201.731925553718 0.3+/-1.5
6202.956831373163 0.2+/-1.5
6202.724075430252 0.2+/-1.5
6203.952539289642 0.2+/-1.5
6203.71620648528 0.3+/-1.5
6204.948266173 0.3+/-1.5
6204.708318426565 0.4+/-1.5
6205.944012318487 0.3+/-1.5
6205.700410955782 0.3+/-1.5
6206.939778027537 0.3+/-1.5
6206.692483768359 0.3+/-1.5
6207.935563607917 0.3+/-1.5
6207.684536553293 0.3+/-1.5
6208.9313693738795 0.3+/-1.5
6208.676568993016 0.2+/-1.5
6209.927195646383 0.2+/-1.5
6209.668580763177 0.2+/-1.5
6210.923042753218 0.2+/-1.5
6210.660571532486 0.2+/-1.5
6211.918911029198 0.3+/-1.5
6211.652540962525 0.2+/-1.5
6212.914800816401 0.3+/-1.5
6212.644488707553 0.2+/-1.5
6213.910712464287 0.3+/-1.5
6213.636414414305 0.3+/-1.5
6214.90664632997 0.3+/-1.5
6214.628317721783 0.3+/-1.5
6215.902602778385 0.3+/-1.5
6215.6201982610655 0.3+/-1.5
6216.898582182516 0.2+/-1.5
6216.612055655039 0.2+/-1.5
6217.8945849236225 0.2+/-1.5
6217.603889518238 0.3+/-1.5
6218.890611391466 0.3+/-1.5
6218.595699456561 0.3+/-1.5
6219.88666198455 0.2+/-1.5
6219.587485067043 0.3+/-1.5
6220.882737110359 0.3+/-1.5
6220.579245937599 0.3+/-1.5
6221.87883718562 0.3+/-1.5
6221.570981646791 0.3+/-1.5
6222.874962636579 0.3+/-1.5
6222.562691763513 0.3+/-1.5
6223.871113899248 0.3+/-1.5
6223.554375846771 0.3+/-1.5
6224.867291419692 0.3+/-1.5
6224.546033445356 0.3+/-1.5
6225.863495654346 0.3+/-1.5
6225.537664097544 0.3+/-1.5
6226.859727070271 0.3+/-1.5
6226.529267330815 0.3+/-1.5
6227.855986145526 0.3+/-1.5
6227.52084266153 0.3+/-1.5
6228.8522733694435 0.3+/-1.5
6228.512389594587 0.3+/-1.5
6229.848589242974 0.3+/-1.5
6229.503907623082 0.3+/-1.5
6230.844934279037 0.2+/-1.5
6230.495396227977 0.2+/-1.5
6231.841309002903 0.2+/-1.5
6231.486854877704 0.2+/-1.5
6232.837713952519 0.3+/-1.5
6232.4782830278045 0.3+/-1.5
6233.8341496789535 0.3+/-1.5
6233.469680120541 0.3+/-1.5
6234.830616746733 0.3+/-1.5
6234.461045584472 0.3+/-1.5
6235.827115734309 0.3+/-1.5
6235.452378834037 0.3+/-1.5
6236.823647234463 0.3+/-1.5
6236.443679269112 0.3+/-1.5
6237.820211854749 0.3+/-1.5
6237.434946274592 0.3+/-1.5
6238.816810217991 0.3+/-1.5
6238.4261792198395 0.3+/-1.5
6239.813442962714 0.3+/-1.5
6239.417377458288 0.3+/-1.5
6240.810110743685 0.3+/-1.5
6240.408540326859 0.3+/-1.5
6241.806814232413 0.3+/-1.5
6241.399667145473 0.3+/-1.5
6242.803554117679 0.3+/-1.5
6242.3907572165 0.3+/-1.5
6243.800331106124 0.3+/-1.5
6243.381809824156 0.3+/-1.5
6244.7971459228065 0.3+/-1.5
6244.372824233958 0.3+/-1.5
6245.793999311808 0.3+/-1.5
6245.363799692067 0.3+/-1.5
6246.790892036872 0.3+/-1.5
6246.354735424665 0.4+/-1.5
6247.7878248820425 0.4+/-1.5
6247.345630637299 0.3+/-1.5
6248.784798652363 0.3+/-1.5
6248.336484514183 0.3+/-1.5
6249.781814174563 0.2+/-1.5
6249.327296217441 0.2+/-1.5
6250.7788722978285 0.2+/-1.5
6250.318064886414 0.2+/-1.5
6251.775973894503 0.2+/-1.5
6251.308789636845 0.2+/-1.5
6252.773119860949 0.2+/-1.5
6252.2994695600655 0.2+/-1.5
6253.770311118353 0.2+/-1.5
6253.290103722165 0.2+/-1.5
6254.767548613581 0.2+/-1.5
6254.28069116309 0.2+/-1.5
6255.764833320101 0.2+/-1.5
6255.271230895727 0.2+/-1.5
6256.762166238905 0.3+/-1.5
6256.261721904955 0.2+/-1.5
6257.759548399494 0.2+/-1.5
6257.252163146631 0.2+/-1.5
6258.75698086091 0.2+/-1.5
6258.242553546548 0.2+/-1.5
6259.754464712798 0.2+/-1.5
6259.232891999373 0.3+/-1.5
6260.752001076501 0.2+/-1.5
6260.223177367444 0.2+/-1.5
6261.749591106235 0.2+/-1.5
6261.213408479664 0.3+/-1.5
6262.747235990325 0.3+/-1.5
6262.203584130206 0.3+/-1.5
6263.744936952431 0.3+/-1.5
6263.193703077226 0.3+/-1.5
6264.742695252904 0.3+/-1.5
6264.183764041518 0.3+/-1.5
6265.740512190135 0.3+/-1.5
6265.173765705123 0.3+/-1.5
6266.738389102066 0.2+/-1.5
6266.1637067097845 0.3+/-1.5
6267.73632736763 0.3+/-1.5
6267.153585655464 0.3+/-1.5
6268.734328408378 0.3+/-1.5
6268.143401098683 0.3+/-1.5
6269.732393690138 0.3+/-1.5
6269.133151550842 0.3+/-1.5
6270.730524724741 0.3+/-1.5
6270.1228354764335 0.3+/-1.5
6271.728723071823 0.3+/-1.5
6271.112451291201 0.3+/-1.5
6272.726990340756 0.2+/-1.5
6272.1019973601515 0.2+/-1.5
6273.725328192641 0.2+/-1.5
6273.091471995554 0.2+/-1.5
6274.723738342415 0.3+/-1.5
6274.080873454751 0.3+/-1.5
6275.722222560998 0.2+/-1.5
6275.070199937947 0.3+/-1.5
6276.7207826776485 0.3+/-1.5
6276.059449585816 0.3+/-1.5
6277.719420582374 0.3+/-1.5
6277.048620477049 0.3+/-1.5
6278.718138228455 0.3+/-1.5
6278.0377106257165 0.3+/-1.5
6279.716937635121 0.3+/-1.5
6279.026717978575 0.3+/-1.5
6280.715820890392 0.3+/-1.5
6280.015640412131 0.3+/-1.5
6281.714790153972 0.3+/-1.5
6281.004475729666 0.3+/-1.5
6282.713847660396 0.3+/-1.5
6281.993221658022 0.3+/-1.5
6283.712995722276 0.3+/-1.5
6282.981875844257 0.3+/-1.5
6284.712236733757 0.3+/-1.5
6283.970435852121 0.3+/-1.5
6285.711573174138 0.3+/-1.5
6284.958899158328 0.3+/-1.5
6286.711007611672 0.3+/-1.5
6285.947263148629 0.3+/-1.5
6287.710542707621 0.3+/-1.5
6286.935525113704 0.3+/-1.5
6288.710181220482 0.3+/-1.5
6287.923682244766 0.3+/-1.5
6289.709926010469 0.3+/-1.5
6288.911731628976 0.3+/-1.5
6290.709780044255 0.3+/-1.5
6289.8996702445775 0.3+/-1.5
6291.7097463999735 0.3+/-1.5
6290.887494955744 0.3+/-1.5
6292.709828272478 0.3+/-1.5
6291.875202507184 0.3+/-1.5
6293.710028978964 0.3+/-1.5
6292.862789518353 0.3+/-1.5
6294.710351964838 0.3+/-1.5
6293.850252477396 0.3+/-1.5
6295.710800810002 0.3+/-1.5
6294.837587734708 0.3+/-1.5
6296.711379235464 0.3+/-1.5
6295.82479149612 0.4+/-1.5
6297.712091110378 0.3+/-1.5
6296.811859815649 0.3+/-1.5
6298.712940459475 0.3+/-1.5
6297.798788587845 0.3+/-1.5
6299.713931470946 0.3+/-1.5
6298.785573539669 0.3+/-1.5
6300.715068504848 0.3+/-1.5
6299.772210221811 0.3+/-1.5
6301.716356102011 0.3+/-1.5
6300.758693999565 0.3+/-1.5
6302.717798993482 0.3+/-1.5
6301.745020043018 0.3+/-1.5
6303.719402110621 0.3+/-1.5
6302.731183316709 0.3+/-1.5
6304.7211705957825 0.3+/-1.5
6303.717178568537 0.3+/-1.5
6305.723109813719 0.3+/-1.5
6304.703000318022 0.3+/-1.5
6306.7252253637935 0.3+/-1.5
6305.688642843737 0.4+/-1.5
6307.727523092836 0.4+/-1.5
6306.674100169921 0.3+/-1.5
6308.730009109098 0.3+/-1.5
6307.65936605221 0.3+/-1.5
6309.732689796912 0.3+/-1.5
6308.644433962335 0.3+/-1.5
6310.735571832519 0.3+/-1.5
6309.629297071851 0.3+/-1.5
6311.7386622009435 0.3+/-1.5
6310.613948234654 0.3+/-1.5
6312.741968214043 0.3+/-1.5
6311.598379968301 0.3+/-1.5
6313.74549752984 0.3+/-1.5
6312.582584434006 0.3+/-1.5
6314.749258173269 0.4+/-1.5
6313.566553415132 0.4+/-1.5
6315.753258558401 0.4+/-1.5
6314.550278294202 0.5+/-1.5
6316.75750751232 0.4+/-1.5
6315.533750028116 0.5+/-1.5
6317.762014300775 0.5+/-1.5
6316.516959121576 0.4+/-1.5
6318.766788655786 0.4+/-1.5
6317.499895598451 0.4+/-1.5
6319.771840805299 0.4+/-1.5
6318.48254897093 0.4+/-1.5
6320.777181505246 0.3+/-1.5
6319.464908206374 0.4+/-1.5
6321.78282207399 0.3+/-1.5
6320.446961691372 0.4+/-1.5
6322.788774429637 0.4+/-1.5
6321.428697193092 0.4+/-1.5
6323.795051130202 0.4+/-1.5
6322.410101817411 0.4+/-1.5
6324.801665417234 0.3+/-1.5
6323.391161963613 0.3+/-1.5
6325.8086312628975 0.5+/-1.5
6324.371863275317 0.4+/-1.5
6326.815963421069 0.3+/-1.5
6325.352190587285 0.4+/-1.5
6327.8236774827865 0.3+/-1.5
6326.3321278676185 0.4+/-1.5
6328.831789936496 0.3+/-1.5
6327.311658154989 0.3+/-1.5
6329.840318233498 0.3+/-1.5
6328.290763490269 0.2+/-1.5
6330.849280859335 0.3+/-1.5
6329.269424842093 0.3+/-1.5
6331.858697411508 0.3+/-1.5
6330.247622025619 0.4+/-1.5
6332.868588684363 0.3+/-1.5
6331.225333613807 0.3+/-1.5
6333.878976761869 0.5+/-1.5
6332.202536840379 0.4+/-1.5
6334.88988511918 0.5+/-1.5
6333.179207493526 0.4+/-1.5
6335.901338733876 0.3+/-1.5
6334.155319799358 0.4+/-1.5
6336.91336420817 0.5+/-1.5
6335.130846293832 0.3+/-1.5
6337.925989903079 0.3+/-1.5
6336.105757681968 0.4+/-1.5
6338.939246086326 0.3+/-1.5
6337.08002268265 0.3+/-1.5
6339.953165095202 0.4+/-1.5
6338.05360785745 0.4+/-1.5
6340.967781516554 0.4+/-1.5
6339.02647742136 0.2+/-1.5
6341.983132385844 0.3+/-1.5
6339.998593033351 0.5+/-1.5
6342.999257407721 0.4+/-1.5
6340.969913563995 0.4+/-1.5
6344.016199200913 0.4+/-1.5
6341.940394837286 0.4+/-1.5
6345.034003570458 0.4+/-1.5
6342.909989343294 0.3+/-1.5
6346.052719811252 0.4+/-1.5
6343.878645917574 0.4+/-1.5
