Depth(m) COT DT GR NPHI RHOB
5093.9046 3.348620826187259 58.43131 106.7373 1.061194 2.580084
5094.104600000001 3.196268260813461 57.60556 102.4288 0.9842287 2.57228
5094.3046 3.051322396628022 57.40146 98.32107 1.038822 2.559943
5094.5046 3.041482440484678 57.8073 98.02646 1.02667 2.555196
5094.704600000001 3.2622753136761453 58.41037 104.2667 0.9464338 2.552931
5094.9046 3.502944719594859 59.99939 111.0824 1.249945 2.550951
5095.104600000001 3.374710147988206 61.7692 107.4773 1.822681 2.551399
5095.3046 3.3971923093406744 62.81154 108.1287 2.180263 2.550638
5095.5046 3.667703974592362 64.17683 115.7816 2.803393 2.551403
5095.704600000001 4.288735631427646 65.11836 133.3361 4.81134 2.555754
5095.9046 4.891852756134762 65.15173 150.3844 6.778037 2.558266
5096.104600000001 4.990422345638407 64.3755 153.1754 6.530712 2.560642
5096.3046 4.457579608335497 63.17354 138.1192 5.22017 2.565501
5096.5046 4.122030266767002 61.45599 128.6373 4.219118 2.568012
5096.704600000001 4.091544754409114 60.75975 127.7726 3.500677 2.569067
5096.9046 4.172014384741047 60.65059 130.0396 3.429704 2.56705
5097.104600000001 4.013163512964791 60.42292 125.5445 3.506826 2.568975
5097.3046 3.9553829714803657 60.30497 123.9021 3.472251 2.573871
5097.5046 3.957170507882858 60.36464 123.9457 3.235871 2.567209
5097.704600000001 3.920067611553822 60.62918 122.8969 3.037683 2.556482
5097.9046 3.8903560256449974 61.14153 122.059 3.178276 2.557808
5098.104600000001 3.9957317337820495 61.626 125.0433 3.367485 2.567137
5098.3046 4.175609656807845 62.65699 130.1345 3.363752 2.5673
5098.5046 4.718242821982286 64.09886 145.4812 4.023426 2.56757
5098.704600000001 5.468446751642438 64.05018 166.6939 5.421336 2.577013
5098.9046 5.534947898361021 63.47893 168.5754 5.954869 2.587636
5099.104600000001 4.826455520609059 62.2728 148.5487 4.961631 2.579317
5099.3046 3.851552911701 60.59654 121.0001 3.459167 2.566416
5099.5046 3.5924534167632163 59.67871 113.6689 2.530335 2.566223
5099.704600000001 3.7574197972897467 59.61386 118.2961 1.982496 2.573199
5099.9046 3.898675268194432 59.77929 122.2668 1.840318 2.589836
5100.104600000001 3.861643131698103 60.50958 121.2293 2.185082 2.609796
5100.3046 4.02098238458976 61.57433 125.7555 3.189857 2.613262
5100.5046 4.021820843516622 62.2388 125.7816 4.891968 2.609319
5100.704600000001 3.652575992651302 61.94006 115.3334 6.458251 2.610702
5100.9046 3.305557165975119 60.7313 105.5131 6.359948 2.608809
5101.104600000001 3.298548485859114 59.63544 105.2813 3.746216 2.618849
5101.3046 3.412522228610773 58.78936 108.4624 1.812256 2.632886
5101.5046 3.4065283424439974 58.73845 108.2692 1.775585 2.630885
5101.704600000001 3.279508437924238 59.36161 104.6853 2.322336 2.617452
5101.9046 2.966495341005525 59.59234 95.85401 3.25476 2.581776
5102.104600000001 2.9675112966645645 59.83073 95.88432 4.33691 2.543898
5102.3046 2.8963958543273014 59.83715 93.84698 3.79151 2.53159
5102.5046 2.800791570702827 59.8852 91.16436 2.583514 2.531754
5102.704600000001 2.7243240659943 60.58853 89.02584 2.130262 2.545975
5102.9046 2.921629457622872 61.35259 94.65023 2.263976 2.569444
5103.104600000001 3.077346648457964 61.61372 99.0933 3.062001 2.546648
5103.3046 3.3894920692691444 62.28875 107.9342 4.233782 2.491804
5103.5046 3.412435034142762 62.03939 108.6051 4.886605 2.466462
5103.704600000001 3.383893306932929 60.96839 107.8038 4.275996 2.473977
5103.9046 3.4104319741284668 61.10314 108.5253 3.064502 2.47557
5104.104600000001 3.679391546998379 62.0884 116.1361 2.646845 2.497416
5104.3046 4.179327931432526 64.10522 130.3066 4.755819 2.536051
5104.5046 4.653591765584769 66.48038 143.7369 7.091988 2.562856
5104.704600000001 5.565143871467341 67.13256 169.5045 7.913782 2.560874
5104.9046 6.484541276021317 67.40865 195.4712 9.696736 2.540843
5105.104600000001 6.402372071083329 66.92223 193.1318 13.21357 2.513422
5105.3046 5.631561623761291 66.94619 171.3199 14.92246 2.496991
5105.5046 4.7972623914166945 66.9529 147.7162 13.93475 2.495688
5105.704600000001 4.329073204290572 66.76753 134.4796 13.04983 2.502479
5105.9046 4.100504898158254 66.67276 128.0409 13.25364 2.513054
5106.104600000001 3.848886901941764 66.92131 120.9579 13.53787 2.525932
5106.3046 3.7588356437801034 66.70035 118.4367 12.9957 2.547287
5106.5046 4.035279783951158 66.00171 126.2589 11.44993 2.570316
5106.704600000001 4.2357505199165395 64.72077 131.9237 9.501171 2.575109
5106.9046 4.238907447294812 63.1893 132.0023 7.318093 2.54633
5107.104600000001 4.236440123224305 62.54416 131.8975 4.627263 2.513206
5107.3046 4.110934810742698 61.87494 128.3078 2.74672 2.503898
5107.5046 4.171970322855726 62.26261 130.0202 2.679175 2.511698
5107.704600000001 4.473646932088521 63.95178 138.5648 4.222058 2.520454
5107.9046 4.596007655368016 65.02143 142.0659 6.43923 2.523869
5108.104600000001 4.4873139930692965 65.31397 139.0152 7.155881 2.537605
5108.3046 4.356275506835243 65.25274 135.3103 7.760691 2.563395
5108.5046 4.44985867448487 64.3709 137.9497 8.678932 2.592713
5108.704600000001 4.437249463829049 62.73637 137.5882 8.10452 2.612487
5108.9046 4.394710036700159 60.94912 136.3721 5.632133 2.631733
5109.104600000001 4.28241141049679 59.46202 133.1516 2.993008 2.647818
5109.3046 4.027687691940916 58.58938 125.8741 1.733464 2.656439
5109.5046 3.4046453991782646 59.37669 108.198 1.932393 2.667303
5109.704600000001 2.3317145335937752 60.5595 77.91165 3.48355 2.666662
5109.9046 1.6915267002375316 61.21779 59.87234 5.705163 2.651361
5110.104600000001 1.6071906059181393 60.9835 57.5031 5.483542 2.625577
5110.3046 2.338391052399812 59.92602 78.14871 3.392951 2.607327
5110.5046 3.7043629135661966 60.30915 116.71 2.423113 2.591932
5110.704600000001 4.796840708664506 61.05692 147.5535 3.091659 2.589222
5110.9046 5.377710425605287 62.30763 163.9861 4.223023 2.593247
5111.104600000001 5.278199781016007 63.87329 161.2017 5.980507 2.610745
5111.3046 5.675425299938393 65.48717 172.435 7.948884 2.629998
5111.5046 6.212065165523603 66.7736 187.5999 10.23931 2.63503
5111.704600000001 5.794435437345648 66.39161 175.8137 12.82318 2.643844
5111.9046 4.946584872354489 64.34344 151.8848 13.71035 2.645869
5112.104600000001 3.9938415499680273 61.7408 124.9629 10.42806 2.651483
5112.3046 3.0306734151381822 59.99463 97.70914 4.681899 2.665647
5112.5046 2.7966086459368915 59.39727 91.04826 2.660971 2.663358
5112.704600000001 2.980724217779893 59.2555 96.27348 4.014269 2.654915
5112.9046 3.1374153878557607 59.28502 100.7304 5.023764 2.654067
5113.104600000001 3.504143452362055 59.20245 111.0801 3.518625 2.661011
5113.3046 4.00841238758899 59.36683 125.2962 2.499397 2.658849
5113.5046 4.314478434222961 59.61003 133.9284 4.170099 2.647632
5113.704600000001 4.104593786831653 59.10866 128.0359 5.841322 2.643055
5113.9046 3.4675610755608854 57.89669 110.0325 4.500367 2.650601
5114.104600000001 2.9793794742820467 57.15253 96.19559 2.216734 2.651322
5114.3046 3.3014918570135317 57.76373 105.2519 1.371817 2.630807
5114.5046 4.390940319661507 58.83033 136.0223 1.485962 2.620318
5114.704600000001 4.940346127561502 59.60614 151.5648 2.087909 2.619387
5114.9046 5.125125223454511 60.31657 156.817 2.872066 2.621688
5115.104600000001 5.147448075948566 61.99958 157.451 3.467271 2.625135
5115.3046 5.008163659788108 63.88199 153.517 4.102121 2.639809
5115.5046 4.942321821823416 65.22379 151.6852 6.30238 2.652833
5115.704600000001 4.990885287455667 64.87661 153.0916 9.690565 2.656686
5115.9046 5.012463713539541 62.19809 153.7424 10.37595 2.643789
5116.104600000001 4.475504930082813 59.71933 138.5774 6.745022 2.630773
5116.3046 3.64953683396646 57.50341 115.2136 2.638176 2.61615
5116.5046 3.2300132744976695 57.18706 103.3097 1.290196 2.606573
5116.704600000001 3.304886491825781 57.21436 105.3951 1.136197 2.606052
5116.9046 3.4336955790559136 57.96681 109.0472 1.368531 2.605636
5117.104600000001 3.762240975392464 61.69061 118.3342 1.645757 2.606505
5117.3046 4.455296057114331 63.94815 137.9166 3.630733 2.608867
5117.5046 5.084664774333039 62.47247 155.7402 6.676 2.6094
5117.704600000001 5.3120952220895274 60.02224 162.1934 6.318097 2.605895
5117.9046 5.042750315458727 60.15974 154.5807 3.523226 2.587165
5118.104600000001 4.745766813617725 60.26442 146.1675 3.192487 2.612868
5118.3046 4.892034986466397 61.02776 150.2758 3.828227 2.63398
5118.5046 5.3226449714053015 61.81888 162.4451 5.391684 2.616088
5118.704600000001 5.25483832120641 61.91444 160.5438 5.635739 2.611683
5118.9046 4.765447553481762 60.91942 146.7178 4.264569 2.609568
5119.104600000001 4.03078332406102 59.50598 125.9411 3.023189 2.610703
5119.3046 3.5788361922517122 57.54424 113.1467 2.151613 2.617386
5119.5046 3.433969604553691 57.36486 109.0375 1.672496 2.62189
5119.704600000001 3.3502538988449726 58.73845 106.6587 1.700165 2.61551
5119.9046 3.5118214972867783 60.40034 111.2206 2.75073 2.604315
5120.104600000001 4.195910427320303 61.68763 130.5847 5.880957 2.6236
5120.3046 4.896379982710238 62.18627 150.4342 7.656864 2.649272
5120.5046 4.723315482960828 62.03598 145.5603 6.111975 2.664637
5120.704600000001 3.873924799677792 61.30597 121.5757 5.263845 2.655076
5120.9046 2.9032594459129997 61.01313 94.15533 6.237179 2.634495
5121.104600000001 2.6289835231683667 60.21347 86.42391 6.015467 2.609799
5121.3046 3.1452625740329525 59.26581 100.9925 3.960806 2.606462
5121.5046 3.570627962177714 58.21855 112.9605 2.318518 2.61861
5121.704600000001 3.9774656645477764 57.14043 124.3917 1.764212 2.626717
5121.9046 3.8528029676497253 56.65448 120.851 1.58753 2.623449
5122.104600000001 3.459127959723257 56.65747 109.735 1.460913 2.61836
5122.3046 3.1124398374368587 57.04979 99.94682 1.439963 2.609603
5122.5046 3.024832190903598 58.77665 97.49148 1.770279 2.588788
5122.704600000001 3.2396897434221277 59.96849 103.5921 2.380146 2.574081
5122.9046 3.402923970592173 59.8854 108.2424 2.867096 2.576875
5123.104600000001 3.41523909266462 60.32312 108.6111 2.743186 2.582204
5123.3046 3.1910830120884377 59.44274 102.2985 2.329346 2.578916
5123.5046 3.11086508276718 58.79096 100.0276 1.971326 2.579656
5123.704600000001 3.146191794245052 58.76713 100.9978 1.681359 2.597351
5123.9046 3.37289511775612 59.65712 107.361 1.639173 2.604383
5124.104600000001 3.88952338143252 61.20708 121.9287 2.4675 2.587924
5124.3046 4.800735655638764 62.62296 147.695 4.227886 2.568735
5124.5046 5.084228460973792 63.25056 155.7516 5.115424 2.556312
5124.704600000001 4.54663686528855 63.39801 140.5965 5.069189 2.541996
5124.9046 3.9785246799544876 63.29244 124.5686 4.878992 2.534564
5125.104600000001 3.825547272383401 63.06752 120.259 4.475498 2.527836
5125.3046 3.6762782445197244 63.38989 116.0402 4.826688 2.523445
5125.5046 3.52231813486006 63.05765 111.6896 5.026878 2.528618
5125.704600000001 3.5429249414208384 61.96344 112.2749 4.701257 2.538616
5125.9046 3.5800577286238244 61.30048 113.3174 3.606297 2.558244
5126.104600000001 3.4555576577346407 60.13279 109.7827 2.42296 2.576916
5126.3046 3.491765935093912 58.69914 110.7842 1.709709 2.585471
5126.5046 3.6089537541343795 58.71256 114.0736 1.551991 2.594398
5126.704600000001 3.628573223799676 58.98157 114.6041 1.347255 2.614516
5126.9046 3.5955923825837575 59.96457 113.6449 1.410233 2.617382
5127.104600000001 3.6348899363171743 61.0448 114.7347 2.58401 2.602363
5127.3046 3.9365434170919373 61.23808 123.2643 3.061337 2.597661
5127.5046 4.211897218352811 60.76392 131.0773 1.884028 2.602871
5127.704600000001 3.9966052602011395 59.01892 125.0185 1.141097 2.604914
5127.9046 3.9731707546601873 57.34821 124.3525 1.156715 2.616923
5128.104600000001 4.088535231756589 56.61415 127.5658 1.057464 2.623451
5128.3046 3.681333171598326 56.14704 116.0036 0.8853122 2.609048
5128.5046 3.32026381714018 56.01984 105.7861 0.8614159 2.596658
5128.704600000001 3.6229305483194665 57.0596 114.3512 0.9375402 2.598248
5128.9046 3.957157345475789 58.00979 123.8046 1.054606 2.60243
5129.104600000001 3.806198701918963 59.00192 119.5631 1.365122 2.589984
5129.3046 3.796838088885968 60.05552 119.3289 1.759037 2.59449
5129.5046 3.749369069258851 60.80386 118.0267 1.980694 2.591262
5129.704600000001 3.499109595862687 61.00992 110.9897 2.194531 2.586188
5129.9046 3.5554936227864133 60.9531 112.5976 2.48142 2.563576
5130.104600000001 3.9823847070744405 61.19212 124.6611 2.778333 2.562398
5130.3046 4.194285185872863 60.40544 130.6482 2.672975 2.566301
5130.5046 4.154947592678135 58.85134 129.5411 2.356062 2.57404
5130.704600000001 3.9427637869672427 58.15035 123.5433 2.04074 2.591708
5130.9046 3.8444530426756507 57.93553 120.7472 1.836818 2.606033
5131.104600000001 3.4822876768232254 57.86251 110.474 1.351529 2.603826
5131.3046 3.232075009086794 58.27684 103.3764 1.098786 2.583839
5131.5046 3.3056145245873734 59.06819 105.4426 1.243592 2.574787
5131.704600000001 3.397900683581419 59.64054 108.0727 1.567688 2.573148
5131.9046 3.4798708157727933 59.32274 110.4146 1.802943 2.573186
5132.104600000001 3.582842102172036 58.7608 113.3259 1.855986 2.580374
5132.3046 3.603701243721159 58.31998 113.9122 1.761567 2.585669
5132.5046 3.723374498184822 58.37176 117.2785 1.639656 2.589555
5132.704600000001 3.561661351576038 58.70034 112.7066 1.488827 2.582525
5132.9046 3.5019759977267437 59.42995 111.0071 1.473421 2.579095
5133.104600000001 3.4985382697390297 60.6822 110.9043 1.538154 2.592155
5133.3046 3.491765249071686 60.49336 110.7277 1.765393 2.61246
5133.5046 3.658585716100484 59.18196 115.45 3.412952 2.628224
5133.704600000001 3.8672629092630944 57.8076 121.335 4.341248 2.636268
5133.9046 3.815193821354609 56.41527 119.8344 2.94269 2.631588
5134.104600000001 3.1942739360563093 54.84986 102.2422 1.118471 2.627976
5134.3046 2.253626148584003 54.36333 75.61113 0.5988142 2.626507
5134.5046 1.909020020306106 54.0863 65.85812 0.3848643 2.633183
5134.704600000001 1.9041566895424475 53.90841 65.71785 0.3731415 2.647838
5134.9046 1.9096492716665523 54.94745 65.87074 0.4871673 2.64765
5135.104600000001 1.9506969197738337 56.51073 67.06588 0.7565667 2.637996
5135.3046 2.270873765441189 57.16109 76.19458 1.723124 2.62925
5135.5046 2.67512286136271 56.95889 87.6482 2.597245 2.627862
5135.704600000001 2.715534972706022 56.41772 88.77924 1.973035 2.624922
5135.9046 2.3529767529383108 56.46985 78.49026 1.109231 2.626306
5136.104600000001 2.163668967843896 56.48529 73.10532 0.9091499 2.61792
5136.3046 2.309730454056295 57.05421 77.24679 1.099925 2.609884
5136.5046 2.2939964240782857 57.70214 76.82043 1.228455 2.618869
5136.704600000001 2.244364508041583 58.98125 75.43309 1.121648 2.622809
5136.9046 2.4236328470173527 59.15317 80.51519 1.036571 2.610918
5137.104600000001 2.8441641482819167 57.9552 92.41891 1.249364 2.609416
5137.3046 2.8127991967202126 57.25627 91.52181 1.563174 2.611638
5137.5046 2.5088402031963524 57.4998 82.90604 1.4348 2.620382
5137.704600000001 2.2487214477993356 57.11984 75.55235 1.116948 2.620518
5137.9046 1.9606349283002773 57.54929 67.44582 1.765117 2.620068
5138.104600000001 1.958038444272784 58.03462 67.38481 2.26304 2.618673
5138.3046 2.1044630974821854 58.44378 71.51598 1.598669 2.620938
5138.5046 2.141436615504145 58.25854 72.53673 1.248324 2.620563
5138.704600000001 2.223461064425107 58.23442 74.84863 1.997191 2.621587
5138.9046 2.5098491200453226 58.27771 82.98193 4.244668 2.623505
5139.104600000001 2.9934847179386392 58.61411 96.65401 4.495376 2.628475
5139.3046 2.7692810546932636 57.75599 90.30532 2.017854 2.624331
5139.5046 2.292892687316624 56.86734 76.77827 0.7404615 2.621137
5139.704600000001 2.040577809702975 56.26844 69.61619 0.4254063 2.627158
5139.9046 2.1512857178114864 56.24731 72.7646 0.2853802 2.640086
5140.104600000001 2.52453000604332 55.56349 83.34149 0.3396534 2.646517
5140.3046 2.9127331728229326 54.84058 94.31277 0.5726649 2.645551
5140.5046 2.8834017277722372 53.63317 93.43402 0.6598702 2.64321
5140.704600000001 2.706929318388927 52.80066 88.37849 0.4175979 2.639667
5140.9046 2.519124542850305 52.41014 83.02082 0.3606559 2.635398
5141.104600000001 2.247551166310632 52.54359 75.32829 0.5978351 2.636471
5141.3046 2.2351732751587514 53.11295 74.96593 0.6215323 2.63228
5141.5046 2.3245522471975217 53.94068 77.47612 0.3939764 2.60826
5141.704600000001 2.2887891945995538 54.01307 76.46831 0.2205482 2.579538
5141.9046 2.3461340672984137 55.57567 78.09667 0.2473524 2.563071
5142.104600000001 2.580086832172024 57.39635 84.77535 0.5063252 2.563325
5142.3046 3.0853928601127745 58.39798 99.18185 1.087964 2.567247
5142.5046 3.522090578313432 59.23732 111.6163 1.796908 2.575865
5142.704600000001 3.930223974437306 60.14694 123.1862 2.445982 2.583385
5142.9046 4.009822883340037 60.8898 125.4506 2.8346 2.583312
5143.104600000001 4.097200090104387 61.19528 127.9264 3.000984 2.566001
5143.3046 4.214422053197864 61.27265 131.2391 2.994421 2.561009
5143.5046 4.396874998169725 60.93419 136.3967 3.002766 2.56513
5143.704600000001 4.618942736395919 60.34789 142.6712 2.922962 2.564019
5143.9046 4.5613511901617185 60.01073 141.0482 2.7719 2.560741
5144.104600000001 4.263836875594684 60.36846 132.6445 2.592525 2.5583
5144.3046 4.1379627204307505 61.23998 129.0822 2.865967 2.558536
5144.5046 4.185894195676228 62.12407 130.437 3.986243 2.570644
5144.704600000001 4.129335527265801 62.39466 128.8365 5.438352 2.597591
5144.9046 4.090335427364746 61.98241 127.7362 5.685617 2.612976
5145.104600000001 4.0577199659296035 61.62383 126.8147 5.650147 2.609234
5145.3046 4.0425063033455375 61.48774 126.3817 5.612598 2.604671
5145.5046 3.9280545925809207 61.7662 123.1362 5.318125 2.616702
5145.704600000001 4.033316496629249 61.37321 126.089 4.901496 2.623215
5145.9046 4.169387183511258 60.76268 129.8982 4.508529 2.626
5146.104600000001 4.2717082808256 61.14278 132.7554 3.685968 2.607756
5146.3046 4.512486731012238 61.95449 139.5545 3.338277 2.588188
5146.5046 4.774745968003894 63.36886 146.9869 3.729444 2.575355
5146.704600000001 4.995886626691214 66.0443 153.2487 5.672122 2.567541
5146.9046 5.124013870901599 65.65128 156.8788 9.59848 2.558421
5147.104600000001 5.916188178024386 64.33963 179.2881 11.17061 2.554551
5147.3046 6.461381823616356 62.98412 194.6938 9.143391 2.560426
5147.5046 5.787640450888518 61.86997 175.6752 6.866493 2.536006
5147.704600000001 5.141374990263858 60.96467 157.4335 5.290909 2.532326
5147.9046 4.594587200786978 60.6046 141.9969 4.383018 2.544202
5148.104600000001 4.376689859336234 61.17975 135.8481 3.689242 2.545191
5148.3046 4.569943629094991 61.72275 141.3111 3.217209 2.554188
5148.5046 4.526783435828981 62.04995 140.0862 3.754193 2.567018
5148.704600000001 4.19809880072157 62.41449 130.795 3.93766 2.566057
5148.9046 3.7981799798004623 62.98892 119.4916 3.862854 2.582333
5149.104600000001 3.8263788589961747 63.6081 120.2861 4.164925 2.593285
5149.3046 4.216191265634292 64.29919 131.299 4.547278 2.583767
5149.5046 4.401209369410658 64.6595 136.5212 5.016211 2.567329
5149.704600000001 4.650147596307924 65.20693 143.5411 6.613857 2.559325
5149.9046 5.0005951414191685 66.05191 153.415 8.701285 2.561217
5150.104600000001 5.0988754125137685 66.5396 156.1754 9.698462 2.561889
5150.3046 5.165742482539031 66.60555 158.0927 9.386245 2.552668
5150.5046 5.240963348764472 66.40834 160.2408 8.888065 2.536948
5150.704600000001 5.558159781505202 66.34242 169.2169 8.856834 2.528759
5150.9046 6.44558199867347 65.81743 194.2969 8.661242 2.532832
5151.104600000001 7.192177814733392 65.03555 215.3934 8.573503 2.535156
5151.3046 6.789363433975513 64.70869 204.0186 8.481184 2.529189
5151.5046 5.888973322729798 64.21723 178.5872 8.158931 2.522886
5151.704600000001 5.086789626441311 63.83902 155.9364 7.621147 2.519764
5151.9046 4.544670232635594 63.40535 140.6391 7.590916 2.525751
5152.104600000001 4.379500702146629 63.15345 135.9913 6.804726 2.530104
5152.3046 4.321869587723631 63.28471 134.3717 5.754597 2.534916
5152.5046 4.432162210063201 63.28306 137.4876 5.739971 2.537259
5152.704600000001 4.7502671068688835 63.26602 146.4728 6.369557 2.532747
5152.9046 4.741262291278998 63.58241 146.2115 7.116819 2.537879
5153.104600000001 4.805966246047782 63.5851 148.034 7.302081 2.551151
5153.3046 5.017797903520277 63.57635 154.0142 7.361631 2.559567
5153.5046 5.004096654849109 63.56406 153.623 7.604082 2.548584
5153.704600000001 5.283329487734674 63.48102 161.51 7.697871 2.533104
5153.9046 5.618613058637726 63.74318 170.9818 7.35911 2.538204
5154.104600000001 5.57211273801339 64.10927 169.6704 7.51686 2.547657
5154.3046 4.968470011903202 64.27988 152.6286 8.127401 2.542389
5154.5046 4.511131095681986 64.434 139.7159 7.880774 2.530063
5154.704600000001 4.58673098067846 64.44055 141.864 7.440501 2.52268
5154.9046 4.689977937872395 64.45699 144.786 7.83424 2.5245
5155.104600000001 4.7653983113759395 64.72359 146.9204 7.761431 2.526078
5155.3046 4.865516609654067 65.081 149.7489 7.361818 2.525809
5155.5046 4.847851845480077 65.21169 149.2619 7.468162 2.541914
5155.704600000001 4.805518191359408 65.3648 148.0845 7.612448 2.563112
5155.9046 4.684295952798842 65.30856 144.6765 7.165473 2.581935
5156.104600000001 4.597445689943229 64.88361 142.2232 6.322784 2.572603
5156.3046 4.9492422600057235 64.40292 152.1463 5.77698 2.548613
5156.5046 5.272355310581743 64.33342 161.2489 5.676366 2.534094
5156.704600000001 4.731604663719729 64.86309 145.9231 6.664419 2.544445
5156.9046 4.071775735902731 65.1056 127.2385 8.875185 2.561811
5157.104600000001 4.173749771401955 64.69555 130.1405 9.503221 2.571563
5157.3046 4.31606052497199 63.98087 134.1962 7.743671 2.574231
5157.5046 4.578148471113787 63.8405 141.6216 5.69281 2.5753
5157.704600000001 5.156796382509823 64.30903 157.9582 6.389268 2.566454
5157.9046 5.54026379495244 65.07787 168.7628 9.072304 2.557356
5158.104600000001 5.279182018569271 65.20465 161.3568 10.38982 2.558326
5158.3046 4.857327824405911 65.05084 149.4192 9.204955 2.556436
5158.5046 4.445316296376853 64.93739 137.7756 7.757912 2.553065
5158.704600000001 4.2249660011518495 64.92155 131.5541 8.224026 2.553065
5158.9046 4.507765694862655 65.32077 139.5531 9.386239 2.558774
5159.104600000001 4.829098662772358 65.84944 148.6389 9.620346 2.55984
5159.3046 4.8564609557530005 66.07983 149.4218 9.255982 2.557767
5159.5046 4.664288615375514 66.27972 143.9985 10.08083 2.557326
5159.704600000001 4.644417136968076 66.50935 143.437 9.932464 2.558531
5159.9046 4.826629450028246 66.61173 148.5831 9.566888 2.552528
5160.104600000001 4.974237700852824 66.76417 152.7529 9.132539 2.541261
5160.3046 4.872349283450026 66.70084 149.8775 9.156322 2.536392
5160.5046 4.664706267677383 66.50447 144.0132 9.966866 2.538988
5160.704600000001 4.933990287653807 66.35932 151.6215 10.45229 2.537406
5160.9046 5.156886858458844 66.15432 157.9262 10.87709 2.534139
5161.104600000001 4.799177694126481 65.95168 147.8295 11.68815 2.529053
5161.3046 4.438451367259721 65.88804 137.6488 11.98497 2.529749
5161.5046 4.28814843187378 65.85943 133.4091 11.03387 2.532786
5161.704600000001 4.192537389144343 65.77095 130.714 10.46735 2.525707
5161.9046 4.199662489212067 65.32819 130.9267 10.20837 2.513552
5162.104600000001 4.060436801015491 64.63525 127.0025 10.48138 2.519925
5162.3046 4.160746405859616 63.73706 129.8511 9.96666 2.556095
5162.5046 4.38190007661735 62.6743 136.1085 9.346881 2.593592
5162.704600000001 4.745164190992536 60.95391 146.3766 8.295955 2.618537
5162.9046 4.8478582852861685 58.55553 149.2544 5.97498 2.620785
5163.104600000001 4.606326194277051 56.91086 142.3611 2.802814 2.60239
5163.3046 4.357453334709016 56.53709 135.2053 1.293708 2.573457
5163.5046 4.317358563745202 58.59702 133.9744 1.117004 2.553287
5163.704600000001 4.471830262505545 61.66697 138.3512 1.727837 2.554231
5163.9046 4.6265986275364765 63.94145 142.7586 3.999441 2.562451
5164.104600000001 4.8953024054457295 65.31604 150.4041 7.971389 2.557873
5164.3046 5.074510795525398 66.02172 155.5272 10.61374 2.553741
5164.5046 4.56278643420939 66.47546 141.0914 10.96924 2.553546
5164.704600000001 4.200789940864242 66.52902 130.8724 9.87829 2.541724
5164.9046 4.444173776468976 66.3596 137.7497 10.03086 2.532768
5165.104600000001 4.71711203158819 65.93711 145.4709 10.42379 2.533802
5165.3046 4.895560128850509 65.72533 150.5248 10.13273 2.540841
5165.5046 4.835404358888264 65.88936 148.8343 9.673576 2.544725
5165.704600000001 4.736783607554356 65.22969 146.0632 9.501463 2.543968
5165.9046 4.602887329240981 64.75523 142.2962 9.017949 2.535799
5166.104600000001 4.434473092308156 64.54368 137.5482 8.539876 2.528695
5166.3046 4.255300691003077 63.94962 132.4939 8.687871 2.535086
5166.5046 4.028654699171423 63.06403 126.0929 8.349099 2.556357
5166.704600000001 3.8595632665892783 61.22086 121.3193 8.550145 2.598038
5166.9046 3.5801202515618042 58.7894 113.4281 7.366368 2.622064
5167.104600000001 3.274226919843568 57.60868 104.7608 3.718647 2.612555
5167.3046 3.0189281900117346 57.05809 97.48236 1.360767 2.609369
5167.5046 3.0295800112545086 56.51009 97.65469 1.058988 2.61129
5167.704600000001 3.2112710856423385 56.99855 102.6802 1.305418 2.601442
5167.9046 3.136567287821826 57.81062 100.5969 1.399095 2.575007
5168.104600000001 3.2064328147108894 58.99624 102.5935 1.516214 2.553158
5168.3046 3.5638596810077092 60.69583 112.7527 2.664027 2.543122
5168.5046 4.04296162968403 62.31716 126.3764 4.957967 2.540654
5168.704600000001 4.13684002239822 63.18404 129.0861 6.343946 2.539812
5168.9046 4.075019421349885 62.55311 127.3863 6.617929 2.539911
5169.104600000001 4.184631579464351 61.86805 130.5048 6.974378 2.537754
5169.3046 4.167362660915436 62.9815 130.0115 6.946401 2.534364
5169.5046 4.317004225897116 63.44216 134.2284 6.216506 2.546087
5169.704600000001 4.38248438418313 62.42374 136.0532 4.656526 2.573893
5169.9046 3.9488976612729534 60.66717 123.7472 3.138007 2.580346
5170.104600000001 3.697071253673453 59.54229 116.5859 2.846906 2.573263
5170.3046 3.7132242779339144 59.43215 117.0282 3.747317 2.564318
5170.5046 4.018793352513719 61.1861 125.6785 5.345049 2.563155
5170.704600000001 4.264868677851174 62.73599 132.6434 6.711333 2.578665
5170.9046 4.291817464178165 63.82208 133.3949 7.534067 2.597723
5171.104600000001 4.2224698952143305 64.95388 131.4287 8.580699 2.609247
5171.3046 4.353853123687685 65.42889 135.1366 10.28083 2.607205
5171.5046 4.672024355878206 65.22581 144.1467 11.55424 2.586821
5171.704600000001 4.7110971842890255 64.41257 145.2872 10.29936 2.563519
5171.9046 4.382110524244132 63.16141 136.0245 7.851679 2.569203
5172.104600000001 4.355382045052072 61.52093 135.2896 5.674417 2.593256
5172.3046 4.3204890555322075 60.48431 134.2904 3.551463 2.597065
5172.5046 3.795332209942597 59.78341 119.4176 3.184597 2.581189
5172.704600000001 3.489508138162954 60.52406 110.7191 4.14723 2.568923
5172.9046 3.601843020625393 59.06756 113.8615 4.418437 2.565423
5173.104600000001 3.740790946029903 58.84229 117.7955 3.614437 2.576626
5173.3046 3.6387285666833353 57.8925 114.9575 2.450429 2.602691
