Depth(m) Code COT DT GR NPHI RHOB
2436.2 49 0.9934884470071697 146.0924 53.51 64.7317 1.3752
2436.4 49 0.9720873200658893 146.0924 53.7067 61.6555 1.3671
2436.6 49 0.8822874006628989 141.3277 52.3932 58.5314 1.3053
2436.8 49 0.7451519446400184 122.39 51.5295 62.685 1.2337
2437.0 49 0.7066629119767838 110.2605 51.7294 62.1142 1.1929
2437.2 49 0.7451647482425431 109.5 52.2604 57.0795 1.2041
2437.4 49 0.7424013109579528 109.8736 52.218 53.4264 1.2455
2437.6 49 0.7725459770524085 120.4073 51.8548 51.7011 1.2477
2437.8 49 0.8898917145986751 132.0846 54.0059 54.1181 1.213
2438.0 49 0.8126752461281878 115.3836 55.535 62.1184 1.1947
2438.2 49 0.6596921319944946 101.3779 53.689 66.3703 1.199
2438.4 49 0.6501196331206484 100.3049 53.6768 66.2479 1.2088
2438.6 49 0.7068420455254552 100.3049 55.8156 66.9138 1.2109
2438.8 49 0.7128316214075401 100.3049 56.129 63.505 1.2007
2439.0 49 0.6346184679318889 100.3049 53.3753 61.9122 1.1874
2439.2 49 0.5631978343521864 100.3049 50.7813 61.5604 1.1775
2439.4 49 0.5515761322182962 100.3049 50.1809 57.4855 1.1695
2439.6 49 0.6220554128775568 100.3049 51.774 56.0696 1.1703
2439.8 49 0.7392612647019132 100.3049 54.7028 56.8846 1.2838
2440.0 49 0.7995184515509295 100.3049 56.0624 54.9301 1.5825
2440.2 49 0.8477536694251403 105.6226 56.5744 53.8675 1.777
2440.4 49 0.9650301785054997 124.656 56.5912 57.8791 1.6402
2440.6 49 1.0027995278013937 137.2607 55.2659 65.0456 1.4237
2440.8 49 0.9374448011551336 138.268 52.9045 60.0424 1.3126
2441.0 49 0.8653792895041685 138.1274 50.6383 58.3367 1.2514
2441.2 49 0.7983982631458392 136.2908 49.2284 61.5944 1.2116
2441.4 49 0.787371249613882 132.8221 50.0805 63.2317 1.199
2441.6 49 0.811799820688644 130.9368 51.7559 60.3639 1.2044
2441.8 49 0.7898370509314193 130.6284 51.3108 58.094 1.2185
2442.0 49 0.7936315522784816 130.6284 51.6791 60.1388 1.2342
2442.2 49 0.8127040621391959 130.6284 52.4879 60.5935 1.2385
2442.4 49 0.7980365780128381 130.6284 52.1935 61.1626 1.2292
2442.6 49 0.8120569803860207 130.6284 52.9748 58.5819 1.2157
2442.8 49 0.8090533276607837 130.7229 53.0636 57.6662 1.2039
2443.0 49 0.8038961150479915 131.1845 52.8772 61.2983 1.197
2443.2 49 0.813270979989994 132.5219 53.007 59.8385 1.1907
