Depth(m) Code COT DT GR NPHI RHOB
2436.2 49 0.9934884470071698 146.0924 53.51 64.7317 1.3752
2436.4 49 0.9720873200658893 146.0924 53.7067 61.6555 1.3671
2436.6 49 0.8822874006628988 141.3277 52.3932 58.5314 1.3053
2436.8 49 0.7451519446400184 122.39 51.5295 62.685 1.2337
2437.0 49 0.7066629119767837 110.2605 51.7294 62.1142 1.1929
2437.2 49 0.7451647482425431 109.5 52.2604 57.0795 1.2041
2437.4 49 0.7424013109579528 109.8736 52.218 53.4264 1.2455
2437.6 49 0.7725459770524086 120.4073 51.8548 51.7011 1.2477
2437.8 49 0.8898917145986751 132.0846 54.0059 54.1181 1.213
2438.0 49 0.812675246128188 115.3836 55.535 62.1184 1.1947
2438.2 49 0.6596921319944946 101.3779 53.689 66.3703 1.199
2438.4 49 0.6501196331206486 100.3049 53.6768 66.2479 1.2088
2438.6 49 0.7068420455254554 100.3049 55.8156 66.9138 1.2109
2438.8 49 0.7128316214075401 100.3049 56.129 63.505 1.2007
2439.0 49 0.6346184679318889 100.3049 53.3753 61.9122 1.1874
2439.2 49 0.5631978343521865 100.3049 50.7813 61.5604 1.1775
2439.4 49 0.5515761322182963 100.3049 50.1809 57.4855 1.1695
2439.6 49 0.6220554128775568 100.3049 51.774 56.0696 1.1703
2439.8 49 0.7392612647019132 100.3049 54.7028 56.8846 1.2838
2440.0 49 0.7995184515509296 100.3049 56.0624 54.9301 1.5825
2440.2 49 0.8477536694251403 105.6226 56.5744 53.8675 1.777
2440.4 49 0.9650301785054997 124.656 56.5912 57.8791 1.6402
2440.6 49 1.0027995278013937 137.2607 55.2659 65.0456 1.4237
2440.8 49 0.9374448011551337 138.268 52.9045 60.0424 1.3126
2441.0 49 0.8653792895041686 138.1274 50.6383 58.3367 1.2514
2441.2 49 0.7983982631458394 136.2908 49.2284 61.5944 1.2116
2441.4 49 0.787371249613882 132.8221 50.0805 63.2317 1.199
2441.6 49 0.811799820688644 130.9368 51.7559 60.3639 1.2044
2441.8 49 0.7898370509314194 130.6284 51.3108 58.094 1.2185
2442.0 49 0.7936315522784817 130.6284 51.6791 60.1388 1.2342
2442.2 49 0.812704062139196 130.6284 52.4879 60.5935 1.2385
2442.4 49 0.7980365780128382 130.6284 52.1935 61.1626 1.2292
2442.6 49 0.8120569803860207 130.6284 52.9748 58.5819 1.2157
2442.8 49 0.8090533276607837 130.7229 53.0636 57.6662 1.2039
2443.0 49 0.8038961150479915 131.1845 52.8772 61.2983 1.197
2443.2 49 0.8132709799899941 132.5219 53.007 59.8385 1.1907
2443.4 49 0.8126188318021557 136.4914 52.2988 62.0427 1.1812
2443.6 49 0.781669063883795 137.5672 51.3837 64.2649 1.1729
2443.8 49 0.7702116791676963 137.5591 51.3458 62.4966 1.17
2444.0 49 0.8344007500417384 144.9239 51.3574 65.153 1.1955
2444.2 49 0.8851902897622311 149.4678 50.1671 61.6235 1.4053
2444.4 49 0.9432139809126807 149.5524 49.5278 53.457 1.8944
2444.6 49 0.9414387198984701 149.5524 46.9905 48.1218 2.3363
2444.8 49 0.9563658709124544 149.5524 46.1166 46.6026 2.3963
2445.0 49 1.0228450224118903 149.5524 48.1152 48.7221 2.2592
2445.2 49 1.0785977314286836 149.5524 50.4284 50.4074 2.201
2445.4 49 1.1220133421836627 149.5524 52.2876 52.063 2.038
2445.6 49 1.1291463243809663 149.5524 52.8068 51.437 1.6966
2445.8 49 1.1440933020078343 149.5524 53.8561 51.0442 1.6265
2446.0 49 1.1731403608000082 149.5524 55.7757 45.9491 1.7924
2446.2 49 1.2013579572352744 149.5524 57.2883 42.7224 1.8656
2446.4 49 1.2430745952956472 149.5524 58.3344 45.1895 1.9442
2446.6 49 1.3832999222768487 149.5524 62.1655 43.7577 2.0599
2446.8 49 1.5827378663727012 149.5524 67.9937 39.5138 2.1508
2447.0 49 1.6902397001939442 149.5524 71.3349 39.1348 2.2283
2447.2 49 1.7297349511410784 149.5524 73.3173 39.4468 2.2428
2447.4 49 1.7964004041358814 149.5524 76.8566 40.2056 2.1122
2447.6 49 1.7342618582548124 149.5524 76.1693 45.605 1.9505
2447.8 49 1.584017637754617 149.5524 72.2963 49.0212 1.9521
2448.0 49 1.5712754231045243 149.5524 72.7572 48.7505 2.0508
2448.2 49 1.636417135881253 149.5524 75.1284 45.6128 2.1038
2448.4 49 1.7564772640173882 149.5524 78.6575 41.4058 2.1321
2448.6 49 1.9011924464141825 149.5524 82.8045 40.4536 2.1583
2448.8 49 1.8405844137108562 149.5524 80.1701 42.1995 2.1369
2449.0 49 1.574962622677071 149.5524 71.5048 45.1633 2.0895
2449.2 49 1.2894599266014595 149.5524 63.1178 47.9885 2.0713
2449.4 49 1.045032463787117 148.7801 56.6426 47.7133 2.0481
2449.6 49 0.8873809032996822 139.2015 54.4773 48.5622 1.9084
2449.8 49 0.8889559961589742 124.9003 57.6437 51.3396 1.6988
2450.0 49 1.1090492680687438 120.9644 65.2641 52.7304 1.6998
2450.2 49 1.3778574861014161 120.0885 74.3732 51.1819 1.9222
2450.4 49 1.42715406977256 109.3557 79.6133 44.6684 2.0608
2450.6 49 1.2755475654338904 93.3301 79.8641 37.0287 2.0719
2450.8 49 1.2249484108627025 88.9164 79.6617 34.6298 2.0863
2451.0 49 1.2951019267477215 88.9164 80.189 34.052 2.1562
2451.2 49 1.2634700827123129 88.8947 75.5696 28.1875 2.2811
2451.4 49 1.1488227042724632 89.9669 68.256 22.5248 2.3914
2451.6 49 1.3310471445907357 106.3519 69.5683 21.3023 2.4193
2451.8 49 1.6796656487547335 131.3983 77.8969 22.2115 2.3385
2452.0 49 1.6559055193312546 137.0811 78.8935 24.8451 2.1872
2452.2 49 1.4083745444287672 136.4157 73.023 28.9114 2.0761
2452.4 49 1.2674324544926987 136.4277 69.0277 31.5049 2.0506
2452.6 49 1.2610096693583 135.7659 69.4366 31.5519 2.0612
2452.8 49 1.3360348752958997 134.3356 72.4294 30.4825 2.086
2453.0 49 1.3545857632832414 132.4487 72.749 28.6225 2.1369
2453.2 49 1.4566700260889962 130.0949 75.7713 27.2016 2.1922
2453.4 49 1.7926912287176024 127.7541 86.8355 27.8359 2.2147
2453.6 57 2.041672330073447 126.3831 95.1035 30.4641 2.2109
2453.8 57 2.12725828522875 126.5712 97.9943 32.3445 2.2034
2454.0 57 2.22901770303774 127.8251 101.5087 32.8481 2.1923
2454.2 57 2.2736670283035023 129.4937 103.0988 33.9758 2.1666
2454.4 57 2.2907079793519425 130.629 103.5334 34.0495 2.1275
2454.6 57 2.3628594008248083 131.123 105.6571 34.2677 2.1043
2454.8 57 2.475588359672223 131.4691 109.2137 36.0746 2.087
2455.0 57 2.521185873963786 132.3733 110.81 37.3666 2.0429
2455.2 57 2.303887435538229 133.6179 104.1818 38.038 2.0086
2455.4 57 2.0088399005314765 134.4065 94.9582 35.7892 2.0094
2455.6 49 1.755939193322811 135.1273 86.8453 33.5702 2.0133
2455.8 49 1.5257953991890298 135.5136 79.137 32.5782 2.0082
2456.0 49 1.4132919869997713 135.5013 75.6126 33.1826 2.0063
2456.2 49 1.335794892387817 135.4268 73.4928 32.9975 2.0116
2456.4 49 1.327185862082449 135.4244 73.7434 32.055 2.0266
2456.6 49 1.3734734872383776 135.643 75.78 31.7705 2.0421
2456.8 49 1.3381076255540632 136.0189 74.2835 32.1243 2.0451
2457.0 49 1.2908749010247647 136.2273 72.6287 32.4381 2.0414
2457.2 49 1.3128190155783948 136.1148 73.8073 31.6609 2.048
