Depth(m) Code COT DT GR NPHI RHOB
3094.0892 57 0.274710918747864 124.3492 30.51619 59.76816934300459 1.890528
3094.2892 57 0.3879470581171389 127.0069 35.02774 59.7763103274841 1.945104
3094.4892 57 0.5013942226469529 127.6377 39.05062 58.10378300424042 2.030624
3094.6892 57 0.5157237732195434 128.6111 38.59769 56.98030491826355 2.050049
3094.8892 57 0.4096959485333558 118.6309 38.93013 57.39487415223734 1.915072
3095.0892 57 0.10861405372276844 98.18181 36.49276 59.31910194938225 1.735343
3095.2892 57 0.0 90.87399 35.38791 60.37323796029489 1.704948
3095.4892 57 0.0425875684526964 88.11678 39.02235 58.04246463926089 1.786353
3095.6892 57 0.3533097982464224 91.19344 51.16752 53.87649370928934 1.869831
3095.8892 57 0.39860499241796243 96.10233 51.02031 56.48478215134666 1.929743
3096.0892 57 0.403909451610444 97.48332 50.85507 51.6285261018931 1.965939
3096.2892 57 0.371051250969642 93.20815 52.27455 50.4452143992028 1.991047
3096.4892 57 0.731669296819728 119.4652 54.68985 52.70902252196886 2.00325
3096.6892 57 0.7110994127169545 113.2106 57.42048 56.35237689281328 1.997857
3096.8892 57 1.0816698712901929 136.254 60.23836 59.54634471703116 1.982429
3097.0892 57 1.1720833277738294 139.3435 62.1726 60.57215697121153 1.975319
3097.6892 57 0.7915773885844014 100.3804 66.4705 55.41518721492856 1.997681
3097.8892 57 0.8327144333988555 98.78641 68.96935 52.86863420141175 1.997869
3098.0892 57 0.7783900230961833 91.22549 69.21256 45.4826050805784 2.010956
3098.2892 57 0.7600941655593904 88.11909 68.27419 38.11511980391559 2.026238
3098.4892 57 0.8090236184046212 93.99554 66.71741 33.2518225241817 2.020018
3098.6892 57 0.9935782077469917 110.377 67.22392 29.47538578102862 2.007411
3098.8892 57 1.0346243059611415 115.0541 67.42307 29.69255765779673 2.003896
3099.0892 57 1.025599322191432 117.856 65.911 45.3265416903953 2.006754
3099.2892 57 1.1356438020591173 129.1454 65.2243 55.96570743350448 2.004827
3099.4892 57 1.2552133227172686 139.2523 64.92503 51.50215025774148 2.022238
3099.6892 57 1.2628647366962364 140.064 64.32189 47.05471819779872 2.06702
3099.8892 57 1.2687704130771156 141.4932 63.85335 46.72465797484453 2.098875
3100.0892 57 1.2222288509813977 140.8492 62.58989 46.8969883455691 2.07413
3100.2892 57 1.1443781307383858 139.5846 60.14288 46.36115841602704 2.032258
3100.4892 57 1.2505288626400894 136.4246 66.47057 45.18523102607685 1.965263
3100.6892 57 1.4142268495142496 135.3735 74.56929 44.35447071105428 1.84263
3100.8892 57 1.4095005622036179 134.3975 75.07526 46.85631089699598 1.714402
