Unnamed: 0,Profundidade [m],COₘₐ [%],qCO [%],rCO [%],COT [%],IH [mg HC/g COT],IO  [mg CO₂/g COT],δ¹³C [‰],of,of_class
0,2119.89,0.035950674222058436,0.09130055344260413,0.007608379453550362,0.13485960711821293,298.9441850544545,120.98649634888237,-19.74892814905885,-99.0,??
1,2120.39,0.03594786073711087,0.07114723603964368,0.005928936336636936,0.11302403311339147,316.5649864788937,113.89857847253492,-19.62617649868636,-99.0,??
2,2120.89,0.035945052692237814,0.1129416906106382,0.009411807550886496,0.1582985508537625,285.4205494898281,126.426340767013,-19.843137745127038,-99.0,??
3,2121.39,0.03594224279078215,0.17032234225599918,0.01419352852133321,0.22045811356811454,263.5002159926484,135.24373334228298,-19.99584119196132,-99.0,??
4,2121.89,0.035939431771995795,0.1736507387956765,0.01447089489963971,0.224061065467312,262.598517867928,135.60643888009193,-20.00212268451556,-99.0,??
5,2122.39,0.0359366277332582,0.17307332923742358,0.014422777436451928,0.2234327344071337,262.7486276238221,135.54605765244008,-20.001076976103707,-99.0,??
6,2122.89,0.0359338181524566,0.18812867374497788,0.015677389478748138,0.23973988137618266,258.99967589889627,137.0540629530282,-20.027193269018923,-99.0,??
7,2123.39,0.035931011049759716,0.13874247875090084,0.011561873229241735,0.1862353630299023,273.73487487516127,131.12687055583402,-19.924543568285394,-99.0,??
8,2123.89,0.03592819995383655,0.10303063231397047,0.008585886026164223,0.14754471829397126,291.04669243187755,124.1632405723459,-19.803944389800407,-99.0,??
9,2124.39,0.03592539869008076,0.11425505124338553,0.009521254270282107,0.1597017042037484,284.69549549264616,126.71799170071087,-19.848188683084942,-99.0,??
10,2124.89,0.03592258905644443,0.1742785213920941,0.01452321011600777,0.2247243205645463,262.4108113715621,135.68194329098964,-20.003430302804844,-99.0,??
11,2125.39,0.03591978509776822,0.20750600199064628,0.0172921668325538,0.2607179539209683,254.85292152840915,138.72208325037025,-20.05608077137513,-99.0,??
12,2125.89,0.035916982352205584,0.14093903342319702,0.011744919451933069,0.18860093522733568,272.88105836748264,131.47031584768678,-19.930491503507426,-99.0,??
13,2126.39,0.035914173693590144,0.14335409865731566,0.011946174888109616,0.1912144472390154,271.98503293196245,131.8307395621994,-19.9367334784515,-99.0,??
14,2126.89,0.03591136537538238,0.1551142939464718,0.012926191162206002,0.20395185048406012,267.9650464788884,133.4477678208517,-19.964737878461683,-99.0,??
15,2127.39,0.03590856749463848,0.13466184497316558,0.011221820414430485,0.18179223288223456,275.3067413690609,130.49459167401824,-19.913593487091934,-99.0,??
16,2127.89,0.03590576144176959,0.17421180747299125,0.014517650622749234,0.2246352195375101,262.4068727769262,135.68352757961839,-20.00345774020568,-99.0,??
17,2128.39,0.03590295402396723,0.10861959687027234,0.009051633072522658,0.15357418396676226,287.717849886517,125.5022581355358,-19.827134079442235,-99.0,??
18,2128.89,0.035900158808552414,0.11917351136046328,0.009931125946705257,0.16500479611572094,282.16832781124305,127.73453780176969,-19.865793671427298,-99.0,??
19,2129.39,0.03589735210184965,0.08597301070857544,0.007164417559047953,0.12903478036947305,302.9219792797358,119.3864397953422,-19.7212176724333,-99.0,??
20,2129.89,0.035894545918274436,0.10419568656781664,0.00868297388065137,0.14877320636674246,290.28096380709394,124.47125276074198,-19.80927867909665,-99.0,??
21,2130.39,0.035891746417051416,0.08790127762309563,0.007325106468591247,0.1311181305087383,301.3942300827811,120.0009726183869,-19.73186041964804,-99.0,??
22,2130.89,0.03588894606425617,0.09201238411410273,0.007667698676175172,0.13556902885453406,298.3108096496587,121.24126982631704,-19.753340427159678,-99.0,??
23,2131.39,0.035886136344892766,0.1019342328040409,0.008494519400336742,0.1463148885492704,291.64890732381315,123.92100132367963,-19.799749184935237,-99.0,??
24,2131.89,0.035883341474414014,0.1132758435742458,0.00943965363118715,0.15859883867984698,285.14018760516586,126.53911554758493,-19.84509082791907,-99.0,??
25,2132.39,0.035880539186883616,0.11151889943517546,0.009293241619597879,0.15669268024165695,286.07621528056166,126.16260104444824,-19.838570185685974,-99.0,??
26,2132.89,0.03587773870154992,0.12985498866180034,0.010821249055150028,0.1765539764185003,277.25305160347705,129.71169384938787,-19.90003492141398,-99.0,??
27,2133.39,0.03587493673521782,0.03898373087089357,0.003248644239241094,0.0781073118453525,364.9153194102248,94.44979286644876,-19.28935395467034,-99.0,??
28,2133.89,0.03587213975428979,0.000731184337707802,6.093202814227983e-05,0.03666425612013987,542.604581302705,22.974786397338814,-18.05151864710475,-99.0,??
29,2134.39,0.03586933739391462,0.015803102454223783,0.0013169252045186484,0.05298936505265705,439.4057863444028,64.48621178506043,-18.77043160074686,-99.0,??
30,2134.89,0.03586653509882588,0.011672394190878954,0.0009726995159065057,0.048511628805611336,460.77370617406365,55.8910260558261,-18.621576428899782,-99.0,??
31,2135.39,0.035863738505692244,0.06992295745642974,0.005826913121369126,0.1116136090834911,317.6827798777095,113.44894921773032,-19.618389623323825,-99.0,??
32,2135.89,0.035860943408641904,0.09053816175444053,0.007544846812870044,0.13394395197595246,299.3386762001805,120.82781339363527,-19.746180008493127,-99.0,??
33,2136.39,0.0358581373782787,0.06374451475810794,0.005312042896508995,0.10491469503289563,324.68751272590333,110.63131510576021,-19.56959260797685,-99.0,??
34,2136.89,0.03585534152965407,0.01568096192696711,0.0013067468272472405,0.05284305028386842,439.95670480768086,64.2646063807306,-18.766593741789187,-99.0,??
35,2137.39,0.03585254486192133,0.021990509306957232,0.0018325424422463987,0.05967559661112496,413.34759380559984,74.96804653662389,-18.951960582477838,-99.0,??
36,2137.89,0.03584974095034427,0.03248861399302872,0.002707384499418985,0.07104573944279198,380.4210623056988,88.21265134220201,-19.18133641989288,-99.0,??
37,2138.39,0.03584694697097523,0.049437983931085235,0.004119831994257028,0.08940476289631749,344.94098769989347,102.48441168925629,-19.42850098456254,-99.0,??
38,2138.89,0.035844153329658755,0.04483763243218064,0.003736469369348405,0.08441825513118781,353.0368115550225,99.22788928460889,-19.37210311051557,-99.0,??
39,2139.39,0.035841353002802064,0.07630484282016159,0.006358736901680095,0.11850493272464376,311.2219292320463,116.04780824149144,-19.66339779636102,-99.0,??
40,2139.89,0.03583855552415964,0.06753797204490386,0.005628164337075303,0.1090046919061388,320.23620853356414,112.42183971346523,-19.600601693361693,-99.0,??
41,2140.39,0.035835762899874765,0.0589111448427797,0.004909262070231625,0.0996561698128861,330.7841074611924,108.1789769987563,-19.527121948023147,-99.0,??
42,2140.89,0.0358329613911738,0.059310411401728665,0.004942534283477407,0.10008590707637986,330.2460086144835,108.39542574833138,-19.530870501786747,-99.0,??
43,2141.39,0.03583017017484263,0.050436609468619054,0.004203050789051589,0.09046983043251328,343.26173242657217,103.1598874059406,-19.44019916736545,-99.0,??
44,2141.89,0.03582737546177942,0.051723368200097035,0.004310280683341439,0.0918610243452179,341.1981803208812,103.98994544396014,-19.454574474169146,-99.0,??
45,2142.39,0.03582458094871285,0.06996496392374317,0.005830413660311895,0.11161995853276792,317.5564376708545,113.4997700155439,-19.619269760045725,-99.0,??
46,2142.89,0.0358217836122412,0.06843611066778355,0.0057030092223152576,0.10996090350234,319.2053245200646,112.83650991215376,-19.60778313255685,-99.0,??
47,2143.39,0.0358189928064112,0.06324875874717772,0.005270729895598125,0.10433848144918703,325.2052003283735,110.42307672184532,-19.56598624490347,-99.0,??
48,2143.89,0.035816195310510585,0.0900548432289181,0.007504570269076471,0.13337560880850516,299.6143560601248,120.71692194435423,-19.744259542053054,-99.0,??
49,2144.39,0.035813406124483665,0.06290642299603366,0.0052422019163360645,0.1039620310368534,325.6123240856429,110.25931233408959,-19.563150101875287,-99.0,??
50,2144.89,0.03581060979296122,0.10962978786126952,0.00913581565510574,0.1545762133093365,286.9945944796591,125.79318559132813,-19.83217248789451,-99.0,??
51,2145.39,0.03580782085553905,0.08079901075102214,0.0067332508959184745,0.12334008250247964,307.07032232417254,117.71778045836656,-19.69231910291026,-99.0,??
52,2145.89,0.03580502930715414,0.0924554490968692,0.007704620758072434,0.13596509916209576,297.8355652684993,121.43243554368236,-19.75665111835428,-99.0,??
53,2146.39,0.035802236881075936,0.099545929136994,0.0082954940947495,0.14364366011281945,293.01024707500596,123.37340623275034,-19.79026569453366,-99.0,??
54,2146.89,0.0357994414175376,0.2412206435048061,0.020101720292067138,0.29712180521441084,248.93608032184798,141.102116005369,-20.09729921573544,-99.0,??
55,2147.39,0.03579665669220107,0.2613462318667921,0.02177885265556595,0.3189217412145591,246.113868097606,142.23734294500798,-20.11695957055601,-99.0,??
56,2147.89,0.0357938626351341,0.25767801281083713,0.02147316773423641,0.3149450431802077,246.59596654557797,142.04342019852027,-20.113601131929677,-99.0,??
57,2148.39,0.03579107304996627,0.18713989374177584,0.015594991145148009,0.2385259579368901,259.0559400907217,137.03143083991196,-20.026801316221942,-99.0,??
58,2148.89,0.035788287178216804,0.21169024165075712,0.01764085347089639,0.2651193822998703,253.9001929451633,139.105315646777,-20.062717757011217,-99.0,??
59,2149.39,0.03578549413648418,0.2649691290380787,0.022080760753173227,0.3228353839277361,245.6362584665894,142.42946007748424,-20.120286738772077,-99.0,??
60,2149.89,0.03578270143260863,0.3805304063456392,0.031710867195469894,0.4480239749737177,235.03167932448426,146.69512224925242,-20.19416133504292,-99.0,??
61,2150.39,0.03577991818519912,0.3727226549854299,0.03106022124878577,0.4395627944194148,235.55576970599037,146.48430836545558,-20.19051036834029,-99.0,??
62,2150.89,0.03577712864316678,0.3584102926238977,0.02986752438532475,0.4240549456523892,236.57249519819038,146.07533339218858,-20.183427561540693,-99.0,??
63,2151.39,0.03577433741396073,0.3792342487040452,0.031602854058670415,0.4466114401766764,235.11173716138995,146.6629192092386,-20.193603628763352,-99.0,??
64,2151.89,0.03577155660587968,0.2830982246934095,0.023591518724450755,0.3424613000237399,243.4478193111792,143.30975358044702,-20.13553204524797,-99.0,??
65,2152.39,0.03576876516677769,0.2372146614366235,0.01976788845305194,0.29275131505645313,249.51594034985652,140.86886893792288,-20.093259741383022,-99.0,??
66,2152.89,0.0357659755236108,0.2202042633321,0.018350355277674923,0.2743205941333857,252.32245506894841,139.7399562756365,-20.073708739969124,-99.0,??
67,2153.39,0.035763190653975145,0.3259013074250703,0.027158442285422524,0.38882294036446796,239.17711476373987,145.0276324882934,-20.165283020746976,-99.0,??
68,2153.89,0.03576040681773244,0.3047712303111849,0.02539760252593204,0.3659292396548494,241.14430061123443,144.23633750694162,-20.151579029449827,-99.0,??
69,2154.39,0.035757617155161465,0.3117435757707714,0.02597863131423095,0.3734798242401638,240.46544995161847,144.5094032778883,-20.156308101460642,-99.0,??
70,2154.89,0.038431691795245485,0.4461255858125099,0.03717713215104247,0.5217344097587979,232.90717465113602,147.5496982863969,-20.208961255239274,3.9987594988694024,BC
71,2155.39,0.03842870138237479,0.5515427213041058,0.0459618934420088,0.6359333161284892,228.37755841743927,149.3717236927604,-20.240515885181885,3.999839751061584,BC
72,2155.89,0.038425703721895466,0.6190570272691405,0.05158808560576167,0.7090708165967976,226.2425196859013,150.23053702522174,-20.25538918870496,3.9999030009630645,BC
73,2156.39,0.03842271471611595,0.5703290877066731,0.047527423975556086,0.6562792263983451,227.73315353600543,149.63093374619103,-20.245004997839057,3.999863906276373,BC
74,2156.89,0.03841971716152477,0.4627928777582477,0.03856607314652061,0.5397786680662932,232.0566731234006,147.89181013687926,-20.2148860973426,3.999353988123659,BC
75,2157.39,0.038416728043773885,0.4880034449449919,0.04066695374541597,0.5670871267341817,230.88158655745917,148.36448540722432,-20.223072093644667,3.999637745933382,BC
76,2157.89,0.03841373198715221,0.4267198160447734,0.03555998467039778,0.5006935327023234,233.9545121958875,147.1284097009801,-20.201665195938762,3.960037929937529,BC
77,2158.39,0.03841074376047191,0.30461613099201834,0.025384677582668158,0.3684115523351584,243.38145200151692,143.3364496443337,-20.13599437931528,-99.0,??
78,2158.89,0.038407748261584634,0.34425779320838146,0.028688149434031807,0.4113536909039979,239.6532891174777,144.83609269207076,-20.161965851091725,-99.0,??
79,2159.39,0.038404761413164464,0.3121196470579397,0.026009970588161624,0.3765343790592658,242.6061056987804,143.64833051667034,-20.141395668165806,-99.0,??
80,2159.89,0.03840176604753129,0.3411240840263181,0.028427007002193194,0.40795285707604256,239.9147071393596,144.7309380270891,-20.160144736781987,-99.0,??
