Profundidade [m]	Idade [Ma]
2062.5	62.292099
2062.7	62.294231
2062.9	62.296414
2063.1	62.298597
2063.3	62.300779
2063.5	62.302962
2063.7	62.305145
2063.9	62.307328
2064.1	62.30951
2064.3	62.311693
2064.5	62.313876
2064.7	62.316059
2064.9	62.318241
2065.1	62.320424
2065.3	62.322607
2065.5	62.324789
2065.7	62.326972
2065.9	62.329155
2066.1	62.331338
2066.3	62.33352
2066.5	62.335703
2066.7	62.337886
2066.9	62.340069
2067.1	62.342251
2067.3	62.344434
2067.5	62.346617
2067.7	62.3488
2067.9	62.350982
2068.1	62.353165
2068.3	62.355348
2068.5	62.357531
2068.7	62.359713
2068.9	62.361896
2069.1	62.364079
2069.3	62.366261
2069.5	62.368444
2069.7	62.370627
2069.9	62.37281
2070.1	62.374992
2070.3	62.377175
2070.5	62.379358
2070.7	62.381541
2070.9	62.383723
2071.1	62.385906
2071.3	62.388089
2071.5	62.390272
2071.7	62.392454
2071.9	62.394637
2072.1	62.39682
2072.3	62.399002
2072.5	62.401185
2072.7	62.403368
2072.9	62.405551
2073.1	62.407733
2073.3	62.409916
2073.5	62.412099
2073.7	62.414282
2073.9	62.416464
2074.1	62.418647
2074.3	62.42083
2074.5	62.423013
2074.7	62.425195
2074.9	62.427378
2075.1	62.429561
2075.3	62.431744
2075.5	62.433926
2075.7	62.436109
2075.9	62.438292
2076.1	62.440474
2076.3	62.442657
2076.5	62.44484
2076.7	62.447023
2076.9	62.449205
2077.1	62.451388
2077.3	62.453571
2077.5	62.455754
2077.7	62.457936
2077.9	62.460119
2078.1	62.462302
2078.3	62.464485
2078.5	62.466667
2078.7	62.46885
2078.9	62.471033
2079.1	62.473216
2079.3	62.475398
2079.5	62.477581
2079.7	62.479764
2079.9	62.481946
2080.1	62.484129
2080.3	62.486312
2080.5	62.488495
2080.7	62.490677
2080.9	62.49286
2081.1	62.495043
2081.3	62.497226
2081.5	62.499408
2081.7	62.501591
2081.9	62.503774
2082.1	62.505957
2082.3	62.508139
2082.5	62.510322
2082.7	62.512505
2082.9	62.514687
2083.1	62.51687
2083.3	62.519053
2083.5	62.521236
2083.7	62.523418
2083.9	62.525601
2084.1	62.527784
2084.3	62.529967
2084.5	62.532149
2084.7	62.534332
2084.9	62.536515
2085.1	62.538698
2085.3	62.54088
2085.5	62.543063
2085.7	62.545246
2085.9	62.547429
2086.1	62.549611
2086.3	62.551794
2086.5	62.553977
2086.7	62.556159
2086.9	62.558342
2087.1	62.560525
2087.3	62.562708
2087.5	62.56489
2087.7	62.567073
2087.9	62.569256
2088.1	62.571439
2088.3	62.573621
2088.5	62.575804
2088.7	62.577987
2088.9	62.580169
2089.1	62.582352
2089.3	62.584535
2089.5	62.586718
2089.7	62.5889
2089.9	62.591083
2090.1	62.593266
2090.3	62.595449
2090.5	62.597631
2090.7	62.599814
2090.9	62.601997
2091.1	62.60418
2091.3	62.606362
2091.5	62.608545
2091.7	62.610728
2091.9	62.612911
2092.1	62.615093
2092.3	62.617276
2092.5	62.619459
2092.7	62.621641
2092.9	62.623824
2093.1	62.626007
2093.3	62.62819
2093.5	62.630372
2093.7	62.632555
2093.9	62.634738
2094.1	62.636921
2094.3	62.639103
2094.5	62.641286
2094.7	62.643469
2094.9	62.645652
2095.1	62.647834
2095.3	62.650017
2095.5	62.6522
2095.7	62.654383
2095.9	62.656565
2096.1	62.658748
2096.3	62.660931
2096.5	62.663113
2096.7	62.665296
2096.9	62.667479
2097.1	62.669662
2097.3	62.671844
2097.5	62.674027
2097.7	62.67621
2097.9	62.678393
2098.1	62.680575
2098.3	62.682758
2098.5	62.684941
2098.7	62.687124
2098.9	62.689306
2099.1	62.691489
2099.3	62.693672
2099.5	62.695854
2099.7	62.698037
2099.9	62.70022
2100.1	62.702403
2100.3	62.704585
2100.5	62.706768
2100.7	62.708951
2100.9	62.711134
2101.1	62.713316
2101.3	62.715499
2101.5	62.717682
2101.7	62.719865
2101.9	62.722047
2102.1	62.72423
2102.3	62.726413
2102.5	62.728596
2102.7	62.730778
2102.9	62.732961
2103.1	62.735144
2103.3	62.737326
2103.5	62.739509
2103.7	62.741692
2103.9	62.743875
2104.1	62.746057
2104.3	62.74824
2104.5	62.750423
2104.7	62.752606
2104.9	62.754788
2105.1	62.756971
2105.3	62.759154
2105.5	62.761337
2105.7	62.763519
2105.9	62.765702
2106.1	62.767885
2106.3	62.770067
2106.5	62.77225
2106.7	62.774433
2106.9	62.776616
2107.1	62.778798
2107.3	62.780981
2107.5	62.783164
2107.7	62.785347
2107.9	62.787529
2108.1	62.789712
2108.3	62.791895
2108.5	62.794078
2108.7	62.79626
2108.9	62.798443
2109.1	62.800626
2109.3	62.802809
2109.5	62.804991
2109.7	62.807174
2109.9	62.809357
2110.1	62.811539
2110.3	62.813722
2110.5	62.815905
2110.7	62.818088
2110.9	62.82027
2111.1	62.822453
2111.3	62.824636
2111.5	62.826819
2111.7	62.829001
2111.9	62.831184
2112.1	62.833367
2112.3	62.83555
2112.5	62.837732
2112.7	62.839915
2112.9	62.842098
2113.1	62.844281
2113.3	62.846463
2113.5	62.848646
2113.7	62.850829
2113.9	62.853011
2114.1	62.855194
2114.3	62.857377
2114.5	62.85956
2114.7	62.861742
2114.9	62.863925
2115.1	62.866108
2115.3	62.868291
2115.5	62.870473
2115.7	62.872656
2115.9	62.874839
2116.1	62.877022
2116.3	62.879204
2116.5	62.881387
2116.7	62.88357
2116.9	62.885752
2117.1	62.887935
2117.3	62.890118
2117.5	62.892301
2117.7	62.894483
2117.9	62.896666
2118.1	62.898849
2118.3	62.901032
2118.5	62.903214
2118.7	62.905397
2118.9	62.90758
2119.1	62.909763
2119.3	62.911945
2119.5	62.914128
2119.7	62.916311
2119.9	62.918493
2120.1	62.920676
2120.3	62.922859
2120.5	62.925042
2120.7	62.927224
2120.9	62.929407
2121.1	62.93159
2121.3	62.933773
2121.5	62.935955
2121.7	62.938138
2121.9	62.940579
2122.1	62.943223
2122.3	62.945867
2122.5	62.948512
2122.7	62.951156
2122.9	62.9538
2123.1	62.956444
2123.3	62.959089
2123.5	62.961733
2123.7	62.964377
2123.9	62.967021
2124.1	62.969666
2124.3	62.97231
2124.5	62.974954
2124.7	62.977598
2124.9	62.980243
2125.1	62.982887
