Profundidade [m],Densidade Aparente Seca,Produtividade Primária,Taxa de Sedimentação,Paleobatimetria,Fração de Areia,Idades,Fluxo de Carbono [gC/m²/yr],Eficiência de Soterramento [v/v],COₘₐ [%],rCO [%],qCO [%],COₜₑ [%],COT [%]
2062.5,0.7128388000000001,134.62162833780454,9.162838796558232,1285.7009435195812,98.35779444275549,62.292099,0.6941722687744046,0.11456949047530127,0.12161478537501894,0.008211027786222513,0.0985323334346706,0.10674336122089312,0.22835814659591205
2063.0,0.7128388000000001,134.67884666870836,9.162838796552972,1284.221649801466,98.40673918172463,62.2975055,0.6956158738432626,0.11456949047527756,0.12186738804097592,0.00796630409137683,0.09559564909652263,0.10356195318789946,0.22542934122887537
2063.5,0.7128388000000001,134.73668315422688,9.162735557712804,1282.7286463561632,98.32983005251026,62.302962,0.6970775866068475,0.1145690247500662,0.12212403637925301,0.008350849737448707,0.10021019684938448,0.10856104658683319,0.2306850829660862
2064.0,0.7128388000000001,134.79461613382426,9.162800913416051,1281.2356284048064,98.23161179134041,62.308419,0.6985441005106874,0.11456931957968913,0.1223800895700024,0.00884194104329794,0.10610329251957573,0.11494523356287367,0.23732532313287608
2064.5,0.7128388000000001,134.8526378442536,9.16281826442568,1279.7426121769404,98.30800490390864,62.313876,0.7000154056042985,0.11456939785236969,0.1226373876575869,0.008459975480456794,0.1015197057654822,0.10997968124593899,0.2326170689035259
2065.0,0.7128388000000001,134.91075601967947,9.16281479425069,1278.249595913171,98.14197251986486,62.3193325,0.7014915403176931,0.1145693821979682,0.12289570715641505,0.009290137400675691,0.11148164880810807,0.12077178620878376,0.24366749336519883
2065.5,0.7128388000000001,134.96896321883114,9.162838796568334,1276.7565864715502,98.25997404174927,62.324789,0.7029725038696235,0.11456949047534686,0.12315463463407712,0.008700129791253619,0.1044015574950441,0.11310168728629771,0.23625632192037482
2066.0,0.7128388000000001,135.0272679478657,9.162807998419764,1275.263563421534,98.30232088304038,62.3302465,0.7044583536409276,0.11456935154109008,0.12341488609574286,0.00848839558479808,0.10186074701757697,0.11034914260237505,0.2337640286981179
2066.5,0.7128388000000001,135.08566186507144,9.162838796593162,1273.7705556675005,98.2325943246234,62.335703,0.705949066994778,0.11456949047545885,0.1236754575332985,0.008837028376882938,0.1060443405225957,0.11488136889947864,0.23855682643277715
2067.0,0.7128388000000001,135.14415361961204,9.16283879656581,1272.2775402654754,98.13876672643676,62.341159999999995,0.7074447042669749,0.11456949047533549,0.12393715399512811,0.009306166367816227,0.11167399641379472,0.12098016278161094,0.24491731677673906
2067.5,0.7128388000000001,135.2027356599589,9.162838796557605,1270.7845248634505,98.4859935765071,62.346617,0.7089452640765391,0.11456949047529846,0.12419971039080964,0.007570032117464487,0.09084038540957451,0.098410417527039,0.22261012791784862
2068.0,0.7128388000000001,135.26141578269443,9.162807420070695,1269.2915094614245,97.8326871218211,62.3520735,0.7104507842762545,0.114569348932081,0.12446340542719853,0.010836564390894532,0.13003877269073438,0.14087533708162892,0.26533874250882744
2068.5,0.7128388000000001,135.3201866952427,9.162803516079418,1267.7984940593988,98.13434093581664,62.35753100000001,0.71196127121676,0.11456933132065548,0.12472773051181564,0.00932829532091678,0.11193954385100202,0.1212678391719188,0.24599556968373443
2069.0,0.7128388000000001,135.37905623835496,9.162808287603596,1266.3054786573748,98.38434785520914,62.3629875,0.713476763143377,0.11456935284563657,0.12499285450741017,0.00807826072395429,0.09693912868745169,0.10501738941140598,0.23001024391881614
2069.5,0.7128388000000001,135.43801707929705,9.162817107752742,1264.812463255347,98.09080996975472,62.368444,0.7149972665166675,0.11456939263447148,0.1252588184300718,0.00954595015122639,0.11455140181471712,0.12409735196594351,0.24935617039601532
2070.0,0.7128388000000001,135.49707692844981,9.16283879652804,1263.3194522697686,97.77857615053449,62.373901000000004,0.7165228154592669,0.11456949047516508,0.12552555087073677,0.011107119247327546,0.13328543096793055,0.1443925502152581,0.2699181010859949
2070.5,0.7128388000000001,135.55622893729338,9.162736714445078,1261.826432451297,97.80458726923841,62.379357999999996,0.7180534301043556,0.11456902996828353,0.1257942522084194,0.010977063653807961,0.13172476384569531,0.14270182749950328,0.26849607970792266
2071.0,0.7128388000000001,135.61547996779333,9.162793394618967,1260.3334307294826,98.29056089150151,62.384814500000005,0.7195891218416619,0.11456928566135821,0.1260624497807615,0.008547195542492447,0.10256634650990915,0.11111354205240159,0.2371759918331631
2071.5,0.7128388000000001,135.67482441137432,9.162833302010768,1258.8404016472452,98.13691689083004,62.390271999999996,0.7211299441627245,0.11456946568875609,0.12633168909486822,0.009315415545849803,0.11178498655019808,0.12110040209604789,0.2474320911909161
2072.0,0.7128388000000001,135.73426806764297,9.162822313071404,1257.347399925432,98.24944564884413,62.395728500000004,0.7226758800467312,0.1145694161163181,0.12660226909023484,0.00875277175577932,0.10503326106935251,0.11378603282513183,0.24038830191536667
2072.5,0.7128388000000001,135.7938047580142,9.162838796579274,1255.85439346402,98.3046287080656,62.401185,0.7242269694177573,0.11456949047539616,0.12687350685367135,0.008476856459672,0.10172227751606489,0.11019913397573688,0.23707264082940824
2073.0,0.7128388000000001,135.85344305491975,9.162815517176458,1254.3613684750735,98.53714845357933,62.406642,0.7257832665862056,0.11456938545917897,0.12714600592970798,0.007314257732103313,0.08777109278523998,0.09508535051734329,0.22223135644705128
2073.5,0.7128388000000001,135.9131740916569,9.162838796631627,1252.8683592847972,98.13430826210012,62.412099,0.7273447427059437,0.11456949047563242,0.12741899718308555,0.009328458689499386,0.11194150427399308,0.12126996296349246,0.24868896014657801
2074.0,0.7128388000000001,135.9730067883844,9.16283879656444,1251.3753445290818,98.25326869236925,62.417555500000006,0.7289114603515537,0.11456949047532929,0.12769311022297866,0.008733656538153778,0.10480387845784556,0.11353753499599933,0.241230645218978
2074.5,0.7128388000000001,136.03293357227835,9.16283879654666,1249.8823251055744,98.07286637039448,62.423013,0.7304834256745256,0.11456949047524909,0.12796813988422662,0.009635668148027576,0.11562801777633158,0.12526368592435916,0.2532318258085858
2075.0,0.7128388000000001,136.09296211368383,9.162799901272683,1248.3893120374455,97.96484278967378,62.428469500000006,0.7320606677686299,0.11456931501377256,0.12824443877591393,0.010175786051631108,0.12210943261957308,0.13228521867120419,0.2605296574471181
2075.5,0.7128388000000001,136.15308481257506,9.162788478439834,1246.8963057914673,97.8120677713523,62.433926,0.7336431932318332,0.11456926348377929,0.1285214160038347,0.010939661143238466,0.13127593371886181,0.14221559486210028,0.270737010865935
2076.0,0.7128388000000001,136.21331047240838,9.16281580641234,1245.4032903894426,98.02489373585098,62.43938300000001,0.73523106015124,0.11456938676395906,0.12879897891948666,0.00987553132074509,0.1185063758489413,0.1283819071696864,0.25718088608917306
2076.5,0.7128388000000001,136.27363110203402,9.162802070156712,1243.9102749874155,97.81609653322944,62.44484,0.7368242661221569,0.11456932479790308,0.1290778426210667,0.010919517333852768,0.1310342080062341,0.14195372534008688,0.2710315679611536
2077.0,0.7128388000000001,136.33405490871465,9.162804383611109,1242.4172595853906,98.11570113738591,62.45029650000001,0.7384228527191941,0.11456933523420743,0.12935750201432572,0.009421494313070433,0.11305793175684542,0.12247942606991585,0.2518369280842416
2077.5,0.7128388000000001,136.3945742268279,9.162751752030164,1240.9242441833655,98.01627683789805,62.455754000000006,0.7400268273519233,0.11456909780533783,0.12963859867679134,0.009918615810509734,0.11902338972611748,0.1289420055366272,0.25858060421341855
2078.0,0.7128388000000001,136.4551973330337,9.162785875820969,1239.4312282427481,97.94217298538454,62.46121049999999,0.7416362326175322,0.1145692517429924,0.12991986063814406,0.010289135073077271,0.1234696208769277,0.13375875595000497,0.26367861658814906
2078.5,0.7128388000000001,136.51591645295758,9.16283879651994,1237.9382133793138,98.07352317467857,62.466667,0.7432510743088471,0.11456949047512854,0.13020190027164041,0.009632384126607163,0.1155886095192864,0.12522099364589356,0.255422893917534
2079.0,0.7128388000000001,136.5767399549278,9.162792671650687,1236.445197977289,98.01464333335487,62.4721245,0.7448713966329834,0.11456928239994697,0.1304857954890603,0.009926783333225664,0.11912139999870774,0.1290481833319334,0.2595339788209937
2079.5,0.7128388000000001,136.6376600648691,9.162838796592226,1234.952182575262,97.74396818159607,62.47758100000001,0.7464972066759232,0.11456949047545463,0.13076981051734285,0.011280159092019626,0.13536190910423596,0.14664206819625558,0.2774118787135984
2080.0,0.7128388000000001,136.69868508382265,9.1628230359993,1233.4591683940432,98.06433927738126,62.483037499999995,0.7481285460166999,0.1145694193775355,0.13105535449454825,0.009678303613093686,0.11613964335712446,0.12581794697021814,0.2568733014647664
2080.5,0.7128388000000001,136.75980736564907,9.162838796593162,1231.966151771212,98.33036573716986,62.48849499999999,0.749765426463757,0.11456949047545885,0.13134157842891098,0.00834817131415072,0.10017805576980887,0.10852622708395959,0.23986780551287057
2081.0,0.7128388000000001,136.82103516018614,9.162838796568122,1230.4731363691872,98.19647086206376,62.4939515,0.751407887382471,0.11456949047534591,0.13162892090662942,0.009017645689681164,0.10821174827617419,0.11722939396585536,0.24885831487248478
2081.5,0.7128388000000001,136.88236067722266,9.162838796535722,1228.9801209671605,98.37054532353433,62.499407999999995,0.7530559380434285,0.11456949047519976,0.131917239627266,0.008147273382328346,0.0977672805879406,0.10591455397026894,0.23783179359753495
2082.0,0.7128388000000001,136.9437923655732,9.162792382453311,1227.4871055651365,97.9069112087918,62.504865499999994,0.7547096222854819,0.11456928109533696,0.13220696975511068,0.010465443956040987,0.12558532747249274,0.13605077142853372,0.2682577411836444
2082.5,0.7128388000000001,137.00532234055345,9.162838796560548,1225.9940901631105,97.87289686937484,62.510321999999995,0.7563689481798838,0.11456949047531177,0.13249683014838573,0.01063551565312576,0.12762618783750934,0.1382617034906351,0.2707585336390208
2083.0,0.7128388000000001,137.06695869388076,9.16282332517774,1224.501084599347,97.77774826348806,62.515778499999996,0.7580339490458656,0.11456942068205525,0.13278825228599744,0.011111258682559688,0.13333510419071626,0.14444636287327595,0.2772346151592734
2083.5,0.7128388000000001,137.1286947158467,9.162787032560683,1223.0080593590587,97.75200609863852,62.521236,0.7597046660659067,0.11456925696121158,0.13308086638950203,0.01123996950680739,0.13487963408168913,0.14611960358849652,0.2792004699779985
2084.0,0.7128388000000001,137.19053716756645,9.162804383601797,1221.5150576372464,97.73813746117031,62.526692499999996,0.7613810956675884,0.11456933523416536,0.1333739811619292,0.011309312694148421,0.13571175232978128,0.1470210650239297,0.28039504618585886
2084.5,0.7128388000000001,137.25247978913757,9.162766789661973,1220.0220380342125,97.93197683295315,62.532149,0.7630632926579793,0.1145691656424797,0.1336686141219864,0.010340115835234198,0.12408139002281082,0.13442150585804502,0.2680901199800314
2085.0,0.7128388000000001,137.31453003368742,9.162789056852498,1218.5290281617201,97.81116745931992,62.537606499999995,0.764751271242866,0.11456926609308125,0.13396369962331592,0.010944162703400373,0.13132995244080536,0.14227411514420574,0.27623781476752163
2085.5,0.7128388000000001,137.37668000064528,9.162838796575278,1217.0360251113802,97.58520435632488,62.543063000000004,0.7664450431115097,0.11456949047537819,0.13425953895469833,0.01207397821837558,0.14488773862050763,0.15696171683888321,0.29122125579358155
2086.0,0.7128388000000001,137.4389397083906,9.162785152847201,1215.542996029145,97.58575437594553,62.548519999999996,0.768144691408039,0.11456924848155342,0.13455737162339193,0.012071228120272337,0.1448547374432687,0.15692596556354105,0.291483337186933
2086.5,0.7128388000000001,137.50129886473272,9.16283879652099,1214.0499943073305,98.08645463787352,62.553977,0.7698501639876384,0.11456949047513328,0.13485521563872718,0.009567726810632393,0.11481272172758938,0.12438044853822178,0.259235664176949
2087.0,0.7128388000000001,137.56376796815658,9.162830554826037,1212.5569768586602,98.05621078294472,62.5594335,0.7715615562575877,0.11456945329587878,0.13515467390168737,0.009718946085276403,0.1166273530233175,0.1263462991085939,0.2615009730102813
2087.5,0.7128388000000001,137.6263380781495,9.162838796591268,1211.0639635032805,97.68153427680208,62.564890000000005,0.7732788543599882,0.11456949047545029,0.13545500828423926,0.011592328615989578,0.13910794339187493,0.1507002720078645,0.2861552802921038
2088.0,0.7128388000000001,137.68901836081392,9.162833157490038,1209.5709443670237,97.3268108300719,62.5703475,0.7750021164237494,0.11456946503680594,0.13575651508040654,0.01336594584964046,0.1603913501956855,0.17375729604532597,0.3095138111257325
2088.5,0.7128388000000001,137.75180010044744,9.162838796524778,1208.0779326992288,97.8437246521243,62.575804000000005,0.7767313360900677,0.11456949047515039,0.1360589555555424,0.010781376739378512,0.12937652087254214,0.14015789761192066,0.27621685316746303
2089.0,0.7128388000000001,137.8146925718939,9.162784863660768,1206.584917297204,97.83811424913617,62.5812605,0.7784665735831219,0.11456924717699164,0.13636301258616845,0.010809428754319172,0.12971314505182985,0.14052257380614902,0.2768855863923175
2089.5,0.7128388000000001,137.87768741169455,9.16283879657149,1205.091901895179,97.81461462664484,62.586718000000005,0.7802078336832431,0.11456949047536108,0.13666709657169848,0.010926926866775766,0.13112312240131008,0.14205004926808584,0.27871714583978435
2090.0,0.7128388000000001,137.9407934766702,9.162791659522572,1203.5988864931523,97.63434250600918,62.5921745,0.781955164179594,0.11456927783409465,0.13697320274009753,0.011828287469954124,0.14193944963944993,0.15376773710940406,0.29074093984950156
2090.5,0.7128388000000001,138.00400251269843,9.162771994986187,1202.1058710911273,97.78515242554356,62.59763100000001,0.7837085743269117,0.11456918912449403,0.1372801097981933,0.011074237872282178,0.13289085446738635,0.14396509233966853,0.28124520213786186
2091.0,0.7128388000000001,138.06732342955976,9.162804383588647,1200.6128556891015,97.78937604398091,62.6030885,0.7854681124386601,0.11456933523410603,0.13758758881024724,0.011053119780095433,0.13263743736114542,0.14369055714124085,0.2812781459514881
2091.5,0.7128388000000001,138.13074792523096,9.162781827239053,1199.1198402870755,97.69317774622247,62.60854499999999,0.7872337879292933,0.11456923347925149,0.13789666595242298,0.011534111268887592,0.138409335226652,0.1499434464955396,0.2878401124479626
2092.0,0.7128388000000001,138.19428460799006,9.16282592786549,1197.6268332152588,97.51277796329387,62.614002,0.7890056397401705,0.11456943242309979,0.1382061807477011,0.012436110183530635,0.14923332220236762,0.16166943238589826,0.29987561313359934
2092.5,0.7128388000000001,138.2579261922571,9.162838796564335,1196.1338094830235,97.53909968117875,62.619459,0.7907837071589036,0.1145694904753288,0.13851708034475516,0.012304501594106232,0.14765401912927523,0.15995852072338146,0.29847560106813664
2093.0,0.7128388000000001,138.3216803463686,9.162789779807664,1194.6408007236223,98.10804378318656,62.6249155,0.7925680019057467,0.11456926935443479,0.13882966526489932,0.009459781084067198,0.11351737300880682,0.12297715409287402,0.26180681935777333
2093.5,0.7128388000000001,138.3855396014807,9.162838796531931,1193.147785142067,97.72922061342352,62.630371999999994,0.7943585597199431,0.11456949047518267,0.13914239562687875,0.011353896932882357,0.13624676319458917,0.14760066012747153,0.2867430557543503
2094.0,0.7128388000000001,138.44951279452965,9.16283807360627,1191.654768231986,97.43785716948544,62.6358295,0.7961554239932336,0.11456948721398151,0.13945670823291928,0.012810714152572789,0.15372856983087413,0.16653928398344692,0.3059959922163662
2094.5,0.7128388000000001,138.5135914363592,9.162838796584117,1190.1617509628466,97.83188736305992,62.641286,0.7979586034808667,0.11456949047541809,0.1397721094533113,0.010840563184700391,0.1300867582164047,0.1409273214011051,0.2806994308544164
2095.0,0.7128388000000001,138.57778410121955,9.16282563866201,1188.6687461531108,97.51717646376457,62.646743,0.7997681331065271,0.11456943111846751,0.14008875485753625,0.012414117681177117,0.14896941217412607,0.1613835298553032,0.30147228471283943
2095.5,0.7128388000000001,138.6420838727272,9.162838796567947,1187.175717070874,97.65719094175712,62.6522,0.8015840675483812,0.11456949047534509,0.14040626173318163,0.011714045291214392,0.14056854349457293,0.15228258878578732,0.292688850518969
2096.0,0.7128388000000001,138.70649770744126,9.162790068987977,1185.68271534906,97.51779741661235,62.6576565,0.8034063950289343,0.11456927065896824,0.1407254909298907,0.012411012916938247,0.1489321550032594,0.16134316792019765,0.3020686588500884
2096.5,0.7128388000000001,138.77101839437339,9.162838796582431,1184.189709964826,97.82227713638292,62.663113,0.8052351635184029,0.11456949047541047,0.14104488930709796,0.010888614318085355,0.13066337181702448,0.14155198613510983,0.2825968754422078
2097.0,0.7128388000000001,138.83565588014577,9.162784140715303,1182.696684545007,97.67697032077542,62.6685705,0.807070444837454,0.11456924391567991,0.14136644075956376,0.011615148396122876,0.13938178075347452,0.1509969291495974,0.2923633699091611
2097.5,0.7128388000000001,138.90039967397146,9.16275695736863,1181.2036828231958,97.72187517232824,62.674027,0.8089121956380712,0.11456912128745905,0.14168885301328535,0.011390624138358785,0.13668748966030542,0.1480781137986642,0.2897669668119496
2098.0,0.7128388000000001,138.96526098968752,9.16280438361154,1179.710660491298,97.7675942598102,62.679484,0.810760522747052,0.11456933523420929,0.14201167656009211,0.011162028700949012,0.1339443444113888,0.14510637311233782,0.28711804967242993
2098.5,0.7128388000000001,139.03022968248527,9.16279686483508,1178.217652019144,97.725015095232,62.684941,0.8126153941504624,0.11456930131598568,0.14233618534228648,0.011374924523840035,0.13649909428608087,0.1478740188099209,0.2902102041522074
2099.0,0.7128388000000001,139.0953160061013,9.162818409079907,1176.724636617118,97.33153337447932,62.6903975,0.8144768884055503,0.1145693985049232,0.14266156190999554,0.013342333127603412,0.16010799753124072,0.17345033065884413,0.31611189256883965
2099.5,0.7128388000000001,139.16051095947765,9.162838796553396,1175.231621215094,97.74191033691365,62.695854000000004,0.8163450077153523,0.11456949047527949,0.1429881056635609,0.011290448315431745,0.13548537978518116,0.1467758281006129,0.2897639337641738
2100.0,0.7128388000000001,139.2258239499588,9.16279729858693,1173.7386058130662,98.10102948541287,62.7013115,0.818219805448209,0.11456930327270014,0.14331643228523205,0.009494852572935641,0.11393823087522836,0.123433083448164,0.26674951573339606
2100.5,0.7128388000000001,139.29124622606193,9.162838796542873,1172.2455904110425,97.723821811917,62.706768000000004,0.8201012925879169,0.11456949047523197,0.14364509814789783,0.011380890940414945,0.13657069128498023,0.14795158222539517,0.291596680373293
2101.0,0.7128388000000001,139.35678725283864,9.162838796568124,1170.7525750090163,97.76248088556808,62.712225000000004,0.8219895231041252,0.11456949047534591,0.14397535557881264,0.011187595572159592,0.13425114686591577,0.14543874243807536,0.289414098016888
2101.5,0.7128388000000001,139.42243822674482,9.162838796593162,1169.2595596069925,97.49066588220334,62.717681999999996,0.8238845081707261,0.11456949047545885,0.1443067922054812,0.012546670588983289,0.1505600470677999,0.1631067176567832,0.3074135098622644
2102.0,0.7128388000000001,139.4882086710436,9.162818119858528,1167.7665442049656,97.7564519495561,62.723138500000005,0.8257863023670944,0.114569397200209,0.14463962588430648,0.011217740252219499,0.13461288302663466,0.14583062327885415,0.29047024916316067
2102.5,0.7128388000000001,139.55408972968814,9.162838796583062,1166.2735288029387,97.72090974819064,62.728595999999996,0.8276949170605867,0.11456949047541327,0.14497323357836062,0.011395451259046785,0.13674541510856209,0.14814086636760887,0.2931140999459695
2103.0,0.7128388000000001,139.62009098466334,9.162824915730328,1164.7805134009159,97.56090939145204,62.73405249999999,0.8296104074488511,0.11456942785723401,0.14530839042441634,0.012195453042739779,0.14634543651287757,0.15854088955561735,0.3038492799800337
2103.5,0.7128388000000001,139.68620352697369,9.162838507328614,1163.287497998887,97.92885947300041,62.739509,0.8315327850961587,0.11456948917055311,0.14564447150453236,0.01035570263499791,0.12426843161997514,0.13462413425497305,0.2802686057595054
2104.0,0.7128388000000001,139.75243691969766,9.162790791958107,1161.7944843562598,97.84116696362948,62.744966,0.8334621035494331,0.11456927392038888,0.14598238703947825,0.01079416518185261,0.12952998218223133,0.14032414736408394,0.2863065344035622
2104.5,0.7128388000000001,139.81878243487185,9.16274191976292,1160.3014671948372,97.67007940591542,62.750423,0.8353983814064526,0.11456905345035436,0.14632153149699495,0.01164960297042289,0.13979523564507534,0.15144483861549823,0.2977663701124932
2105.0,0.7128388000000001,139.88524892929107,9.162838796528039,1158.8084654730246,98.17193628905831,62.75587949999999,0.8373416504559802,0.11456949047516508,0.1466604096538149,0.009140318554708426,0.10968382265650156,0.11882414121120999,0.26548455086502487
2105.5,0.7128388000000001,139.95182837097616,9.162811902431107,1157.3154570726824,97.6366984621569,62.761337,0.8392919513946564,0.11456936915259666,0.14700177815591592,0.011816507689215494,0.14179809227058637,0.15361459995980187,0.3006163781157178
2106.0,0.7128388000000001,140.01853092170535,9.162810890260625,1155.8224330532016,97.79849116664936,62.766793500000006,0.841249353162558,0.1145693645865638,0.14734412182905685,0.011007544166753203,0.13209053000103843,0.14309807416779163,0.2904421959968485
2106.5,0.7128388000000001,140.0853461949469,9.162798310741666,1154.3294228934615,97.6995284032418,62.77225,0.8432138293025689,0.11456930783866939,0.14768781944200085,0.011502357983791012,0.13802829580549236,0.14953065378928337,0.29721847323128425
2107.0,0.7128388000000001,140.15228479344606,9.16280481740988,1152.836409107209,97.56177290521214,62.777707,0.8451854605073115,0.1145693371911317,0.14803256982120783,0.012191135473939296,0.14629362568727178,0.15848476116121107,0.3065173309824189
2107.5,0.7128388000000001,140.2193377272727,9.162838796553817,1151.3433887142392,97.4202613183624,62.783164,0.8471642631748845,0.11456949047528137,0.14837828775507692,0.012898693408187945,0.15478432089825578,0.16768301430644372,0.3160613020615206
2108.0,0.7128388000000001,140.28651420987322,9.162838796557288,1149.8503766155727,97.58488698406947,62.78862050000001,0.8491502759648826,0.114569490475297,0.1487256146237934,0.012075565079652628,0.1449067809558322,0.15698234603548483,0.30570796065927824
2108.5,0.7128388000000001,140.35380512567943,9.162838796593162,1148.357371339059,97.83923286867584,62.794078000000006,0.8511435133297807,0.11456949047545885,0.14907420254345125,0.010803835656620797,0.12964602787945,0.1404498635360708,0.2895240660795221
