 Profundidade [m]  Densidade Aparente Seca  Produtividade Primária  Taxa de Sedimentação  Paleobatimetria  Fração de Areia      Idades  Fluxo de Carbono [gC/m²/yr]  Eficiência de Soterramento [v/v]  COₘₐ [%]   rCO [%]   qCO [%]  COₜₑ [%]   COT [%]
          2119.89                 1.292846              116.467079              8.015110      1903.635726        98.478324   55.681706                     0.341898                          0.108999  0.035951  0.007608  0.091301  0.098909  0.134860
          2120.39                 1.292846              116.465217              8.015112      1903.718201        98.814213   55.686437                     0.341871                          0.108999  0.035948  0.005929  0.071147  0.077076  0.113024
          2120.89                 1.292846              116.463354              8.015111      1903.800676        98.117638   55.691168                     0.341844                          0.108999  0.035945  0.009412  0.112942  0.122353  0.158299
          2121.39                 1.292846              116.461492              8.015112      1903.883151        97.161294   55.695898                     0.341817                          0.108999  0.035942  0.014194  0.170322  0.184516  0.220458
          2121.89                 1.292846              116.459630              8.015112      1903.965625        97.105821   55.700629                     0.341791                          0.108999  0.035939  0.014471  0.173651  0.188122  0.224061
          2122.39                 1.292846              116.457768              8.015111      1904.048099        97.115445   55.705360                     0.341764                          0.108999  0.035937  0.014423  0.173073  0.187496  0.223433
          2122.89                 1.292846              116.455906              8.015112      1904.130574        96.864522   55.710090                     0.341737                          0.108999  0.035934  0.015677  0.188129  0.203806  0.239740
          2123.39                 1.292846              116.454044              8.015112      1904.213048        97.687625   55.714821                     0.341710                          0.108999  0.035931  0.011562  0.138742  0.150304  0.186235
          2123.89                 1.292846              116.452183              8.015113      1904.295523        98.282823   55.719552                     0.341684                          0.108999  0.035928  0.008586  0.103031  0.111617  0.147545
          2124.39                 1.292846              116.450321              8.015111      1904.377998        98.095749   55.724282                     0.341657                          0.108999  0.035925  0.009521  0.114255  0.123776  0.159702
          2124.89                 1.292846              116.448460              8.015112      1904.460472        97.095358   55.729013                     0.341630                          0.108999  0.035923  0.014523  0.174279  0.188802  0.224724
          2125.39                 1.292846              116.446599              8.015111      1904.542946        96.541567   55.733743                     0.341604                          0.108999  0.035920  0.017292  0.207506  0.224798  0.260718
          2125.89                 1.292846              116.444737              8.015110      1904.625421        97.651016   55.738474                     0.341577                          0.108999  0.035917  0.011745  0.140939  0.152684  0.188601
          2126.39                 1.292846              116.442876              8.015112      1904.707896        97.610765   55.743205                     0.341550                          0.108999  0.035914  0.011946  0.143354  0.155300  0.191214
          2126.89                 1.292846              116.441015              8.015113      1904.790371        97.414762   55.747935                     0.341524                          0.108999  0.035911  0.012926  0.155114  0.168040  0.203952
          2127.39                 1.292846              116.439154              8.015110      1904.872846        97.755636   55.752666                     0.341497                          0.108999  0.035909  0.011222  0.134662  0.145884  0.181792
          2127.89                 1.292846              116.437294              8.015111      1904.955319        97.096470   55.757396                     0.341470                          0.108999  0.035906  0.014518  0.174212  0.188729  0.224635
          2128.39                 1.292846              116.435433              8.015112      1905.037794        98.189673   55.762127                     0.341444                          0.108999  0.035903  0.009052  0.108620  0.117671  0.153574
          2128.89                 1.292846              116.433572              8.015109      1905.120269        98.013775   55.766858                     0.341417                          0.108999  0.035900  0.009931  0.119174  0.129105  0.165005
          2129.39                 1.292846              116.431712              8.015110      1905.202744        98.567116   55.771589                     0.341390                          0.108999  0.035897  0.007164  0.085973  0.093137  0.129035
          2129.89                 1.292846              116.429852              8.015111      1905.285218        98.263405   55.776319                     0.341364                          0.108999  0.035895  0.008683  0.104196  0.112879  0.148773
          2130.39                 1.292846              116.427991              8.015110      1905.367693        98.534979   55.781050                     0.341337                          0.108999  0.035892  0.007325  0.087901  0.095226  0.131118
          2130.89                 1.292846              116.426131              8.015110      1905.450166        98.466460   55.785780                     0.341310                          0.108999  0.035889  0.007668  0.092012  0.099680  0.135569
          2131.39                 1.292846              116.424271              8.015112      1905.532641        98.301096   55.790511                     0.341284                          0.108999  0.035886  0.008495  0.101934  0.110429  0.146315
          2131.89                 1.292846              116.422412              8.015110      1905.615116        98.112069   55.795242                     0.341257                          0.108999  0.035883  0.009440  0.113276  0.122715  0.158599
          2132.39                 1.292846              116.420552              8.015110      1905.697591        98.141352   55.799972                     0.341230                          0.108999  0.035881  0.009293  0.111519  0.120812  0.156693
          2132.89                 1.292846              116.418692              8.015110      1905.780066        97.835750   55.804703                     0.341204                          0.108999  0.035878  0.010821  0.129855  0.140676  0.176554
          2133.39                 1.292846              116.416833              8.015111      1905.862541        99.350271   55.809433                     0.341177                          0.108999  0.035875  0.003249  0.038984  0.042232  0.078107
          2133.89                 1.292846              116.414973              8.015109      1905.945014        99.987814   55.814164                     0.341150                          0.108999  0.035872  0.000061  0.000731  0.000792  0.036664
          2134.39                 1.292846              116.413114              8.015110      1906.027489        99.736615   55.818895                     0.341124                          0.108999  0.035869  0.001317  0.015803  0.017120  0.052989
          2134.89                 1.292846              116.411255              8.015111      1906.109964        99.805460   55.823625                     0.341097                          0.108999  0.035867  0.000973  0.011672  0.012645  0.048512
          2135.39                 1.292846              116.409395              8.015110      1906.192439        98.834617   55.828356                     0.341070                          0.108999  0.035864  0.005827  0.069923  0.075750  0.111614
          2135.89                 1.292846              116.407536              8.015109      1906.274914        98.491031   55.833087                     0.341044                          0.108999  0.035861  0.007545  0.090538  0.098083  0.133944
          2136.39                 1.292846              116.405678              8.015112      1906.357388        98.937591   55.837817                     0.341017                          0.108999  0.035858  0.005312  0.063745  0.069057  0.104915
          2136.89                 1.292846              116.403819              8.015111      1906.439862        99.738651   55.842548                     0.340991                          0.108999  0.035855  0.001307  0.015681  0.016988  0.052843
          2137.39                 1.292846              116.401960              8.015110      1906.522336        99.633492   55.847278                     0.340964                          0.108999  0.035853  0.001833  0.021991  0.023823  0.059676
          2137.89                 1.292846              116.400102              8.015113      1906.604811        99.458523   55.852009                     0.340937                          0.108999  0.035850  0.002707  0.032489  0.035196  0.071046
          2138.39                 1.292846              116.398243              8.015111      1906.687286        99.176034   55.856740                     0.340911                          0.108999  0.035847  0.004120  0.049438  0.053558  0.089405
          2138.89                 1.292846              116.396385              8.015110      1906.769761        99.252706   55.861470                     0.340884                          0.108999  0.035844  0.003736  0.044838  0.048574  0.084418
          2139.39                 1.292846              116.394527              8.015112      1906.852235        98.728253   55.866201                     0.340858                          0.108999  0.035841  0.006359  0.076305  0.082664  0.118505
          2139.89                 1.292846              116.392669              8.015112      1906.934709        98.874367   55.870932                     0.340831                          0.108999  0.035839  0.005628  0.067538  0.073166  0.109005
          2140.39                 1.292846              116.390811              8.015111      1907.017184        99.018148   55.875662                     0.340804                          0.108999  0.035836  0.004909  0.058911  0.063820  0.099656
          2140.89                 1.292846              116.388953              8.015113      1907.099659        99.011493   55.880393                     0.340778                          0.108999  0.035833  0.004943  0.059310  0.064253  0.100086
          2141.39                 1.292846              116.387095              8.015112      1907.182134        99.159390   55.885123                     0.340751                          0.108999  0.035830  0.004203  0.050437  0.054640  0.090470
          2141.89                 1.292846              116.385237              8.015112      1907.264609        99.137944   55.889854                     0.340725                          0.108999  0.035827  0.004310  0.051723  0.056034  0.091861
          2142.39                 1.292846              116.383380              8.015112      1907.347082        98.833917   55.894585                     0.340698                          0.108999  0.035825  0.005830  0.069965  0.075795  0.111620
          2142.89                 1.292846              116.381522              8.015113      1907.429557        98.859398   55.899315                     0.340671                          0.108999  0.035822  0.005703  0.068436  0.074139  0.109961
          2143.39                 1.292846              116.379665              8.015112      1907.512031        98.945854   55.904046                     0.340645                          0.108999  0.035819  0.005271  0.063249  0.068519  0.104338
          2143.89                 1.292846              116.377808              8.015113      1907.594506        98.499086   55.908777                     0.340618                          0.108999  0.035816  0.007505  0.090055  0.097559  0.133376
          2144.39                 1.292846              116.375950              8.015112      1907.676981        98.951560   55.913507                     0.340592                          0.108999  0.035813  0.005242  0.062906  0.068149  0.103962
          2144.89                 1.292846              116.374093              8.015113      1907.759456        98.172837   55.918238                     0.340565                          0.108999  0.035811  0.009136  0.109630  0.118766  0.154576
          2145.39                 1.292846              116.372237              8.015112      1907.841929        98.653350   55.922968                     0.340539                          0.108999  0.035808  0.006733  0.080799  0.087532  0.123340
          2145.89                 1.292846              116.370380              8.015111      1907.924404        98.459076   55.927699                     0.340512                          0.108999  0.035805  0.007705  0.092455  0.100160  0.135965
