 Profundidade [m]  Densidade Aparente Seca  Produtividade Primária  Taxa de Sedimentação  Paleobatimetria  Fração de Areia     Idades  Fluxo de Carbono [gC/m²/yr]  Eficiência de Soterramento [v/v]  COₘₐ [%]   rCO [%]   qCO [%]  COₜₑ [%]   COT [%]
           2425.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2425.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2426.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2426.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2427.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2427.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2428.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2428.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2429.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2429.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2430.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2430.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2431.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2431.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2432.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2432.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2433.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2433.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2434.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2434.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2435.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2435.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2436.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2436.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2437.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2437.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2438.0                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
           2438.5                 1.721288              170.435587              6.296297       678.560958        89.064293  63.133610                     2.199464                          0.098772  0.200053  0.054679  0.656142  0.710821  0.910874
