Profundidade [m]	Idade [Ma]
2108.1	69.986909
2108.3	69.990098
2108.5	69.993287
2108.7	69.996476
2108.9	69.999665
2109.1	70.002854
2109.3	70.006043
2109.5	70.009232
2109.7	70.012421
2109.9	70.01561
2110.1	70.018799
2110.3	70.021988
2110.5	70.025177
2110.7	70.028366
2110.9	70.031555
2111.1	70.034744
2111.3	70.037933
2111.5	70.041122
2111.7	70.044311
2111.9	70.0475
2112.1	70.050689
2112.3	70.053878
2112.5	70.057067
2112.7	70.060256
2112.9	70.063445
2113.1	70.066634
2113.3	70.069823
2113.5	70.073012
2113.7	70.076201
2113.9	70.07939
2114.1	70.082579
2114.3	70.085768
2114.5	70.088957
2114.7	70.092146
2114.9	70.095335
2115.1	70.098524
2115.3	70.101713
2115.5	70.104902
2115.7	70.108091
2115.9	70.11128
2116.1	70.114469
2116.3	70.117657
2116.5	70.120846
2116.7	70.124035
2116.9	70.127224
2117.1	70.130413
2117.3	70.133602
2117.5	70.136791
2117.7	70.13998
2117.9	70.143169
2118.1	70.146358
2118.3	70.149547
2118.5	70.152736
2118.7	70.155925
2118.9	70.159114
2119.1	70.162303
2119.3	70.165492
2119.5	70.168681
2119.7	70.17187
2119.9	70.175059
2120.1	70.178248
2120.3	70.181437
2120.5	70.184626
2120.7	70.187815
2120.9	70.191004
2121.1	70.194193
2121.3	70.197382
2121.5	70.200571
2121.7	70.20376
2121.9	70.206949
2122.1	70.210138
2122.3	70.213327
2122.5	70.216516
2122.7	70.219705
2122.9	70.222894
2123.1	70.226083
2123.3	70.229272
2123.5	70.232461
2123.7	70.23565
2123.9	70.238839
2124.1	70.242028
2124.3	70.245217
2124.5	70.248406
2124.7	70.251594
2124.9	70.254783
2125.1	70.257972
2125.3	70.261161
2125.5	70.26435
2125.7	70.267539
2125.9	70.270728
2126.1	70.273917
2126.3	70.277106
2126.5	70.280295
2126.7	70.283484
2126.9	70.286673
2127.1	70.289862
2127.3	70.293051
2127.5	70.29624
2127.7	70.299429
2127.9	70.302618
2128.1	70.305807
2128.3	70.308996
2128.5	70.312185
2128.7	70.315374
2128.9	70.318563
2129.1	70.321752
2129.3	70.324941
2129.5	70.32813
2129.7	70.331319
2129.9	70.334508
2130.1	70.337697
2130.3	70.340886
2130.5	70.344075
2130.7	70.347264
2130.9	70.350453
2131.1	70.353642
2131.3	70.356831
2131.5	70.36002
2131.7	70.363209
2131.9	70.366398
2132.1	70.369587
2132.3	70.372776
2132.5	70.375965
2132.7	70.379154
2132.9	70.382343
2133.1	70.385531
