Profundidade [m]	Paleobatimetria [m]
2108.1	1009.247054
2108.3	1011.367619
2108.5	1013.488184
2108.7	1015.60875
2108.9	1017.729315
2109.1	1018.021981
2109.3	1018.100342
2109.5	1018.178703
2109.7	1018.257064
2109.9	1018.335425
2110.1	1018.413786
2110.3	1018.492147
2110.5	1018.570508
2110.7	1018.648869
2110.9	1018.72723
2111.1	1018.805591
2111.3	1018.883952
2111.5	1018.962313
2111.7	1019.040674
2111.9	1019.119035
2112.1	1019.197396
2112.3	1019.275756
2112.5	1019.354117
2112.7	1019.432478
2112.9	1019.510839
2113.1	1019.5892
2113.3	1019.667561
2113.5	1019.745922
2113.7	1019.824283
2113.9	1019.902644
2114.1	1019.981005
2114.3	1020.059366
2114.5	1020.137727
2114.7	1020.216088
2114.9	1020.294449
2115.1	1020.37281
2115.3	1020.451171
2115.5	1020.529532
2115.7	1020.607893
2115.9	1020.686254
2116.1	1020.764615
2116.3	1020.842976
2116.5	1020.921337
2116.7	1020.999698
2116.9	1021.078059
2117.1	1021.156419
2117.3	1021.23478
2117.5	1021.313141
2117.7	1021.391502
2117.9	1021.469863
2118.1	1021.548224
2118.3	1021.626585
2118.5	1021.704946
2118.7	1021.783307
2118.9	1021.861668
2119.1	1021.940029
2119.3	1022.01839
2119.5	1022.096751
2119.7	1022.175112
2119.9	1022.253473
2120.1	1022.331834
2120.3	1022.410195
2120.5	1022.488556
2120.7	1022.566917
2120.9	1022.645278
2121.1	1022.723639
2121.3	1022.802
2121.5	1022.880361
2121.7	1022.958722
2121.9	1023.037083
2122.1	1023.115443
2122.3	1023.193804
2122.5	1023.272165
2122.7	1023.350526
2122.9	1023.428887
2123.1	1023.507248
2123.3	1023.585609
2123.5	1023.66397
2123.7	1023.742331
2123.9	1023.820692
2124.1	1023.899053
2124.3	1023.977414
2124.5	1024.055775
2124.7	1024.134136
2124.9	1024.212497
2125.1	1024.290858
2125.3	1024.369219
2125.5	1024.44758
2125.7	1024.525941
2125.9	1024.604302
2126.1	1024.682663
2126.3	1024.761024
2126.5	1024.839385
2126.7	1024.917746
2126.9	1024.996106
2127.1	1025.074467
2127.3	1025.152828
2127.5	1025.231189
2127.7	1025.30955
2127.9	1025.387911
2128.1	1025.466272
2128.3	1025.544633
2128.5	1025.622994
2128.7	1025.701355
2128.9	1025.779716
2129.1	1025.858077
2129.3	1025.936438
2129.5	1026.014799
2129.7	1026.09316
2129.9	1026.171521
2130.1	1026.249882
2130.3	1026.328243
2130.5	1026.406604
2130.7	1026.484965
2130.9	1026.563326
2131.1	1026.641687
2131.3	1026.720048
2131.5	1026.798409
2131.7	1026.876769
2131.9	1026.95513
2132.1	1027.033491
2132.3	1027.111852
2132.5	1027.190213
2132.7	1027.268574
2132.9	1027.346935
