Profundidade [m]	Produtividade Primária [gC/m²/yr]
2108.1	147.2052945
2108.3	147.091295
2108.5	146.9776222
2108.7	146.8642746
2108.9	146.7512505
2109.1	146.735677
2109.3	146.7315083
2109.5	146.72734
2109.7	146.7231721
2109.9	146.7190047
2110.1	146.7148377
2110.3	146.7106711
2110.5	146.706505
2110.7	146.7023393
2110.9	146.6981741
2111.1	146.6940093
2111.3	146.689845
2111.5	146.6856811
2111.7	146.6815176
2111.9	146.6773545
2112.1	146.6731919
2112.3	146.6690298
2112.5	146.6648681
2112.7	146.6607068
2112.9	146.6565459
2113.1	146.6523855
2113.3	146.6482255
2113.5	146.644066
2113.7	146.6399069
2113.9	146.6357482
2114.1	146.63159
2114.3	146.6274322
2114.5	146.6232749
2114.7	146.619118
2114.9	146.6149615
2115.1	146.6108055
2115.3	146.6066499
2115.5	146.6024947
2115.7	146.59834
2115.9	146.5941857
2116.1	146.5900318
2116.3	146.5858784
2116.5	146.5817254
2116.7	146.5775729
2116.9	146.5734208
2117.1	146.5692691
2117.3	146.5651179
2117.5	146.5609671
2117.7	146.5568167
2117.9	146.5526668
2118.1	146.5485173
2118.3	146.5443683
2118.5	146.5402196
2118.7	146.5360714
2118.9	146.5319237
2119.1	146.5277764
2119.3	146.5236295
2119.5	146.5194831
2119.7	146.5153371
2119.9	146.5111915
2120.1	146.5070464
2120.3	146.5029017
2120.5	146.4987574
2120.7	146.4946136
2120.9	146.4904702
2121.1	146.4863272
2121.3	146.4821847
2121.5	146.4780426
2121.7	146.4739009
2121.9	146.4697597
2122.1	146.4656189
2122.3	146.4614785
2122.5	146.4573386
2122.7	146.4531991
2122.9	146.4490601
2123.1	146.4449215
2123.3	146.4407833
2123.5	146.4366455
2123.7	146.4325082
2123.9	146.4283713
2124.1	146.4242349
2124.3	146.4200988
2124.5	146.4159633
2124.7	146.4118281
2124.9	146.4076934
2125.1	146.4035591
2125.3	146.3994252
2125.5	146.3952918
2125.7	146.3911588
2125.9	146.3870263
2126.1	146.3828942
2126.3	146.3787625
2126.5	146.3746312
2126.7	146.3705004
2126.9	146.36637
2127.1	146.36224
2127.3	146.3581105
2127.5	146.3539814
2127.7	146.3498528
2127.9	146.3457245
2128.1	146.3415967
2128.3	146.3374694
2128.5	146.3333424
2128.7	146.3292159
2128.9	146.3250898
2129.1	146.3209642
2129.3	146.316839
2129.5	146.3127142
2129.7	146.3085899
2129.9	146.304466
2130.1	146.3003425
2130.3	146.2962194
2130.5	146.2920968
2130.7	146.2879746
2130.9	146.2838528
2131.1	146.2797315
2131.3	146.2756106
2131.5	146.2714901
2131.7	146.2673701
2131.9	146.2632505
2132.1	146.2591313
2132.3	146.2550126
2132.5	146.2508943
2132.7	146.2467764
2132.9	146.2426589
2133.1	146.2385419
2133.3	146.2344253
2133.5	146.2303091
2133.7	146.2261934
2133.9	146.2220781
2134.1	146.2179632
2134.3	146.2138488
2134.5	146.2097347
2134.7	146.2056211
2134.9	146.201508
2135.1	146.1973952
2135.3	146.1932829
2135.5	146.1891711
2135.7	146.1850596
2135.9	146.1809486
2136.1	146.176838
2136.3	146.1727279
2136.5	146.1686181
2136.7	146.1645088
2136.9	146.1604
2137.1	146.1562915
2137.3	146.1521835
2137.5	146.1480759
2137.7	146.1439688
2137.9	146.139862
2138.1	146.1357557
2138.3	146.1316498
2138.5	146.1275444
2138.7	146.1234394
2138.9	146.1193348
2139.1	146.1152306
2139.3	146.1111269
2139.5	146.1070236
2139.7	146.1029207
2139.9	146.0988182
2140.1	146.0947162
2140.3	146.0906146
2140.5	146.0865134
2140.7	146.0824127
2140.9	146.0783124
2141.1	146.0742125
2141.3	146.070113
2141.5	146.066014
2141.7	146.0619154
2141.9	146.0578172
2142.1	146.0537194
2142.3	146.0496221
2142.5	146.0455252
2142.7	146.0414287
2142.9	146.0373327
2143.1	146.033237
2143.3	146.0291418
2143.5	146.0250471
2143.7	146.0209527
2143.9	146.0168588
2144.1	146.0127653
2144.3	146.0086722
2144.5	146.0045796
2144.7	146.0004873
2144.9	145.9963955
2145.1	145.9923042
2145.3	145.9882132
2145.5	145.9841227
2145.7	145.9800326
2145.9	145.9759429
2146.1	145.9718537
2146.3	145.9677649
2146.5	145.9636765
2146.7	145.9595885
2146.9	145.955501
2147.1	145.9514138
2147.3	145.9473271
2147.5	145.9432409
2147.7	145.939155
2147.9	145.9350696
2148.1	145.9309846
2148.3	145.9269
2148.5	145.9228159
2148.7	145.9187321
2148.9	145.9146488
2149.1	145.910566
2149.3	145.9064835
2149.5	145.9024015
2149.7	145.8983199
2149.9	145.8942387
2150.1	145.8901579
2150.3	145.8860776
2150.5	145.8819977
2150.7	145.8779182
2150.9	145.8738391
2151.1	145.8697604
2151.3	145.8656822
2151.5	145.8616044
2151.7	145.857527
2151.9	145.8534501
2152.1	145.8493736
2152.3	145.8452974
2152.5	145.8412218
2152.7	145.8371465
2152.9	145.8330717
2153.1	145.8289972
2153.3	145.8249232
2153.5	145.8208497
2153.7	145.8167765
2153.9	145.8127038
2154.1	145.8086315
2154.3	145.8045596
2154.5	145.8004881
2154.7	145.7964171
2154.9	145.7923464
2155.1	145.7882762
2155.3	145.7842065
2155.5	145.7801371
2155.7	145.7760682
2155.9	145.7719996
2156.1	145.7679316
2156.3	145.7638639
2156.5	145.7597966
2156.7	145.7557298
2156.9	145.7516634
2157.1	145.7475974
2157.3	145.7435318
2157.5	145.7394667
2157.7	145.7354019
2157.9	145.7313376
2158.1	145.7272738
2158.3	145.7232103
2158.5	145.7191472
2158.7	145.7150846
2158.9	145.7110224
