 Profundidade [m]  Densidade Aparente Seca  Produtividade Primária  Taxa de Sedimentação  Paleobatimetria  Fração de Areia     Idades  Fluxo de Carbono [gC/m²/yr]  Eficiência de Soterramento [v/v]  COₘₐ [%]   rCO [%]   qCO [%]  COₜₑ [%]   COT [%]
           1537.0                 0.634289              157.960712              7.950617       833.728611        13.217460  48.341703                     1.516796                          0.108661  0.325757  0.433913  0.264349  0.698262  1.024019
           1537.5                 0.634289              157.959353              7.950617       833.748051        16.403527  48.347992                     1.516732                          0.108661  0.325744  0.417982  0.328071  0.746053  1.071797
           1538.0                 0.634289              157.957994              7.950617       833.767492         5.066828  48.354280                     1.516668                          0.108661  0.325730  0.474666  0.101337  0.576002  0.901732
           1538.5                 0.634289              157.956634              7.950617       833.786933         3.487330  48.360569                     1.516604                          0.108661  0.325716  0.482563  0.069747  0.552310  0.878026
           1539.0                 0.634289              157.955275              7.950617       833.806374         4.522101  48.366858                     1.516541                          0.108661  0.325703  0.477389  0.090442  0.567832  0.893534
           1539.5                 0.634289              157.953915              7.950617       833.825814         3.950170  48.373147                     1.516477                          0.108661  0.325689  0.480249  0.079003  0.559253  0.884942
           1540.0                 0.634289              157.952556              7.950617       833.845255         5.153261  48.379436                     1.516413                          0.108661  0.325675  0.474234  0.103065  0.577299  0.902974
           1540.5                 0.634289              157.951197              7.950617       833.864695         3.379541  48.385725                     1.516349                          0.108661  0.325662  0.483102  0.067591  0.550693  0.876355
           1541.0                 0.634289              157.949838              7.950617       833.884136         0.571636  48.392013                     1.516285                          0.108661  0.325648  0.497142  0.011433  0.508575  0.834223
           1541.5                 0.634289              157.948478              7.950617       833.903577        10.850256  48.398302                     1.516222                          0.108661  0.325634  0.445749  0.217005  0.662754  0.988388
           1542.0                 0.634289              157.947119              7.950617       833.923018        21.730268  48.404591                     1.516158                          0.108661  0.325621  0.391349  0.434605  0.825954  1.151575
           1542.5                 0.634289              157.945760              7.950617       833.942458        25.300916  48.410880                     1.516094                          0.108661  0.325607  0.373495  0.506018  0.879514  1.205121
           1543.0                 0.634289              157.944401              7.950617       833.961899        28.490859  48.417169                     1.516030                          0.108661  0.325593  0.357546  0.569817  0.927363  1.252956
           1543.5                 0.634289              157.943042              7.950617       833.981340        40.046778  48.423457                     1.515966                          0.108661  0.325580  0.299766  0.800936  1.100702  1.426281
           1544.0                 0.634289              157.941683              7.950617       834.000780        40.547914  48.429746                     1.515903                          0.108661  0.325566  0.297260  0.810958  1.108219  1.433785
           1544.5                 0.634289              157.940324              7.950617       834.020221        34.816394  48.436035                     1.515839                          0.108661  0.325552  0.325918  0.696328  1.022246  1.347798
           1545.0                 0.634289              157.938966              7.950617       834.039662        35.329061  48.442324                     1.515775                          0.108661  0.325539  0.323355  0.706581  1.029936  1.355475
           1545.5                 0.634289              157.937607              7.950617       834.059102        39.449753  48.448613                     1.515711                          0.108661  0.325525  0.302751  0.788995  1.091746  1.417271
           1546.0                 0.634289              157.936248              7.950617       834.078543        35.809608  48.454901                     1.515648                          0.108661  0.325512  0.320952  0.716192  1.037144  1.362656
           1546.5                 0.634289              157.934889              7.950617       834.097984        34.887108  48.461191                     1.515584                          0.108661  0.325498  0.325564  0.697742  1.023307  1.348805
