 Profundidade [m]  Densidade Aparente Seca  Produtividade Primária  Taxa de Sedimentação  Paleobatimetria  Fração de Areia     Idades  Fluxo de Carbono [gC/m²/yr]  Eficiência de Soterramento [v/v]  COₘₐ [%]   rCO [%]   qCO [%]  COₜₑ [%]   COT [%]
          2467.99                 0.705857              148.047422              7.469481       993.769180        94.382254  49.139352                     1.104872                          0.106035  0.221713  0.028089  0.337065  0.365154  0.586866
          2468.49                 0.705857              148.045893              7.469486       993.796982        93.448074  49.146045                     1.104817                          0.106035  0.221701  0.032760  0.393116  0.425875  0.647576
          2468.99                 0.705857              148.044365              7.469488       993.824785        93.439299  49.152739                     1.104761                          0.106035  0.221690  0.032804  0.393642  0.426446  0.648136
          2469.49                 0.705857              148.042836              7.469480       993.852587        93.540857  49.159433                     1.104705                          0.106035  0.221679  0.032296  0.387549  0.419844  0.641523
          2469.99                 0.705857              148.041307              7.469488       993.880389        93.104134  49.166127                     1.104649                          0.106035  0.221668  0.034479  0.413752  0.448231  0.669899
          2470.49                 0.705857              148.039779              7.469486       993.908191        92.572220  49.172821                     1.104593                          0.106035  0.221657  0.037139  0.445667  0.482806  0.704462
          2470.99                 0.705857              148.038250              7.469475       993.935993        92.313895  49.179515                     1.104538                          0.106035  0.221646  0.038431  0.461166  0.499597  0.721242
          2471.49                 0.705857              148.036722              7.469481       993.963795        92.181915  49.186209                     1.104482                          0.106035  0.221634  0.039090  0.469085  0.508176  0.729810
          2471.99                 0.705857              148.035194              7.469484       993.991597        93.893736  49.192903                     1.104426                          0.106035  0.221623  0.030531  0.366376  0.396907  0.618530
          2472.49                 0.705857              148.033666              7.469478       994.019399        92.084045  49.199596                     1.104370                          0.106035  0.221612  0.039580  0.474957  0.514537  0.736149
          2472.99                 0.705857              148.032137              7.469477       994.047201        91.330791  49.206291                     1.104315                          0.106035  0.221601  0.043346  0.520153  0.563499  0.785100
          2473.49                 0.705857              148.030609              7.469481       994.075003        90.503735  49.212984                     1.104259                          0.106035  0.221590  0.047481  0.569776  0.617257  0.838847
          2473.99                 0.705857              148.029081              7.469476       994.102805        91.334481  49.219678                     1.104203                          0.106035  0.221579  0.043328  0.519931  0.563259  0.784837
          2474.49                 0.705857              148.027553              7.469479       994.130608        92.454511  49.226372                     1.104148                          0.106035  0.221567  0.037727  0.452729  0.490457  0.712024
          2474.99                 0.705857              148.026025              7.469485       994.158410        92.124912  49.233066                     1.104092                          0.106035  0.221556  0.039375  0.472505  0.511881  0.733437
          2475.49                 0.705857              148.024497              7.469477       994.186212        92.165451  49.239760                     1.104036                          0.106035  0.221545  0.039173  0.470073  0.509246  0.730791
          2475.99                 0.705857              148.022969              7.469481       994.214014        90.056482  49.246454                     1.103980                          0.106035  0.221534  0.049718  0.596611  0.646329  0.867863
          2476.49                 0.705857              148.021441              7.469487       994.241816        90.065412  49.253148                     1.103925                          0.106035  0.221523  0.049673  0.596075  0.645748  0.867271
          2476.99                 0.705857              148.019914              7.469487       994.269618        89.837138  49.259842                     1.103869                          0.106035  0.221512  0.050814  0.609772  0.660586  0.882098
          2477.49                 0.705857              148.018388              7.608000       994.297383        90.270218  49.266527                     1.103813                          0.106809  0.219061  0.048649  0.583787  0.632436  0.851497
          2477.99                 0.705857              148.016936              7.949258       994.323806        90.530191  49.272889                     1.103760                          0.108653  0.213279  0.047349  0.568189  0.615538  0.828817
          2478.49                 0.705857              148.015501              7.949260       994.349930        89.533833  49.279179                     1.103708                          0.108653  0.213269  0.052331  0.627970  0.680301  0.893570
          2478.99                 0.705857              148.014066              7.949258       994.376054        89.896776  49.285468                     1.103656                          0.108653  0.213259  0.050516  0.606193  0.656710  0.869968
          2479.49                 0.705857              148.012630              7.949258       994.402178        90.728917  49.291758                     1.103603                          0.108653  0.213249  0.046355  0.556265  0.602620  0.815869
          2479.99                 0.705857              148.011195              7.949258       994.428302        90.720043  49.298048                     1.103551                          0.108653  0.213239  0.046400  0.556797  0.603197  0.816436
          2480.49                 0.705857              148.009760              7.949258       994.454427        92.486877  49.304338                     1.103499                          0.108653  0.213229  0.037566  0.450787  0.488353  0.701581
          2480.99                 0.705857              148.008325              7.949258       994.480551        91.172854  49.310628                     1.103447                          0.108653  0.213218  0.044136  0.529629  0.573765  0.786983
          2481.49                 0.705857              148.006890              7.949258       994.506675        90.481967  49.316918                     1.103394                          0.108653  0.213208  0.047590  0.571082  0.618672  0.831880
          2481.99                 0.705857              148.005455              7.949258       994.532799        91.370962  49.323208                     1.103342                          0.108653  0.213198  0.043145  0.517742  0.560887  0.774086
          2482.49                 0.705857              148.004020              7.949263       994.558923        91.226305  49.329498                     1.103290                          0.108653  0.213188  0.043868  0.526422  0.570290  0.783478
          2482.99                 0.705857              148.002585              7.949258       994.585047        92.130459  49.335788                     1.103237                          0.108653  0.213178  0.039348  0.472172  0.511520  0.724698
          2483.49                 0.705857              148.001150              7.949258       994.611171        94.104715  49.342077                     1.103185                          0.108653  0.213168  0.029476  0.353717  0.383194  0.596362
          2483.99                 0.705857              147.999715              7.949258       994.637295        94.049733  49.348367                     1.103133                          0.108653  0.213158  0.029751  0.357016  0.386767  0.599925
          2484.49                 0.705857              147.998280              7.949258       994.663419        93.703161  49.354657                     1.103080                          0.108653  0.213148  0.031484  0.377810  0.409295  0.622442
          2484.99                 0.705857              147.996846              7.949272       994.689543        96.211847  49.360947                     1.103028                          0.108654  0.213138  0.018941  0.227289  0.246230  0.459367
          2485.49                 0.705857              147.995411              7.949258       994.715668        95.454103  49.367237                     1.102976                          0.108653  0.213128  0.022729  0.272754  0.295483  0.508611
          2485.99                 0.705857              147.993976              7.949258       994.741792        97.143159  49.373527                     1.102924                          0.108653  0.213118  0.014284  0.171410  0.185695  0.398812
          2486.49                 0.705857              147.992542              7.949258       994.767916        92.909691  49.379817                     1.102871                          0.108653  0.213108  0.035452  0.425419  0.460870  0.673978
          2486.99                 0.705857              147.991107              7.949258       994.794040        85.267961  49.386107                     1.102819                          0.108653  0.213097  0.073660  0.883922  0.957583  1.170680
          2487.49                 0.705857              147.989673              7.949258       994.820164        80.272612  49.392397                     1.102767                          0.108653  0.213087  0.098637  1.183643  1.282280  1.495368
          2487.99                 0.705857              147.988238              7.949258       994.846288        90.223355  49.398687                     1.102715                          0.108653  0.213077  0.048883  0.586599  0.635482  0.848559
          2488.49                 0.705857              147.986804              7.949258       994.872412        92.029873  49.404976                     1.102662                          0.108653  0.213067  0.039851  0.478208  0.518058  0.731125
          2488.99                 0.705857              147.985370              7.949258       994.898536        93.035083  49.411266                     1.102610                          0.108653  0.213057  0.034825  0.417895  0.452720  0.665777
          2489.49                 0.705857              147.983936              7.949258       994.924660        92.456355  49.417556                     1.102558                          0.108653  0.213047  0.037718  0.452619  0.490337  0.703384
          2489.99                 0.705857              147.982501              7.949258       994.950784        92.395448  49.423846                     1.102506                          0.108653  0.213037  0.038023  0.456273  0.494296  0.707333
          2490.49                 0.705857              147.981067              7.949258       994.976908        92.480672  49.430136                     1.102453                          0.108653  0.213027  0.037597  0.451160  0.488756  0.701783
          2490.99                 0.705857              147.979633              7.949258       995.003033        92.681458  49.436426                     1.102401                          0.108653  0.213017  0.036593  0.439113  0.475705  0.688722
          2491.49                 0.705857              147.978199              7.949258       995.029157        93.723877  49.442716                     1.102349                          0.108653  0.213007  0.031381  0.376567  0.407948  0.620955
          2491.99                 0.705857              147.976765              7.949258       995.055281        92.851851  49.449006                     1.102297                          0.108653  0.212997  0.035741  0.428889  0.464630  0.677626
          2492.49                 0.705857              147.975331              7.949258       995.081405        92.087991  49.455296                     1.102244                          0.108653  0.212987  0.039560  0.474721  0.514281  0.727267
          2492.99                 0.705857              147.973897              7.949258       995.107529        93.019317  49.461586                     1.102192                          0.108653  0.212977  0.034903  0.418841  0.453744  0.666721
          2493.49                 0.705857              147.972463              7.949258       995.133653        92.695983  49.467875                     1.102140                          0.108653  0.212967  0.036520  0.438241  0.474761  0.687728
          2493.99                 0.705857              147.971030              7.949258       995.159777        92.963562  49.474165                     1.102088                          0.108653  0.212956  0.035182  0.422186  0.457368  0.670325
          2494.49                 0.705857              147.969596              7.949258       995.185901        94.928744  49.480455                     1.102036                          0.108653  0.212946  0.025356  0.304275  0.329632  0.542578
          2494.99                 0.705857              147.968162              7.949258       995.212025        96.048643  49.486745                     1.101983                          0.108653  0.212936  0.019757  0.237081  0.256838  0.469775
          2495.49                 0.705857              147.966729              7.949258       995.238149        95.116105  49.493035                     1.101931                          0.108653  0.212926  0.024419  0.293034  0.317453  0.530379
